"SampleID","subject","SampleCollectedBy","SampleBox","Bristol","SampleStabilizer","sampledate","studyday","subj_day","sampletime"
"MAR-42-MGE","marshmallow","SA",13,3,"Molecular Grade (96%) Ethanol",2023-04-20,"42","marshmallow_42",08:00:00
"BUD-42-DRS","buddy","SA",13,3,"DNA/RNA Shield",2023-04-20,"42","buddy_42",08:00:00
"BUD-42-MGE","buddy","SA",13,3,"Molecular Grade (96%) Ethanol",2023-04-20,"42","buddy_42",08:00:00
"JOA-42-DRS","joans","SA",13,2,"DNA/RNA Shield",2023-04-20,"42","joans_42",08:00:00
"JOA-42-MGE","joans","SA",13,2,"Molecular Grade (96%) Ethanol",2023-04-20,"42","joans_42",08:00:00
"HEN-42-DRS","henry","SA",13,2,"DNA/RNA Shield",2023-04-20,"42","henry_42",08:00:00
"HEN-42-MGE","henry","SA",13,2,"Molecular Grade (96%) Ethanol",2023-04-20,"42","henry_42",08:00:00
"GIN-42-DRS","ginger","SA",13,2,"DNA/RNA Shield",2023-04-20,"42","ginger_42",08:00:00
"GIN-42-MGE","ginger","SA",13,2,"Molecular Grade (96%) Ethanol",2023-04-20,"42","ginger_42",08:00:00
"HAM-43-DRS","hamlet","SA/GR",13,2,"DNA/RNA Shield",2023-04-21,"43","hamlet_43",07:00:00
"HAM-43-MGE","hamlet","SA/GR",13,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","hamlet_43",07:00:00
"HER-43-DRS","hera","SA/GR",13,2,"DNA/RNA Shield",2023-04-21,"43","hera_43",07:00:00
"HER-43-MGE","hera","SA/GR",13,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","hera_43",07:00:00
"JAR-43-DRS","jarjarbinks","SA/GR",13,2,"DNA/RNA Shield",2023-04-21,"43","jarjarbinks_43",07:00:00
"JAR-43-MGE","jarjarbinks","SA/GR",13,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","jarjarbinks_43",07:00:00
"OPH-43-DRS","ophelia","SA/GR",14,2,"DNA/RNA Shield",2023-04-21,"43","ophelia_43",07:00:00
"OPH-43-MGE","ophelia","SA/GR",14,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","ophelia_43",07:00:00
"KUB-43-DRS","kubo","SA/GR",14,2,"DNA/RNA Shield",2023-04-21,"43","kubo_43",07:00:00
"KUB-43-MGE","kubo","SA/GR",14,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","kubo_43",07:00:00
"KOR-43-DRS","korra","SA/GR",14,3,"DNA/RNA Shield",2023-04-21,"43","korra_43",07:00:00
"KOR-43-MGE","korra","SA/GR",14,3,"Molecular Grade (96%) Ethanol",2023-04-21,"43","korra_43",07:00:00
"WOL-43-DRS","wolverine","SA/GR",14,2,"DNA/RNA Shield",2023-04-21,"43","wolverine_43",07:00:00
"WOL-43-MGE","wolverine","SA/GR",14,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","wolverine_43",07:00:00
"IRI-43-DRS","iris","SA/GR",14,2,"DNA/RNA Shield",2023-04-21,"43","iris_43",07:00:00
"IRI-43-MGE","iris","SA/GR",14,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","iris_43",07:00:00
"GOO-43-DRS","goose","SA/GR",14,2,"DNA/RNA Shield",2023-04-21,"43","goose_43",07:30:00
"GOO-43-MGE","goose","SA/GR",14,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","goose_43",07:30:00
"LAM-43-DRS","lambchop","SA/GR",14,3,"DNA/RNA Shield",2023-04-21,"43","lambchop_43",07:30:00
"LAM-43-MGE","lambchop","SA/GR",14,3,"Molecular Grade (96%) Ethanol",2023-04-21,"43","lambchop_43",07:30:00
"FRA-43-DRS","franc","SA/GR",14,2,"DNA/RNA Shield",2023-04-21,"43","franc_43",07:30:00
"FRA-43-MGE","franc","SA/GR",14,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","franc_43",07:30:00
"IVY-43-DRS","ivy","SA/GR",14,3,"DNA/RNA Shield",2023-04-21,"43","ivy_43",07:30:00
"IVY-43-MGE","ivy","SA/GR",14,3,"Molecular Grade (96%) Ethanol",2023-04-21,"43","ivy_43",07:30:00
"CHA-43-DRS","charles","SA/GR",14,3,"DNA/RNA Shield",2023-04-21,"43","charles_43",07:30:00
"CHA-43-MGE","charles","SA/GR",14,3,"Molecular Grade (96%) Ethanol",2023-04-21,"43","charles_43",07:30:00
"GRO-43-DRS","grogu","SA/GR",14,2,"DNA/RNA Shield",2023-04-21,"43","grogu_43",07:30:00
"GRO-43-MGE","grogu","SA/GR",14,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","grogu_43",07:30:00
"MAR-43-DRS","marshmallow","SA/GR",14,3,"DNA/RNA Shield",2023-04-21,"43","marshmallow_43",07:30:00
"MAR-43-MGE","marshmallow","SA/GR",14,3,"Molecular Grade (96%) Ethanol",2023-04-21,"43","marshmallow_43",07:30:00
"BUD-43-DRS","buddy","SA/GR",14,3,"DNA/RNA Shield",2023-04-21,"43","buddy_43",07:30:00
"BUD-43-MGE","buddy","SA/GR",14,3,"Molecular Grade (96%) Ethanol",2023-04-21,"43","buddy_43",07:30:00
"JOA-43-DRS","joans","SA/GR",14,2,"DNA/RNA Shield",2023-04-21,"43","joans_43",07:30:00
"JOA-43-MGE","joans","SA/GR",14,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","joans_43",07:30:00
"HEN-43-DRS","henry","SA/GR",14,2,"DNA/RNA Shield",2023-04-21,"43","henry_43",07:30:00
"HEN-43-MGE","henry","SA/GR",14,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","henry_43",07:30:00
"GIN-43-DRS","ginger","SA/GR",14,2,"DNA/RNA Shield",2023-04-21,"43","ginger_43",07:30:00
"GIN-43-MGE","ginger","SA/GR",14,2,"Molecular Grade (96%) Ethanol",2023-04-21,"43","ginger_43",07:30:00
"HAM-44-DRS","hamlet","SA",14,2,"DNA/RNA Shield",2023-04-22,"44","hamlet_44",07:30:00
"HAM-44-MGE","hamlet","SA",14,2,"Molecular Grade (96%) Ethanol",2023-04-22,"44","hamlet_44",07:30:00
"HER-44-DRS","hera","SA",14,2,"DNA/RNA Shield",2023-04-22,"44","hera_44",07:30:00
"HER-44-MGE","hera","SA",14,2,"Molecular Grade (96%) Ethanol",2023-04-22,"44","hera_44",07:30:00
"JAR-44-DRS","jarjarbinks","SA",14,2,"DNA/RNA Shield",2023-04-22,"44","jarjarbinks_44",07:30:00
"JAR-44-MGE","jarjarbinks","SA",14,2,"Molecular Grade (96%) Ethanol",2023-04-22,"44","jarjarbinks_44",07:30:00
"OPH-44-DRS","ophelia","SA",14,2,"DNA/RNA Shield",2023-04-22,"44","ophelia_44",07:30:00
"OPH-44-MGE","ophelia","SA",14,2,"Molecular Grade (96%) Ethanol",2023-04-22,"44","ophelia_44",07:30:00
"KUB-44-DRS","kubo","SA",14,3,"DNA/RNA Shield",2023-04-22,"44","kubo_44",07:30:00
"KUB-44-MGE","kubo","SA",14,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","kubo_44",07:30:00
"KOR-44-DRS","korra","SA",14,3,"DNA/RNA Shield",2023-04-22,"44","korra_44",07:30:00
"KOR-44-MGE","korra","SA",14,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","korra_44",07:30:00
"WOL-44-DRS","wolverine","SA",14,2,"DNA/RNA Shield",2023-04-22,"44","wolverine_44",07:30:00
"WOL-44-MGE","wolverine","SA",14,2,"Molecular Grade (96%) Ethanol",2023-04-22,"44","wolverine_44",07:30:00
"IRI-44-DRS","iris","SA",14,2,"DNA/RNA Shield",2023-04-22,"44","iris_44",07:30:00
"IRI-44-MGE","iris","SA",14,2,"Molecular Grade (96%) Ethanol",2023-04-22,"44","iris_44",07:30:00
"GOO-44-DRS","goose","SA",14,3,"DNA/RNA Shield",2023-04-22,"44","goose_44",08:00:00
"GOO-44-MGE","goose","SA",14,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","goose_44",08:00:00
"LAM-44-DRS","lambchop","SA",14,3,"DNA/RNA Shield",2023-04-22,"44","lambchop_44",08:00:00
"LAM-44-MGE","lambchop","SA",14,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","lambchop_44",08:00:00
"FRA-44-DRS","franc","SA",14,3,"DNA/RNA Shield",2023-04-22,"44","franc_44",08:00:00
"FRA-44-MGE","franc","SA",14,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","franc_44",08:00:00
"IVY-44-DRS","ivy","SA",14,3,"DNA/RNA Shield",2023-04-22,"44","ivy_44",08:00:00
"IVY-44-MGE","ivy","SA",14,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","ivy_44",08:00:00
"CHA-44-DRS","charles","SA",14,2,"DNA/RNA Shield",2023-04-22,"44","charles_44",08:00:00
"CHA-44-MGE","charles","SA",14,2,"Molecular Grade (96%) Ethanol",2023-04-22,"44","charles_44",08:00:00
"GRO-44-DRS","grogu","SA",14,3,"DNA/RNA Shield",2023-04-22,"44","grogu_44",08:00:00
"GRO-44-MGE","grogu","SA",14,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","grogu_44",08:00:00
"MAR-44-DRS","marshmallow","SA",14,3,"DNA/RNA Shield",2023-04-22,"44","marshmallow_44",08:00:00
"MAR-44-MGE","marshmallow","SA",14,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","marshmallow_44",08:00:00
"BUD-44-DRS","buddy","SA",14,3,"DNA/RNA Shield",2023-04-22,"44","buddy_44",08:00:00
"BUD-44-MGE","buddy","SA",14,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","buddy_44",08:00:00
"JOA-44-DRS","joans","SA",14,2,"DNA/RNA Shield",2023-04-22,"44","joans_44",08:00:00
"JOA-44-MGE","joans","SA",14,2,"Molecular Grade (96%) Ethanol",2023-04-22,"44","joans_44",08:00:00
"HEN-44-DRS","henry","SA",15,3,"DNA/RNA Shield",2023-04-22,"44","henry_44",08:00:00
"HEN-44-MGE","henry","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","henry_44",08:00:00
"GIN-44-DRS","ginger","SA",15,3,"DNA/RNA Shield",2023-04-22,"44","ginger_44",08:00:00
"GIN-44-MGE","ginger","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-22,"44","ginger_44",08:00:00
"HAM-45-DRS","hamlet","SA",15,2,"DNA/RNA Shield",2023-04-23,"45","hamlet_45",07:30:00
"HAM-45-MGE","hamlet","SA",15,2,"Molecular Grade (96%) Ethanol",2023-04-23,"45","hamlet_45",07:30:00
"HER-45-DRS","hera","SA",15,2,"DNA/RNA Shield",2023-04-23,"45","hera_45",07:30:00
"HER-45-MGE","hera","SA",15,2,"Molecular Grade (96%) Ethanol",2023-04-23,"45","hera_45",07:30:00
"JAR-45-DRS","jarjarbinks","SA",15,1,"DNA/RNA Shield",2023-04-23,"45","jarjarbinks_45",07:30:00
"JAR-45-MGE","jarjarbinks","SA",15,1,"Molecular Grade (96%) Ethanol",2023-04-23,"45","jarjarbinks_45",07:30:00
"OPH-45-DRS","ophelia","SA",15,2,"DNA/RNA Shield",2023-04-23,"45","ophelia_45",07:30:00
"OPH-45-MGE","ophelia","SA",15,2,"Molecular Grade (96%) Ethanol",2023-04-23,"45","ophelia_45",07:30:00
"KUB-45-DRS","kubo","SA",15,1,"DNA/RNA Shield",2023-04-23,"45","kubo_45",07:30:00
"KUB-45-MGE","kubo","SA",15,1,"Molecular Grade (96%) Ethanol",2023-04-23,"45","kubo_45",07:30:00
"KOR-45-DRS","korra","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","korra_45",07:30:00
"KOR-45-MGE","korra","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","korra_45",07:30:00
"WOL-45-DRS","wolverine","SA",15,2,"DNA/RNA Shield",2023-04-23,"45","wolverine_45",07:30:00
"WOL-45-MGE","wolverine","SA",15,2,"Molecular Grade (96%) Ethanol",2023-04-23,"45","wolverine_45",07:30:00
"IRI-45-DRS","iris","SA",15,2,"DNA/RNA Shield",2023-04-23,"45","iris_45",07:30:00
"IRI-45-MGE","iris","SA",15,2,"Molecular Grade (96%) Ethanol",2023-04-23,"45","iris_45",07:30:00
"GOO-45-DRS","goose","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","goose_45",08:00:00
"GOO-45-MGE","goose","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","goose_45",08:00:00
"LAM-45-DRS","lambchop","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","lambchop_45",08:00:00
"LAM-45-MGE","lambchop","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","lambchop_45",08:00:00
"FRA-45-DRS","franc","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","franc_45",08:00:00
"FRA-45-MGE","franc","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","franc_45",08:00:00
"IVY-45-DRS","ivy","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","ivy_45",08:00:00
"IVY-45-MGE","ivy","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","ivy_45",08:00:00
"CHA-45-DRS","charles","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","charles_45",08:00:00
"CHA-45-MGE","charles","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","charles_45",08:00:00
"GRO-45-DRS","grogu","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","grogu_45",08:00:00
"GRO-45-MGE","grogu","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","grogu_45",08:00:00
"MAR-45-DRS","marshmallow","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","marshmallow_45",08:00:00
"MAR-45-MGE","marshmallow","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","marshmallow_45",08:00:00
"BUD-45-DRS","buddy","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","buddy_45",08:00:00
"BUD-45-MGE","buddy","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","buddy_45",08:00:00
"JOA-45-DRS","joans","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","joans_45",08:00:00
"JOA-45-MGE","joans","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","joans_45",08:00:00
"HEN-45-DRS","henry","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","henry_45",08:00:00
"HEN-45-MGE","henry","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","henry_45",08:00:00
"GIN-45-DRS","ginger","SA",15,3,"DNA/RNA Shield",2023-04-23,"45","ginger_45",08:00:00
"GIN-45-MGE","ginger","SA",15,3,"Molecular Grade (96%) Ethanol",2023-04-23,"45","ginger_45",08:00:00
"HAM-46-DRS","hamlet","SA/GR",15,2,"DNA/RNA Shield",2023-04-24,"46","hamlet_46",07:30:00
"HAM-46-MGE","hamlet","SA/GR",15,2,"Molecular Grade (96%) Ethanol",2023-04-24,"46","hamlet_46",07:30:00
"HER-46-DRS","hera","SA/GR",15,2,"DNA/RNA Shield",2023-04-24,"46","hera_46",07:30:00
"HER-46-MGE","hera","SA/GR",15,2,"Molecular Grade (96%) Ethanol",2023-04-24,"46","hera_46",07:30:00
"JAR-46-DRS","jarjarbinks","SA/GR",15,2,"DNA/RNA Shield",2023-04-24,"46","jarjarbinks_46",07:30:00
"JAR-46-MGE","jarjarbinks","SA/GR",15,2,"Molecular Grade (96%) Ethanol",2023-04-24,"46","jarjarbinks_46",07:30:00
"OPH-46-DRS","ophelia","SA/GR",15,1,"DNA/RNA Shield",2023-04-24,"46","ophelia_46",07:30:00
"OPH-46-MGE","ophelia","SA/GR",15,1,"Molecular Grade (96%) Ethanol",2023-04-24,"46","ophelia_46",07:30:00
"KUB-46-DRS","kubo","SA/GR",15,2,"DNA/RNA Shield",2023-04-24,"46","kubo_46",07:30:00
"KUB-46-MGE","kubo","SA/GR",15,2,"Molecular Grade (96%) Ethanol",2023-04-24,"46","kubo_46",07:30:00
"KOR-46-DRS","korra","SA/GR",15,3,"DNA/RNA Shield",2023-04-24,"46","korra_46",07:30:00
"KOR-46-MGE","korra","SA/GR",15,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","korra_46",07:30:00
"WOL-46-DRS","wolverine","SA/GR",15,2,"DNA/RNA Shield",2023-04-24,"46","wolverine_46",07:30:00
"WOL-46-MGE","wolverine","SA/GR",15,2,"Molecular Grade (96%) Ethanol",2023-04-24,"46","wolverine_46",07:30:00
"IRI-46-DRS","iris","SA/GR",15,3,"DNA/RNA Shield",2023-04-24,"46","iris_46",07:30:00
"IRI-46-MGE","iris","SA/GR",15,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","iris_46",07:30:00
"GOO-46-DRS","goose","SA/GR",15,3,"DNA/RNA Shield",2023-04-24,"46","goose_46",08:00:00
"GOO-46-MGE","goose","SA/GR",15,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","goose_46",08:00:00
"LAM-46-DRS","lambchop","SA/GR",15,3,"DNA/RNA Shield",2023-04-24,"46","lambchop_46",08:00:00
"LAM-46-MGE","lambchop","SA/GR",15,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","lambchop_46",08:00:00
"FRA-46-DRS","franc","SA/GR",15,2,"DNA/RNA Shield",2023-04-24,"46","franc_46",08:00:00
"FRA-46-MGE","franc","SA/GR",15,2,"Molecular Grade (96%) Ethanol",2023-04-24,"46","franc_46",08:00:00
"IVY-46-DRS","ivy","SA/GR",15,3,"DNA/RNA Shield",2023-04-24,"46","ivy_46",08:00:00
"IVY-46-MGE","ivy","SA/GR",15,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","ivy_46",08:00:00
"CHA-46-DRS","charles","SA/GR",16,2,"DNA/RNA Shield",2023-04-24,"46","charles_46",08:00:00
"CHA-46-MGE","charles","SA/GR",16,2,"Molecular Grade (96%) Ethanol",2023-04-24,"46","charles_46",08:00:00
"GRO-46-DRS","grogu","SA/GR",16,3,"DNA/RNA Shield",2023-04-24,"46","grogu_46",08:00:00
"GRO-46-MGE","grogu","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","grogu_46",08:00:00
"MAR-46-DRS","marshmallow","SA/GR",16,3,"DNA/RNA Shield",2023-04-24,"46","marshmallow_46",08:00:00
"MAR-46-MGE","marshmallow","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","marshmallow_46",08:00:00
"BUD-46-DRS","buddy","SA/GR",16,3,"DNA/RNA Shield",2023-04-24,"46","buddy_46",08:00:00
"BUD-46-MGE","buddy","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","buddy_46",08:00:00
"JOA-46-DRS","joans","SA/GR",16,3,"DNA/RNA Shield",2023-04-24,"46","joans_46",08:00:00
"JOA-46-MGE","joans","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","joans_46",08:00:00
"HEN-46-DRS","henry","SA/GR",16,3,"DNA/RNA Shield",2023-04-24,"46","henry_46",08:00:00
"HEN-46-MGE","henry","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","henry_46",08:00:00
"GIN-46-DRS","ginger","SA/GR",16,3,"DNA/RNA Shield",2023-04-24,"46","ginger_46",08:00:00
"GIN-46-MGE","ginger","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-24,"46","ginger_46",08:00:00
"FRA-47-DRS","franc","SA",16,3,"DNA/RNA Shield",2023-04-25,"47","franc_47",07:30:00
"FRA-47-MGE","franc","SA",16,3,"Molecular Grade (96%) Ethanol",2023-04-25,"47","franc_47",07:30:00
"IVY-47-DRS","ivy","SA",16,2,"DNA/RNA Shield",2023-04-25,"47","ivy_47",07:30:00
"IVY-47-MGE","ivy","SA",16,2,"Molecular Grade (96%) Ethanol",2023-04-25,"47","ivy_47",07:30:00
"CHA-47-DRS","charles","SA",16,3,"DNA/RNA Shield",2023-04-25,"47","charles_47",07:30:00
"CHA-47-MGE","charles","SA",16,3,"Molecular Grade (96%) Ethanol",2023-04-25,"47","charles_47",07:30:00
"GRO-47-DRS","grogu","SA",16,3,"DNA/RNA Shield",2023-04-25,"47","grogu_47",07:30:00
"GRO-47-MGE","grogu","SA",16,3,"Molecular Grade (96%) Ethanol",2023-04-25,"47","grogu_47",07:30:00
"MAR-47-DRS","marshmallow","SA",16,2,"DNA/RNA Shield",2023-04-25,"47","marshmallow_47",07:30:00
"MAR-47-MGE","marshmallow","SA",16,2,"Molecular Grade (96%) Ethanol",2023-04-25,"47","marshmallow_47",07:30:00
"BUD-47-DRS","buddy","SA",16,3,"DNA/RNA Shield",2023-04-25,"47","buddy_47",07:30:00
"BUD-47-MGE","buddy","SA",16,3,"Molecular Grade (96%) Ethanol",2023-04-25,"47","buddy_47",07:30:00
"JOA-47-DRS","joans","SA",16,3,"DNA/RNA Shield",2023-04-25,"47","joans_47",07:30:00
"JOA-47-MGE","joans","SA",16,3,"Molecular Grade (96%) Ethanol",2023-04-25,"47","joans_47",07:30:00
"HEN-47-DRS","henry","SA",16,3,"DNA/RNA Shield",2023-04-25,"47","henry_47",07:30:00
"HEN-47-MGE","henry","SA",16,3,"Molecular Grade (96%) Ethanol",2023-04-25,"47","henry_47",07:30:00
"GIN-47-DRS","ginger","SA",16,2,"DNA/RNA Shield",2023-04-25,"47","ginger_47",07:30:00
"GIN-47-MGE","ginger","SA",16,2,"Molecular Grade (96%) Ethanol",2023-04-25,"47","ginger_47",07:30:00
"HAM-48-DRS","hamlet","SA/GR",16,2,"DNA/RNA Shield",2023-04-26,"48","hamlet_48",07:30:00
"HAM-48-MGE","hamlet","SA/GR",16,2,"Molecular Grade (96%) Ethanol",2023-04-26,"48","hamlet_48",07:30:00
"HER-48-DRS","hera","SA/GR",16,2,"DNA/RNA Shield",2023-04-26,"48","hera_48",07:30:00
"HER-48-MGE","hera","SA/GR",16,2,"Molecular Grade (96%) Ethanol",2023-04-26,"48","hera_48",07:30:00
"JAR-48-DRS","jarjarbinks","SA/GR",16,2,"DNA/RNA Shield",2023-04-26,"48","jarjarbinks_48",07:30:00
"JAR-48-MGE","jarjarbinks","SA/GR",16,2,"Molecular Grade (96%) Ethanol",2023-04-26,"48","jarjarbinks_48",07:30:00
"OPH-48-DRS","ophelia","SA/GR",16,1,"DNA/RNA Shield",2023-04-26,"48","ophelia_48",07:30:00
"OPH-48-MGE","ophelia","SA/GR",16,1,"Molecular Grade (96%) Ethanol",2023-04-26,"48","ophelia_48",07:30:00
"KUB-48-DRS","kubo","SA/GR",16,2,"DNA/RNA Shield",2023-04-26,"48","kubo_48",07:30:00
"KUB-48-MGE","kubo","SA/GR",16,2,"Molecular Grade (96%) Ethanol",2023-04-26,"48","kubo_48",07:30:00
"KOR-48-DRS","korra","SA/GR",16,3,"DNA/RNA Shield",2023-04-26,"48","korra_48",07:30:00
"KOR-48-MGE","korra","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","korra_48",07:30:00
"WOL-48-DRS","wolverine","SA/GR",16,2,"DNA/RNA Shield",2023-04-26,"48","wolverine_48",07:30:00
"WOL-48-MGE","wolverine","SA/GR",16,2,"Molecular Grade (96%) Ethanol",2023-04-26,"48","wolverine_48",07:30:00
"IRI-48-DRS","iris","SA/GR",16,3,"DNA/RNA Shield",2023-04-26,"48","iris_48",07:30:00
"IRI-48-MGE","iris","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","iris_48",07:30:00
"GOO-48-DRS","goose","SA/GR",16,3,"DNA/RNA Shield",2023-04-26,"48","goose_48",08:00:00
"GOO-48-MGE","goose","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","goose_48",08:00:00
"LAM-48-DRS","lambchop","SA/GR",16,3,"DNA/RNA Shield",2023-04-26,"48","lambchop_48",08:00:00
"LAM-48-MGE","lambchop","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","lambchop_48",08:00:00
"FRA-48-DRS","franc","SA/GR",16,3,"DNA/RNA Shield",2023-04-26,"48","franc_48",08:00:00
"FRA-48-MGE","franc","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","franc_48",08:00:00
"IVY-48-DRS","ivy","SA/GR",16,4,"DNA/RNA Shield",2023-04-26,"48","ivy_48",08:00:00
"IVY-48-MGE","ivy","SA/GR",16,4,"Molecular Grade (96%) Ethanol",2023-04-26,"48","ivy_48",08:00:00
"CHA-48-DRS","charles","SA/GR",16,3,"DNA/RNA Shield",2023-04-26,"48","charles_48",08:00:00
"CHA-48-MGE","charles","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","charles_48",08:00:00
"GRO-48-DRS","grogu","SA/GR",16,3,"DNA/RNA Shield",2023-04-26,"48","grogu_48",08:00:00
"GRO-48-MGE","grogu","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","grogu_48",08:00:00
"MAR-48-DRS","marshmallow","SA/GR",16,3,"DNA/RNA Shield",2023-04-26,"48","marshmallow_48",08:00:00
"MAR-48-MGE","marshmallow","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","marshmallow_48",08:00:00
"BUD-48-DRS","buddy","SA/GR",16,3,"DNA/RNA Shield",2023-04-26,"48","buddy_48",08:00:00
"BUD-48-MGE","buddy","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","buddy_48",08:00:00
"JOA-48-DRS","joans","SA/GR",16,3,"DNA/RNA Shield",2023-04-26,"48","joans_48",08:00:00
"JOA-48-MGE","joans","SA/GR",16,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","joans_48",08:00:00
"HEN-48-DRS","henry","SA/GR",17,3,"DNA/RNA Shield",2023-04-26,"48","henry_48",08:00:00
"HEN-48-MGE","henry","SA/GR",17,3,"Molecular Grade (96%) Ethanol",2023-04-26,"48","henry_48",08:00:00
"GIN-48-DRS","ginger","SA/GR",17,2,"DNA/RNA Shield",2023-04-26,"48","ginger_48",08:00:00
"GIN-48-MGE","ginger","SA/GR",17,2,"Molecular Grade (96%) Ethanol",2023-04-26,"48","ginger_48",08:00:00
"HAM-49-DRS","hamlet","SA",17,2,"DNA/RNA Shield",2023-04-27,"49","hamlet_49",07:30:00
"HAM-49-MGE","hamlet","SA",17,2,"Molecular Grade (96%) Ethanol",2023-04-27,"49","hamlet_49",07:30:00
"HER-49-DRS","hera","SA",17,2,"DNA/RNA Shield",2023-04-27,"49","hera_49",07:30:00
"HER-49-MGE","hera","SA",17,2,"Molecular Grade (96%) Ethanol",2023-04-27,"49","hera_49",07:30:00
"JAR-49-DRS","jarjarbinks","SA",17,3,"DNA/RNA Shield",2023-04-27,"49","jarjarbinks_49",07:30:00
"JAR-49-MGE","jarjarbinks","SA",17,3,"Molecular Grade (96%) Ethanol",2023-04-27,"49","jarjarbinks_49",07:30:00
"OPH-49-DRS","ophelia","SA",17,2,"DNA/RNA Shield",2023-04-27,"49","ophelia_49",07:30:00
"OPH-49-MGE","ophelia","SA",17,2,"Molecular Grade (96%) Ethanol",2023-04-27,"49","ophelia_49",07:30:00
"KUB-49-DRS","kubo","SA",17,2,"DNA/RNA Shield",2023-04-27,"49","kubo_49",07:30:00
"KUB-49-MGE","kubo","SA",17,2,"Molecular Grade (96%) Ethanol",2023-04-27,"49","kubo_49",07:30:00
"KOR-49-DRS","korra","SA",17,3,"DNA/RNA Shield",2023-04-27,"49","korra_49",07:30:00
"KOR-49-MGE","korra","SA",17,3,"Molecular Grade (96%) Ethanol",2023-04-27,"49","korra_49",07:30:00
