"ID"	"Hera_1"	"Wolverine_1"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"JarJarBinks_3"	"Goose_4"	"Korra_6"	"Hera_7"	"Iris_7"	"Korra_9"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Iris_17"	"Kubo_17"	"Lambchop_17"	"Wolverine_17"	"Hamlet_18"	"Hera_18"	"Iris_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Ophelia_19"	"Wolverine_19"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Hamlet_21"	"JarJarBinks_21"	"Korra_21"	"Kubo_21"	"Goose_22"	"Hamlet_22"	"Hera_22"	"Iris_22"	"Kubo_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Hera_24"	"Kubo_24"	"Ophelia_24"	"Wolverine_24"	"Kubo_25"	"JarJarBinks_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Goose_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Hamlet_41"	"Hera_41"	"Goose_42"	"Lambchop_42"	"Ophelia_43"	"Goose_44"	"Iris_44"	"JarJarBinks_44"	"Lambchop_44"	"Hamlet_45"	"Hera_45"	"JarJarBinks_45"	"Korra_45"	"Ophelia_45"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Lambchop_46"	"Hamlet_48"	"Hera_48"	"Iris_48"	"JarJarBinks_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Ophelia_48"	"Wolverine_48"	"Iris_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"JarJarBinks_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Lambchop_51"	"Goose_52"	"JarJarBinks_52"	"Kubo_52"	"Hera_53"	"Kubo_53"	"Iris_55"	"Lambchop_55"	"Ophelia_55"	"Ophelia_57"	"Wolverine_57"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Wolverine_60"	"Hamlet_67"	"Hera_67"	"JarJarBinks_68"
"njc94"	0.04	0.04	0.04	0	0	0.11	0.28	0.07	0.2	0.6	0.11	0	0.02	0.02	0.02	0.09	0	0	0.13	0.02	0.02	0.13	0.07	0.07	0.04	0.02	0.13	0.18	0.04	0.04	0.47	0.04	0.09	0.11	0.07	0	0.04	0.31	0.04	0.02	0.09	0.18	0.18	0.04	0.07	0	0	0.33	0.04	0	0.24	0.16	0	0.24	0.04	0.09	0	0.04	0.04	0.04	0.13	0.12	0.13	0.09	0.09	0.11	0	0.04	0.06	0.02	0.22	0.09	0.04	0.33	0.31	0	0.07	0.09	0.04	0.02	0.2	0.04	0.04	0.09	0.27	0.09	0.04	0.02	0.51	0.07	0.24	0.07	0.33	0.09	0.07	0.87	0.18	0.04	0.02	0.11	0.29	0.2	0.27	0.2	0.02	0.16	0.29	0.24	0.2	0.09	0.02	0.11	0.27	0.02	0.02	0.07	0.02	0.09	0.07	0.16	0.02	0.22	0.04	0.24	0.16	0.02	0.2	0.2
"njc95"	37.02	40.93	2.2	18.62	0.6	22.93	28.54	14.49	34.46	17.4	16.85	26.26	47.25	21.35	45.94	27.66	18.2	25.98	35.98	27.98	41.51	25.37	39.63	61.16	51.96	19.9	18.2	23.59	16.2	34.33	44.79	42.49	20.49	34.33	18.12	11.14	10.34	40.69	19.53	16.41	26.12	13.03	22.51	24.66	23.56	13.22	14.18	43.6	28.07	21.29	23.81	26.56	17.09	31.63	28.98	61.63	10.87	28.36	40.73	16.09	35.92	16.16	15.47	16.4	44.59	11.29	20.1	40.59	28.6	37.25	15.87	13.89	27.06	22.1	29.87	1.4	21.36	12.85	14.74	10.17	16.03	32.32	5.38	17.39	20.94	29.84	14.09	14.67	26.08	17.4	22.15	19.64	22.03	14.12	31.01	24.26	11.07	22.08	11.43	28.41	10.89	18.12	16.97	31.05	16.99	40.21	32.75	21.53	12.38	18.78	24.52	17.88	26.22	17.84	23.38	18.87	25.98	20.47	46.04	15.49	23.76	10.78	10.26	9.83	41.32	5.36	45.02	18.31
"njc96"	0	0.07	0	0.16	0	0	0.15	0	0	0.08	0	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0.96	0	0	0	0.33	0	0	1.6	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0.69	0	0.02	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0.04	0	0	0.07	0.02	0	0	0	0.07	0	1.09	0.38	0	0	0
"njc97"	0	0	0	0	0	0	1.61	0	0	0	0.02	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.04	0	0	0	0	0	0	0.02	0.02	0.02	0	0	0	0.11	0	0.01	0	0	0.13	0.02	0	0	0	0.07	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.11	0	0.2	0.11	0	0.07	0	0	0.04	0	0	0	0.51	0.02	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.07
"njc98"	0.09	0.67	0.36	7.77	0.69	0.09	0	1.32	0.13	1.11	3.96	0.27	0.22	0.71	0.29	3.47	1.2	0.33	1.71	0.69	0.58	2.53	1.91	0	2.51	0.22	0.33	3.02	0.16	2.69	0	1.71	0.13	3	0.47	0.89	0.49	1.36	1.67	0.56	0.58	0.18	1.22	1.98	0.73	0.27	0	2.14	1.49	0.56	0.93	0.93	0.91	0.96	1.53	2.87	1.2	0.09	0.38	0.51	1.11	0.22	0.69	1.49	0.4	0.91	0.62	1.44	0.44	0.58	0.53	1.16	0.36	0.18	5.48	2.31	0.44	1.04	1.27	0.31	2.85	0.64	0.78	0.56	7.11	1.09	1.18	1.07	3.34	0	1.45	1.71	0.38	1.24	1.78	1.58	0.02	1.25	1.36	1.33	0	1.42	1.89	0.24	0.62	0.22	0.24	0.36	0	2.18	0.24	1.22	1.36	1.04	0.49	3.24	0.58	0.22	0.69	0.49	1.04	3.2	2.67	10.5	0.85	3.58	0.07	0.33
"njc99"	0	0	0	0	0	0	1.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.02	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0.02
"njc100"	0	0.07	0	0.16	0	0	0.15	0	0	0.08	0	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0.96	0	0	0	0.33	0	0	1.6	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0.69	0	0.02	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0.04	0	0	0.07	0.02	0	0	0	0.07	0	1.09	0.38	0	0	0
"njc101"	1.29	2.09	1.76	16.2	1.22	1.69	0	4.08	1.65	2.61	7	1.91	3.47	3.11	2.96	29.46	5.98	1.89	10.51	3.09	2.13	7.47	3.42	0.09	4.2	0.93	1.64	9.14	1.96	5.31	0.76	3.13	3.13	7.96	1.09	1.71	2.13	3.67	3.2	3.78	1.96	2.69	2.31	3.58	1.53	1.16	0.73	3.74	3.31	1.42	1.69	2.33	1.96	2.82	6.61	4.89	3	2.44	0.91	1.38	3.78	3.21	1.6	3.13	5.45	1.91	2.73	2.96	1.87	1.82	1.56	1.51	2.56	0.91	10.47	5.16	1.76	3.05	4.18	1.36	6.2	3.93	2.02	1.85	13.45	2.85	3.85	3.36	6.74	2.49	4.11	4.24	1.2	8.18	4.4	2.98	4.11	2.78	8.59	4.47	3.69	2.8	4.47	1.6	1.76	1.82	0.98	1.11	4.53	4.27	0.96	2.47	2.54	1.51	3.18	10.33	1.27	1.07	1.47	1.33	3.38	5.6	6.17	19.17	2.94	8.03	2.07	3.25
"njc102"	0	0.27	0	0.04	0	0	1.41	0.12	0	0.01	0	0.02	0	0.24	0.02	0.02	0.09	0.09	0.13	0.22	0.24	0.02	0.07	0	0.04	0.07	0	0	0	0.13	0	0.24	0.2	0	0.02	0.02	0	0	0	0.11	0	0	0	0.38	0	0	0	0	0.11	0.04	0	0	0.02	0	0.2	0.11	0.11	0	0	0.2	0.11	0	0	0	0.24	0	0.07	0.13	0.03	0.02	0	0.04	0.24	0	0	0.02	0	0	0.02	0.11	0	0.18	0	0	0	0.04	0.04	0.02	0	0	0	0.11	0	0.11	0.04	0	0	0.29	0.09	0.13	0	0	0.18	0.07	0.18	0.09	0.02	0	0	0	0	0.22	0	0.02	0.07	0	0.07	0	0.07	0	0.02	0	0.18	0	0.18	0	0.02	0.02
"njc103"	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc104"	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0.09	0	0	0	0	0	1.38	0	0	0	0	0	0	0.78	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0.02	0	0	0	0	0	0	0.09	0	0.02	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0.11	0	0	0	0	0.13	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0	0	0	0.47	0	0.02	0	0	0	0	0	0	0	0.04
"njc105"	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc106"	0	0.07	0	0.16	0	0	0.15	0	0	0.08	0	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0.96	0	0	0	0.33	0	0	1.6	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0.69	0	0.02	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0.04	0	0	0.07	0.02	0	0	0	0.07	0	1.09	0.38	0	0	0
"njc107"	0	0.07	0	0.16	0	0	0.15	0	0	0.08	0	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0.96	0	0	0	0.33	0	0	1.6	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0.69	0	0.02	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0.04	0	0	0.07	0.02	0	0	0	0.07	0	1.09	0.38	0	0	0
"njc108"	37.2	41.58	3.34	23.86	1.42	24.07	8.41	16.94	34.86	18.93	22.4	26.52	44.45	19.55	46.16	31.09	20.27	11.78	37.56	29.03	39.44	27.86	40.87	21.28	55.4	20.3	18.96	26.46	17.49	38.49	26.53	44.89	22.34	37.36	19.08	11.8	11.82	41.96	14.61	18.39	26.49	14.89	18.6	26.17	19.4	9.13	14.18	46.1	29.58	21.6	25.19	19.49	18.2	29.01	32.58	65.56	13.11	28.47	29.31	14.91	37.99	14.5	15.18	17.78	44.25	10.91	7.91	40.96	26.66	35.87	16.49	14.85	27.32	21.21	36.59	6.18	21.71	13.14	14.08	10.61	18.58	33.72	7.09	17.72	30.56	30.84	16.11	14.71	30.24	13.38	21.33	21.62	22.56	15.74	34.12	26.51	13.56	23.9	13.59	30.72	13.69	20.07	19.61	30.98	4.07	40.41	32.98	22.27	16.49	13.07	23.14	18.48	27.89	17.96	21.89	25.51	26.41	17.53	46.73	15.67	23.36	15.38	11.33	21.31	40.68	9.61	44.31	19.56
"njc109"	0	0.02	0	0.04	0	0.04	0	0.2	0.02	0.14	0.02	0	0.04	0	0.07	0.02	0	0.02	0.09	0	0	0.04	0.04	0	0.02	0.02	0.02	0.02	0	0.02	0	0.02	0	0.02	0.02	0	0.04	0.04	0.27	0.04	0	0.02	0	0	0.04	0.04	0.02	0.07	0.02	0	0	0.09	0	0.04	0.02	0.02	0	0	0	0.07	0.09	0.06	0.09	0.02	0.04	0.04	0.04	0	0.12	0.04	0.11	0	0	0.11	0.11	0	0.07	0.04	0.11	0.02	0.02	0.09	0.07	0	0.09	0.02	0.02	0.02	0.13	0.02	0.02	0.07	0	0.09	0	0	0.31	0.02	0	0.09	0.07	0.02	0.18	0.04	0	0.02	0	0	0.04	0.02	0	0.07	0.04	0.04	0.04	0.02	0.02	0.02	0	0.02	0.02	0.04	0.07	0.11	0.11	0	0.02	0.07
"njc110"	0	0	0	0	0	0	1.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0.02
"njc111"	0	0.33	0	0.2	0	0	5.35	0.12	0	0.09	0	0.02	0	0.24	0.02	1	0.09	0.09	0.45	0.22	0.24	0.33	0.07	0.96	0.04	0.07	0	0.33	0	0.13	1.6	0.27	0.2	0.6	0.02	0.02	0	0.42	0.02	0.09	0	0	0	0.38	0	0	0	0.24	0.13	0.04	0	0	0.02	0	0.2	0.16	0.11	0	0	0.2	0.09	0.01	0	0	0.4	0	0.07	0.18	0.03	0.02	0	0.04	0.22	0	0.69	0.02	0.02	0	0.02	0.11	0	0.18	0	0	0.51	0.04	0.04	0.02	0.38	0	0	0.38	0	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.07	0.18	0.09	0.02	0	0	0.04	0	0.31	0.22	0.07	0.04	0	0.13	0.02	0.07	0	0.02	0.07	0.18	1.09	0.56	0	0.02	0
"njc112"	37.2	41.58	3.34	23.68	1.4	24.07	2.58	16.88	34.84	18.93	22.4	26.52	44.47	19.52	46.16	31.09	20.23	11.82	37.56	29.01	39.42	27.86	40.87	22.66	55.4	20.3	18.96	26.46	17.49	38.45	27.26	44.89	22.34	37.36	19.08	11.8	11.82	41.96	14.64	18.39	26.47	14.89	18.58	26.17	19.43	9.13	14.13	46.1	29.56	21.58	25.19	19.58	18.2	29.03	32.58	65.56	13.11	28.47	29.31	14.82	37.96	14.51	15.2	17.78	44.23	10.91	8.03	40.94	26.66	35.87	16.49	14.98	27.32	21.19	36.59	6.18	21.73	13.14	14.05	10.55	18.56	33.7	7.09	17.7	30.56	30.84	16.11	14.71	30.24	13.38	21.35	21.62	22.58	15.74	34.12	26.51	13.54	23.9	13.59	30.72	13.69	20.07	19.61	30.96	4.16	40.41	32.89	22.22	16.49	13.11	23.14	18.48	27.89	18.42	20.78	25.51	26.41	17.89	46.71	15.69	23.36	15.38	11.17	21.31	40.59	9.43	44.28	19.6
"njc113"	0.47	1.82	1.62	11.85	0.98	1.31	0	3.18	0.53	1.87	6.62	1.02	0.56	2.09	0.51	7.47	4	1	3.45	2.31	1.16	3.51	2.8	0	3.53	0.69	0.98	4.89	1.84	4.71	0	2.62	2.67	5.45	1	1.24	1.58	2.62	2.67	2.8	1.11	2.56	2.13	3.25	1.31	0.62	0.02	3.27	3.05	1.38	1.51	2	1.44	1.91	4.36	4.27	2.31	2.13	0.76	0.85	2.36	2.64	1.13	2.49	0.89	1.47	1.73	2.33	1.21	1.42	1	1.29	1.62	0.36	8.71	4.89	0.58	2.87	4.25	0.93	5.93	2.38	1.85	1.4	11.58	1.27	3.45	2.89	5.6	2.4	3.96	3.04	0.64	4.54	4.05	2.58	3.47	2.25	5.47	3.31	3.31	2.56	3.49	0.29	1.29	0.93	0.33	0.78	4.29	3.91	0.73	1.96	2.42	1.16	2.2	9.07	0.96	0.4	1.09	1	2.76	5	5.59	14.68	1.58	6.72	0.42	2.71
"njc114"	4.31	2.6	1.36	4.61	0.4	8.69	0.83	7.52	4.76	3.94	6.85	2.07	6.32	5.25	6.16	4.54	4.22	4.84	7.15	3.56	8.53	1.42	11.27	4.61	4.54	2.25	4.84	2.62	5.76	11.39	10.83	1.93	4.89	3.82	3.38	1.87	3.29	3.78	6.47	4.58	4.4	5.58	5.29	6.99	3.56	2.83	0.89	3.6	7.67	3.72	1.2	6.85	3.13	12.05	8.03	4.96	4.47	7.49	6.82	5.92	16.83	7.47	5.76	4.29	6.56	3.67	2.31	2.24	10.39	9.23	6.24	3.58	2.96	8.56	7.66	3.05	9.22	3.29	5.31	2.78	6.91	10.34	3	4.27	8	11.92	4.36	3.8	6.18	5.33	7.05	5.89	8.98	4.05	3.96	3.82	7.74	4.94	3.56	6.82	7.78	6.11	7.65	12.84	0.8	4.67	9.39	5.51	7.13	4.44	4.45	5.03	3.05	3.2	6.1	6.53	1.27	5.87	1.42	5.58	4.67	2.18	3.94	4.36	7.01	1.42	17.95	9.48
"njc115"	0	0.07	0.02	0.36	0	0.02	1.45	0.01	0	0.16	0	0	0.02	0.02	0	1.98	0.04	0.09	0.87	0	0	0.49	0.02	1.38	0	0	0	0.67	0.02	0.02	0.78	0.02	0	1.05	0	0	0	0.62	0.07	0.02	0.02	0	0	0	0.02	0.02	0	0.31	0.04	0	0.02	0.09	0	0.02	0	0.04	0	0	0	0	0.02	0.09	0.02	0.02	0.18	0	0.11	0.07	0.03	0.02	0	0.18	0.04	0	0.87	0	0.09	0.04	0.07	0	0	0.02	0	0	0.87	0.16	0.02	0.07	0.64	0.09	0.02	0.29	0.02	0.04	0.09	0.11	0.02	0.07	0	0.04	0.02	0	0.18	0.2	0.13	0	0.02	0	0.02	0.13	0	0.09	0.33	0.49	0.04	0.04	0.07	0.47	0	0.04	0.02	0.18	0	1.53	0.04	0	0	0.18
"njc116"	0	0.07	0	0.16	0	0	0.04	0	0	0.08	0	0	0.02	0	0	0.98	0	0.09	0.31	0	0	0.31	0	1.38	0	0	0	0.33	0	0	0.78	0.02	0	0.6	0	0	0	0.42	0.07	0	0	0	0	0	0.02	0	0	0.24	0.02	0	0	0.09	0	0.02	0	0.04	0	0	0	0	0	0.03	0.02	0	0.16	0	0.11	0.04	0	0	0	0.13	0	0	0.69	0	0.04	0	0	0	0	0	0	0	0.51	0.09	0	0	0.38	0	0.02	0.27	0.02	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0.2	0.11	0	0	0	0	0.09	0	0.09	0.22	0.49	0	0	0.07	0.47	0	0.02	0	0.07	0	1.09	0.02	0	0	0.04
"njc117"	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0	0	0.36	0	0	0
"njc118"	0.44	2.24	1.47	17.52	1.22	1.33	2.82	3.46	0.58	2.02	6.71	1.27	0.58	2.94	0.67	31.73	5.96	1.44	10.31	3.11	1.73	7.74	2.89	0.96	3.8	0.8	1.29	9.49	1.87	4.91	1.65	3	2.91	8.45	1.02	1.56	1.96	3.67	2.65	3.53	1.29	2.56	2.16	3.32	1.31	0.67	0.04	3.54	3.09	1.36	1.65	2	1.84	1.93	6.07	4.45	2.78	2.13	0.76	1	2.65	2.67	1.16	2.89	1.69	1.47	2.47	2.98	1	1.4	1	1.33	2.27	0.38	10.22	5.03	0.62	2.91	3.8	1.05	5.96	2.62	1.85	1.62	13.25	1.49	3.69	3.16	6.67	2.4	3.98	3.04	0.64	7.74	4.51	2.71	3.49	2.51	8.39	3.76	3.31	2.56	3.74	0.42	1.73	1.05	0.45	0.84	4.29	4.04	0.91	2.05	2.8	1.33	2.54	10.07	1.22	0.58	1.4	1	3.11	5.73	5.81	20.31	2.31	7.94	0.49	2.74
"njc119"	0.07	0.16	0.16	0.49	0.02	0.13	1.41	0.18	0.13	0.31	0.11	0.09	0.07	0.11	0.02	2.33	0.18	0.07	0.98	0.16	0.04	0.73	0.04	0	0.07	0.02	0.09	0.84	0.13	0.04	0	0.07	0.09	1.38	0	0.13	0.18	0.89	0.13	0.2	0.11	0.02	0.13	0.07	0.04	0.02	0.09	0.36	0.09	0.02	0.04	0.07	0.09	0.04	0.2	0.07	0.02	0.07	0	0.04	0.16	0.16	0.07	0.18	0.29	0.13	0	0.13	0.2	0.07	0.07	0.04	0.13	0.09	1	0.02	0.09	0.13	0.22	0	0.13	0.16	0.18	0.04	1	0.07	0.33	0.29	0.8	0.18	0.04	0.42	0.04	0.18	0.13	0.22	0.24	0.13	0.29	0.09	0.13	0.02	0.24	0	0.07	0.04	0.02	0.13	0.13	0.29	0.07	0.2	0.42	0.02	0.18	0.49	0.09	0	0.04	0.04	0.18	0.27	0.16	1.87	0.11	0.11	0.02	0.22
"njc120"	0	0.38	0	1.77	0	0	0	0	0	0.08	0	0	0	0	0	1.36	0	0	0.71	0	0	0.22	0	0	0	0	0	0.33	0	0	0	0.02	0	0.53	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0.09	0	0	0.04	0	0	0	0	0.04	0	0	0	0.02	0	0	0	0	0.04	0	0	0.13	0	0	0	0	0	0.02	0.49	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0.51	0	0	0.16	0	0	0.31	0.04	0	0.02	0	0.18	0	0	0.02	0	0	0.04	0	0	0	0	0	0.02	0.44	0	0	0	0.07	0	0.04	0	0	0.2	0	0.65	0.02	0	0	0
"njc121"	0	0.07	0.02	0.36	0	0.02	0	0.01	0	0.16	0	0	0	0.02	0	1.98	0.04	0	0.87	0	0	0.49	0.02	0	0	0	0	0.67	0.02	0.02	0	0.02	0	1.05	0	0	0	0.62	0.02	0	0.02	0	0	0	0	0.02	0	0.31	0.04	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0.07	0	0.02	0.18	0	0	0.07	0.03	0.02	0	0.04	0.02	0	0.87	0	0.04	0.04	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.07	0	0.04	0.02	0	0.18	0	0.02	0	0.02	0	0.02	0.09	0	0.09	0.33	0	0.02	0.04	0.07	0	0	0.02	0.02	0.18	0	1.53	0.04	0	0	0.11
"njc122"	0	0.07	0	0.16	0	0	0	0	0	0.08	0	0	0	0	0	0.98	0	0	0.31	0	0	0.31	0	0	0	0	0	0.33	0	0	0	0.02	0	0.6	0	0	0	0.42	0.02	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0.04	0	0	0	0	0	0.01	0	0	0.16	0	0	0.04	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0	0	0	0.07	0	0	0	0	0.07	0	1.09	0.02	0	0	0
"njc123"	0.27	0.93	0.91	7.97	0.27	0.04	0.04	1.62	0.24	0.42	0.09	1.38	0.56	2.6	0.42	27.93	4.56	1.02	8.48	2.38	1.02	5.11	0.11	1.38	0.24	0.4	0.42	5.69	0.07	0.2	0.78	0.42	0.47	4.83	0	0.38	0.58	2.18	0.07	1.22	0.24	0.02	0	0.09	0.02	0.11	0	0.69	0.13	1.13	0.22	0.09	0.56	0.02	2.11	0.27	0.58	0	0	0.13	0.56	0.16	0.04	1.09	1.38	0	1.78	0.82	0.76	1.07	0	0.22	1.76	0.02	2.98	0.2	0.16	1.93	4	0.69	0	1.53	0	0.58	3.25	0.33	2.56	2.51	2.36	0.11	0.02	1.93	0.02	6.91	0.87	0.29	0.07	0.71	7.61	0.67	0.02	0	0.67	0.27	1.13	0.16	0.07	0	0.04	0.49	0.53	0.82	1.18	0.62	1.6	3.44	0.4	0.51	0.36	0.04	2.47	1.13	1.42	8.19	0.36	5.47	0.16	0.16
"njc124"	0.02	0.36	0.02	0.45	0.02	0.04	3.4	0.36	0.07	0.24	0.02	0.02	0.07	0.29	0.04	2.02	0.24	0.22	1.05	0.27	0.27	0.56	0.11	2.36	0.09	0.09	0.02	0.69	0.02	0.2	2.47	0.31	0.22	1.05	0.09	0.02	0.02	0.67	0.18	0.16	0.04	0.02	0.04	0.38	0.07	0.04	0.07	0.36	0.2	0.07	0.02	0.13	0.04	0.09	0.27	0.18	0.11	0	0	0.33	0.51	0.14	0.07	0.02	0.49	0.02	0.22	0.22	0.13	0.07	0.04	0.22	0.31	0.04	0.96	0.02	0.16	0.07	0.16	0.27	0.07	0.29	0.04	0.02	0.93	0.36	0.11	0.09	0.69	0.11	0.09	0.44	0.02	0.24	0.16	0.11	0.18	0.4	0.09	0.22	0.04	0.02	0.47	0.65	0.53	0.09	0.16	0.07	0.07	0.18	0.02	0.4	0.38	0.6	1.29	0.09	0.16	0.67	0.09	0.07	0.13	0.22	0.4	1.65	0.85	0	0.07	0.22
