SampleID	SampleSubject	SampleDate	SampleCollectedBy	SampleNotes	SampleBox	Bristol	SampleTime	SampleStabilizer
MAR-29-DRS	marshmallow	4/7/23	SA/GR		8	2	730	DNA/RNA Shield
MAR-29-MGE	marshmallow	4/7/23	SA/GR		8	2	730	Molecular Grade (96%) Ethanol
BUD-29-DRS	buddy	4/7/23	SA/GR		8	2	730	DNA/RNA Shield
BUD-29-MGE	buddy	4/7/23	SA/GR		8	2	730	Molecular Grade (96%) Ethanol
JOA-29-DRS	joans	4/7/23	SA/GR		8	3	730	DNA/RNA Shield
JOA-29-MGE	joans	4/7/23	SA/GR		8	3	730	Molecular Grade (96%) Ethanol
HEN-29-DRS	henry	4/7/23	SA/GR		8	3	730	DNA/RNA Shield
HEN-29-MGE	henry	4/7/23	SA/GR		8	3	730	Molecular Grade (96%) Ethanol
GIN-29-DRS	ginger	4/7/23	SA/GR		8	2	730	DNA/RNA Shield
GIN-29-MGE	ginger	4/7/23	SA/GR		8	2	730	Molecular Grade (96%) Ethanol
HAM-30-DRS	hamlet	4/8/23	SA		8	1	730	DNA/RNA Shield
HAM-30-MGE	hamlet	4/8/23	SA		8	1	730	Molecular Grade (96%) Ethanol
HER-30-DRS	hera	4/8/23	SA		8	1	730	DNA/RNA Shield
HER-30-MGE	hera	4/8/23	SA		8	1	730	Molecular Grade (96%) Ethanol
JAR-30-DRS	jarjarbinks	4/8/23	SA		8	3	730	DNA/RNA Shield
JAR-30-MGE	jarjarbinks	4/8/23	SA		8	3	730	Molecular Grade (96%) Ethanol
OPH-30-DRS	ophelia	4/8/23	SA		8	1	730	DNA/RNA Shield
OPH-30-MGE	ophelia	4/8/23	SA		8	1	730	Molecular Grade (96%) Ethanol
KUB-30-DRS	kubo	4/8/23	SA		8	2	730	DNA/RNA Shield
KUB-30-MGE	kubo	4/8/23	SA		8	2	730	Molecular Grade (96%) Ethanol
KOR-30-DRS	korra	4/8/23	SA		8	3	730	DNA/RNA Shield
KOR-30-MGE	korra	4/8/23	SA		8	3	730	Molecular Grade (96%) Ethanol
WOL-30-DRS	wolverine	4/8/23	SA		8	1	730	DNA/RNA Shield
WOL-30-MGE	wolverine	4/8/23	SA		8	1	730	Molecular Grade (96%) Ethanol
IRI-30-DRS	iris	4/8/23	SA		8	3	730	DNA/RNA Shield
IRI-30-MGE	iris	4/8/23	SA		8	3	730	Molecular Grade (96%) Ethanol
GOO-30-DRS	goose	4/8/23	SA		8	2	800	DNA/RNA Shield
GOO-30-MGE	goose	4/8/23	SA		8	2	800	Molecular Grade (96%) Ethanol
LAM-30-DRS	lambchop	4/8/23	SA		8	3	800	DNA/RNA Shield
LAM-30-MGE	lambchop	4/8/23	SA		8	3	800	Molecular Grade (96%) Ethanol
FRA-30-DRS	franc	4/8/23	SA		8	2	800	DNA/RNA Shield
FRA-30-MGE	franc	4/8/23	SA		8	2	800	Molecular Grade (96%) Ethanol
IVY-30-DRS	ivy	4/8/23	SA		8	4	800	DNA/RNA Shield
IVY-30-MGE	ivy	4/8/23	SA		8	4	800	Molecular Grade (96%) Ethanol
CHA-30-DRS	charles	4/8/23	SA		8	2	800	DNA/RNA Shield
CHA-30-MGE	charles	4/8/23	SA		8	2	800	Molecular Grade (96%) Ethanol
BUB-30-DRS	Bubblegum	4/8/23	SA		8	1	800	DNA/RNA Shield
BUB-30-MGE	Bubblegum	4/8/23	SA		8	1	800	Molecular Grade (96%) Ethanol
GRO-30-DRS	grogu	4/8/23	SA		8	3	800	DNA/RNA Shield
GRO-30-MGE	grogu	4/8/23	SA		8	3	800	Molecular Grade (96%) Ethanol
MAR-30-DRS	marshmallow	4/8/23	SA		8	2	800	DNA/RNA Shield
MAR-30-MGE	marshmallow	4/8/23	SA		8	2	800	Molecular Grade (96%) Ethanol
BUD-30-DRS	buddy	4/8/23	SA		8	3	800	DNA/RNA Shield
BUD-30-MGE	buddy	4/8/23	SA		8	3	800	Molecular Grade (96%) Ethanol
JOA-30-DRS	joans	4/8/23	SA		8	2	800	DNA/RNA Shield
JOA-30-MGE	joans	4/8/23	SA		8	2	800	Molecular Grade (96%) Ethanol
HEN-30-DRS	henry	4/8/23	SA		8	2	800	DNA/RNA Shield
HEN-30-MGE	henry	4/8/23	SA		8	2	800	Molecular Grade (96%) Ethanol
GIN-30-DRS	ginger	4/8/23	SA		9	3	800	DNA/RNA Shield
GIN-30-MGE	ginger	4/8/23	SA		9	3	800	Molecular Grade (96%) Ethanol
HAM-31-DRS	hamlet	4/9/23	SA		9	2	700	DNA/RNA Shield
HAM-31-MGE	hamlet	4/9/23	SA		9	2	700	Molecular Grade (96%) Ethanol
HER-31-DRS	hera	4/9/23	SA		9	2	700	DNA/RNA Shield
HER-31-MGE	hera	4/9/23	SA		9	2	700	Molecular Grade (96%) Ethanol
JAR-31-DRS	jarjarbinks	4/9/23	SA		9	2	700	DNA/RNA Shield
JAR-31-MGE	jarjarbinks	4/9/23	SA		9	2	700	Molecular Grade (96%) Ethanol
OPH-31-DRS	ophelia	4/9/23	SA		9	1	700	DNA/RNA Shield
OPH-31-MGE	ophelia	4/9/23	SA		9	1	700	Molecular Grade (96%) Ethanol
KUB-31-DRS	kubo	4/9/23	SA		9	2	700	DNA/RNA Shield
KUB-31-MGE	kubo	4/9/23	SA		9	2	700	Molecular Grade (96%) Ethanol
KOR-31-DRS	korra	4/9/23	SA		9	3	700	DNA/RNA Shield
KOR-31-MGE	korra	4/9/23	SA		9	3	700	Molecular Grade (96%) Ethanol
WOL-31-DRS	wolverine	4/9/23	SA		9	2	700	DNA/RNA Shield
WOL-31-MGE	wolverine	4/9/23	SA		9	2	700	Molecular Grade (96%) Ethanol
IRI-31-DRS	iris	4/9/23	SA		9	2	700	DNA/RNA Shield
IRI-31-MGE	iris	4/9/23	SA		9	2	700	Molecular Grade (96%) Ethanol
GOO-31-DRS	goose	4/9/23	SA	See notes on Notion for Room F	9	3	730	DNA/RNA Shield
GOO-31-MGE	goose	4/9/23	SA	See notes on Notion for Room F	9	3	730	Molecular Grade (96%) Ethanol
LAM-31-DRS	lambchop	4/9/23	SA	See notes on Notion for Room F	9	3	730	DNA/RNA Shield
LAM-31-MGE	lambchop	4/9/23	SA	See notes on Notion for Room F	9	3	730	Molecular Grade (96%) Ethanol
FRA-31-DRS	franc	4/9/23	SA	See notes on Notion for Room F	9	2	730	DNA/RNA Shield
FRA-31-MGE	franc	4/9/23	SA	See notes on Notion for Room F	9	2	730	Molecular Grade (96%) Ethanol
IVY-31-DRS	ivy	4/9/23	SA	See notes on Notion for Room F	9	4	730	DNA/RNA Shield
IVY-31-MGE	ivy	4/9/23	SA	See notes on Notion for Room F	9	4	730	Molecular Grade (96%) Ethanol
CHA-31-DRS	charles	4/9/23	SA	See notes on Notion for Room F	9	2	730	DNA/RNA Shield
CHA-31-MGE	charles	4/9/23	SA	See notes on Notion for Room F	9	2	730	Molecular Grade (96%) Ethanol
BUB-31-DRS	Bubblegum	4/9/23	SA	See notes on Notion for Room F	9	2	730	DNA/RNA Shield
BUB-31-MGE	Bubblegum	4/9/23	SA	See notes on Notion for Room F	9	2	730	Molecular Grade (96%) Ethanol
GRO-31-DRS	grogu	4/9/23	SA	See notes on Notion for Room F	9	3	730	DNA/RNA Shield
GRO-31-MGE	grogu	4/9/23	SA	See notes on Notion for Room F	9	3	730	Molecular Grade (96%) Ethanol
MAR-31-DRS	marshmallow	4/9/23	SA	See notes on Notion for Room F	9	2	730	DNA/RNA Shield
MAR-31-MGE	marshmallow	4/9/23	SA	See notes on Notion for Room F	9	2	730	Molecular Grade (96%) Ethanol
HEN-31-DRS	henry	4/9/23	SA	See notes on Notion for Room F	9	3	730	DNA/RNA Shield
HEN-31-MGE	henry	4/9/23	SA	See notes on Notion for Room F	9	3	730	Molecular Grade (96%) Ethanol
GIN-31-DRS	ginger	4/9/23	SA	See notes on Notion for Room F	9	2	730	DNA/RNA Shield
GIN-31-MGE	ginger	4/9/23	SA	See notes on Notion for Room F	9	2	730	Molecular Grade (96%) Ethanol
HAM-32-DRS	hamlet	4/10/23	SA/GR		9	2	800	DNA/RNA Shield
HAM-32-MGE	hamlet	4/10/23	SA/GR		9	2	800	Molecular Grade (96%) Ethanol
HER-32-DRS	hera	4/10/23	SA/GR		9	2	800	DNA/RNA Shield
HER-32-MGE	hera	4/10/23	SA/GR		9	2	800	Molecular Grade (96%) Ethanol
JAR-32-DRS	jarjarbinks	4/10/23	SA/GR		9	2	800	DNA/RNA Shield
JAR-32-MGE	jarjarbinks	4/10/23	SA/GR		9	2	800	Molecular Grade (96%) Ethanol
OPH-32-DRS	ophelia	4/10/23	SA/GR		9	1	800	DNA/RNA Shield
OPH-32-MGE	ophelia	4/10/23	SA/GR		9	1	800	Molecular Grade (96%) Ethanol
KUB-32-DRS	kubo	4/10/23	SA/GR		9	2	800	DNA/RNA Shield
KUB-32-MGE	kubo	4/10/23	SA/GR		9	2	800	Molecular Grade (96%) Ethanol
KOR-32-DRS	korra	4/10/23	SA/GR		9	3	800	DNA/RNA Shield
KOR-32-MGE	korra	4/10/23	SA/GR		9	3	800	Molecular Grade (96%) Ethanol
WOL-32-DRS	wolverine	4/10/23	SA/GR		10	1	800	DNA/RNA Shield
WOL-32-MGE	wolverine	4/10/23	SA/GR		10	1	800	Molecular Grade (96%) Ethanol
IRI-32-DRS	iris	4/10/23	SA/GR		10	2	800	DNA/RNA Shield
IRI-32-MGE	iris	4/10/23	SA/GR		10	2	730	Molecular Grade (96%) Ethanol
GOO-32-DRS	goose	4/10/23	SA/GR		10	2	730	DNA/RNA Shield
GOO-32-MGE	goose	4/10/23	SA/GR		10	2	730	Molecular Grade (96%) Ethanol
LAM-32-DRS	lambchop	4/10/23	SA/GR		10	3	730	DNA/RNA Shield
LAM-32-MGE	lambchop	4/10/23	SA/GR		10	3	730	Molecular Grade (96%) Ethanol
FRA-32-DRS	franc	4/10/23	SA/GR		10	3	730	DNA/RNA Shield
FRA-32-MGE	franc	4/10/23	SA/GR		10	3	730	Molecular Grade (96%) Ethanol
IVY-32-DRS	ivy	4/10/23	SA/GR		10	2	730	DNA/RNA Shield
IVY-32-MGE	ivy	4/10/23	SA/GR		10	2	730	Molecular Grade (96%) Ethanol
CHA-32-DRS	charles	4/10/23	SA/GR		10	2	730	DNA/RNA Shield
CHA-32-MGE	charles	4/10/23	SA/GR		10	2	730	Molecular Grade (96%) Ethanol
BUB-32-DRS	Bubblegum	4/10/23	SA/GR		10	1	730	DNA/RNA Shield
BUB-32-MGE	Bubblegum	4/10/23	SA/GR		10	1	730	Molecular Grade (96%) Ethanol
GRO-32-DRS	grogu	4/10/23	SA/GR		10	2	730	DNA/RNA Shield
GRO-32-MGE	grogu	4/10/23	SA/GR		10	2	730	Molecular Grade (96%) Ethanol
MAR-32-DRS	marshmallow	4/10/23	SA/GR		10	2	730	DNA/RNA Shield
MAR-32-MGE	marshmallow	4/10/23	SA/GR		10	2	730	Molecular Grade (96%) Ethanol
BUD-32-DRS	buddy	4/10/23	SA/GR		10	3	730	DNA/RNA Shield
BUD-32-MGE	buddy	4/10/23	SA/GR		10	3	730	Molecular Grade (96%) Ethanol
JOA-32-DRS	joans	4/10/23	SA/GR		10	3	730	DNA/RNA Shield
JOA-32-MGE	joans	4/10/23	SA/GR		10	3	730	Molecular Grade (96%) Ethanol
HEN-32-DRS	henry	4/10/23	SA/GR		10	2	730	DNA/RNA Shield
HEN-32-MGE	henry	4/10/23	SA/GR		10	2	730	Molecular Grade (96%) Ethanol
GIN-32-DRS	ginger	4/10/23	SA/GR		10	2	730	DNA/RNA Shield
GIN-32-MGE	ginger	4/10/23	SA/GR		10	2	730	Molecular Grade (96%) Ethanol
HAM-33-DRS	hamlet	4/11/23	SA		10	2	800	DNA/RNA Shield
HAM-33-MGE	hamlet	4/11/23	SA		10	2	800	Molecular Grade (96%) Ethanol
HER-33-DRS	hera	4/11/23	SA		10	2	800	DNA/RNA Shield
HER-33-MGE	hera	4/11/23	SA		10	2	800	Molecular Grade (96%) Ethanol
JAR-33-DRS	jarjarbinks	4/11/23	SA		10	2	800	DNA/RNA Shield
JAR-33-MGE	jarjarbinks	4/11/23	SA		10	2	800	Molecular Grade (96%) Ethanol
OPH-33-DRS	ophelia	4/11/23	SA		10	2	800	DNA/RNA Shield
OPH-33-MGE	ophelia	4/11/23	SA		10	2	800	Molecular Grade (96%) Ethanol
KUB-33-DRS	kubo	4/11/23	SA		10	3	800	DNA/RNA Shield
KUB-33-MGE	kubo	4/11/23	SA		10	3	800	Molecular Grade (96%) Ethanol
KOR-33-DRS	korra	4/11/23	SA		10	2	800	DNA/RNA Shield
KOR-33-MGE	korra	4/11/23	SA		10	2	800	Molecular Grade (96%) Ethanol
WOL-33-DRS	wolverine	4/11/23	SA		10	1	800	DNA/RNA Shield
WOL-33-MGE	wolverine	4/11/23	SA		10	1	800	Molecular Grade (96%) Ethanol
IRI-33-DRS	iris	4/11/23	SA		10	2	800	DNA/RNA Shield
IRI-33-MGE	iris	4/11/23	SA		10	2	800	Molecular Grade (96%) Ethanol
GOO-33-DRS	goose	4/11/23	SA		10	3	800	DNA/RNA Shield
GOO-33-MGE	goose	4/11/23	SA		10	3	800	Molecular Grade (96%) Ethanol
LAM-33-DRS	lambchop	4/11/23	SA		10	4	800	DNA/RNA Shield
LAM-33-MGE	lambchop	4/11/23	SA		10	4	800	Molecular Grade (96%) Ethanol
CHA-33-DRS	charles	4/11/23	SA		10	2	800	DNA/RNA Shield
CHA-33-MGE	charles	4/11/23	SA		10	2	800	Molecular Grade (96%) Ethanol
HAM-34-DRS	hamlet	4/12/23	SA/GR		10	3	800	DNA/RNA Shield
HAM-34-MGE	hamlet	4/12/23	SA/GR		10	3	800	Molecular Grade (96%) Ethanol
HER-34-DRS	hera	4/12/23	SA/GR		10	2	800	DNA/RNA Shield
HER-34-MGE	hera	4/12/23	SA/GR		10	2	800	Molecular Grade (96%) Ethanol
JAR-34-DRS	jarjarbinks	4/12/23	SA/GR		10	3	800	DNA/RNA Shield
JAR-34-MGE	jarjarbinks	4/12/23	SA/GR		10	3	800	Molecular Grade (96%) Ethanol
OPH-34-DRS	ophelia	4/12/23	SA/GR		10	1	800	DNA/RNA Shield
OPH-34-MGE	ophelia	4/12/23	SA/GR		10	1	800	Molecular Grade (96%) Ethanol
KUB-34-DRS	kubo	4/12/23	SA/GR		10	2	800	DNA/RNA Shield
KUB-34-MGE	kubo	4/12/23	SA/GR		10	2	800	Molecular Grade (96%) Ethanol
KOR-34-DRS	korra	4/12/23	SA/GR		10	2	800	DNA/RNA Shield
KOR-34-MGE	korra	4/12/23	SA/GR		10	2	800	Molecular Grade (96%) Ethanol
WOL-34-DRS	wolverine	4/12/23	SA/GR		10	2	800	DNA/RNA Shield
WOL-34-MGE	wolverine	4/12/23	SA/GR		10	2	800	Molecular Grade (96%) Ethanol
IRI-34-DRS	iris	4/12/23	SA/GR		11	2	800	DNA/RNA Shield
IRI-34-MGE	iris	4/12/23	SA/GR		11	2	800	Molecular Grade (96%) Ethanol
GOO-34-DRS	goose	4/12/23	SA/GR		11	3	730	DNA/RNA Shield
GOO-34-MGE	goose	4/12/23	SA/GR		11	3	730	Molecular Grade (96%) Ethanol
LAM-34-DRS	lambchop	4/12/23	SA/GR		11	3	730	DNA/RNA Shield
LAM-34-MGE	lambchop	4/12/23	SA/GR		11	3	730	Molecular Grade (96%) Ethanol
FRA-34-DRS	franc	4/12/23	SA/GR		11	2	730	DNA/RNA Shield
FRA-34-MGE	franc	4/12/23	SA/GR		11	2	730	Molecular Grade (96%) Ethanol
IVY-34-DRS	ivy	4/12/23	SA/GR		11	2	730	DNA/RNA Shield
IVY-34-MGE	ivy	4/12/23	SA/GR		11	2	730	Molecular Grade (96%) Ethanol
CHA-34-DRS	charles	4/12/23	SA/GR		11	1	730	DNA/RNA Shield
CHA-34-MGE	charles	4/12/23	SA/GR		11	1	730	Molecular Grade (96%) Ethanol
GRO-34-DRS	grogu	4/12/23	SA/GR		11	2	730	DNA/RNA Shield
GRO-34-MGE	grogu	4/12/23	SA/GR		11	2	730	Molecular Grade (96%) Ethanol
MAR-34-DRS	marshmallow	4/12/23	SA/GR		11	2	730	DNA/RNA Shield
MAR-34-MGE	marshmallow	4/12/23	SA/GR		11	2	730	Molecular Grade (96%) Ethanol
BUD-34-DRS	buddy	4/12/23	SA/GR		11	3	730	DNA/RNA Shield
BUD-34-MGE	buddy	4/12/23	SA/GR		11	3	730	Molecular Grade (96%) Ethanol
JOA-34-DRS	joans	4/12/23	SA/GR		11	3	730	DNA/RNA Shield
JOA-34-MGE	joans	4/12/23	SA/GR		11	3	730	Molecular Grade (96%) Ethanol
HEN-34-DRS	henry	4/12/23	SA/GR		11	2	730	DNA/RNA Shield
HEN-34-MGE	henry	4/12/23	SA/GR		11	2	730	Molecular Grade (96%) Ethanol
GIN-34-DRS	ginger	4/12/23	SA/GR		11	2	730	DNA/RNA Shield
GIN-34-MGE	ginger	4/12/23	SA/GR		11	2	730	Molecular Grade (96%) Ethanol
HAM-35-DRS	hamlet	4/13/23	SA		11	2	730	DNA/RNA Shield
HAM-35-MGE	hamlet	4/13/23	SA		11	2	730	Molecular Grade (96%) Ethanol
HER-35-DRS	hera	4/13/23	SA		11	1	730	DNA/RNA Shield
HER-35-MGE	hera	4/13/23	SA		11	1	730	Molecular Grade (96%) Ethanol
JAR-35-DRS	jarjarbinks	4/13/23	SA		11	2	730	DNA/RNA Shield
JAR-35-MGE	jarjarbinks	4/13/23	SA		11	2	730	Molecular Grade (96%) Ethanol
OPH-35-DRS	ophelia	4/13/23	SA		11	1	730	DNA/RNA Shield
OPH-35-MGE	ophelia	4/13/23	SA		11	1	730	Molecular Grade (96%) Ethanol
KUB-35-DRS	kubo	4/13/23	SA		11	2	730	DNA/RNA Shield
KUB-35-MGE	kubo	4/13/23	SA		11	2	730	Molecular Grade (96%) Ethanol
KOR-35-DRS	korra	4/13/23	SA		11	2	730	DNA/RNA Shield
KOR-35-MGE	korra	4/13/23	SA		11	2	730	Molecular Grade (96%) Ethanol
WOL-35-DRS	wolverine	4/13/23	SA		11	1	730	DNA/RNA Shield
WOL-35-MGE	wolverine	4/13/23	SA		11	1	730	Molecular Grade (96%) Ethanol
IRI-35-DRS	iris	4/13/23	SA		11	2	730	DNA/RNA Shield
IRI-35-MGE	iris	4/13/23	SA		11	2	730	Molecular Grade (96%) Ethanol
GOO-35-DRS	goose	4/13/23	SA		11	3	800	DNA/RNA Shield
GOO-35-MGE	goose	4/13/23	SA		11	3	800	Molecular Grade (96%) Ethanol
LAM-35-DRS	lambchop	4/13/23	SA		11	3	800	DNA/RNA Shield
LAM-35-MGE	lambchop	4/13/23	SA		11	3	800	Molecular Grade (96%) Ethanol
FRA-35-DRS	franc	4/13/23	SA		11	2	800	DNA/RNA Shield
FRA-35-MGE	franc	4/13/23	SA		11	2	800	Molecular Grade (96%) Ethanol
IVY-35-DRS	ivy	4/13/23	SA		11	3	800	DNA/RNA Shield
IVY-35-MGE	ivy	4/13/23	SA		11	3	800	Molecular Grade (96%) Ethanol
CHA-35-DRS	charles	4/13/23	SA		11	1	800	DNA/RNA Shield
CHA-35-MGE	charles	4/13/23	SA		11	1	800	Molecular Grade (96%) Ethanol
GRO-35-DRS	grogu	4/13/23	SA		11	2	800	DNA/RNA Shield
GRO-35-MGE	grogu	4/13/23	SA		11	2	800	Molecular Grade (96%) Ethanol
MAR-35-DRS	marshmallow	4/13/23	SA		11	3	800	DNA/RNA Shield
MAR-35-MGE	marshmallow	4/13/23	SA		11	3	800	Molecular Grade (96%) Ethanol
BUD-35-DRS	buddy	4/13/23	SA		11	2	800	DNA/RNA Shield
BUD-35-MGE	buddy	4/13/23	SA		11	2	800	Molecular Grade (96%) Ethanol
JOA-35-DRS	joans	4/13/23	SA		11	3	800	DNA/RNA Shield
JOA-35-MGE	joans	4/13/23	SA		11	3	800	Molecular Grade (96%) Ethanol
HEN-35-DRS	henry	4/13/23	SA		11	2	800	DNA/RNA Shield
HEN-35-MGE	henry	4/13/23	SA		11	2	800	Molecular Grade (96%) Ethanol
GIN-35-DRS	ginger	4/13/23	SA		11	2	800	DNA/RNA Shield
GIN-35-MGE	ginger	4/13/23	SA		11	2	800	Molecular Grade (96%) Ethanol
HAM-36-MGE	hamlet	4/14/23	SA/GR		11	3	730	Molecular Grade (96%) Ethanol
HER-36-MGE	hera	4/14/23	SA/GR		11	2	730	Molecular Grade (96%) Ethanol
JAR-36-MGE	jarjarbinks	4/14/23	SA/GR		12	2	730	Molecular Grade (96%) Ethanol
OPH-36-MGE	ophelia	4/14/23	SA/GR		12	1	730	Molecular Grade (96%) Ethanol
KUB-36-MGE	kubo	4/14/23	SA/GR		12	2	730	Molecular Grade (96%) Ethanol
KOR-36-MGE	korra	4/14/23	SA/GR		12	3	730	Molecular Grade (96%) Ethanol
WOL-36-MGE	wolverine	4/14/23	SA/GR		12	2	730	Molecular Grade (96%) Ethanol
IRI-36-MGE	iris	4/14/23	SA/GR		12	3	730	Molecular Grade (96%) Ethanol
GOO-36-MGE	goose	4/14/23	SA/GR		12	3	800	Molecular Grade (96%) Ethanol
LAM-36-MGE	lambchop	4/14/23	SA/GR		12	3	800	Molecular Grade (96%) Ethanol
FRA-36-MGE	franc	4/14/23	SA/GR		12	3	800	Molecular Grade (96%) Ethanol
IVY-36-MGE	ivy	4/14/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
CHA-36-MGE	charles	4/14/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
GRO-36-MGE	grogu	4/14/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
MAR-36-MGE	marshmallow	4/14/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
BUD-36-MGE	buddy	4/14/23	SA/GR		12	3	800	Molecular Grade (96%) Ethanol
JOA-36-MGE	joans	4/14/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
HEN-36-MGE	henry	4/14/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
GIN-36-MGE	ginger	4/14/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
HAM-37-MGE	hamlet	4/15/23	SA		12	2	730	Molecular Grade (96%) Ethanol
HER-37-MGE	hera	4/15/23	SA		12	2	730	Molecular Grade (96%) Ethanol
JAR-37-MGE	jarjarbinks	4/15/23	SA		12	2	730	Molecular Grade (96%) Ethanol
OPH-37-MGE	ophelia	4/15/23	SA		12	1	730	Molecular Grade (96%) Ethanol
KUB-37-MGE	kubo	4/15/23	SA		12	2	730	Molecular Grade (96%) Ethanol
KOR-37-MGE	korra	4/15/23	SA		12	2	730	Molecular Grade (96%) Ethanol
WOL-37-MGE	wolverine	4/15/23	SA		12	1	730	Molecular Grade (96%) Ethanol
IRI-37-MGE	iris	4/15/23	SA		12	3	730	Molecular Grade (96%) Ethanol
GOO-37-MGE	goose	4/15/23	SA		12	3	800	Molecular Grade (96%) Ethanol
LAM-37-MGE	lambchop	4/15/23	SA		12	3	800	Molecular Grade (96%) Ethanol
FRA-37-MGE	franc	4/15/23	SA		12	2	800	Molecular Grade (96%) Ethanol
IVY-37-MGE	ivy	4/15/23	SA		12	3	800	Molecular Grade (96%) Ethanol
CHA-37-MGE	charles	4/15/23	SA		12	2	800	Molecular Grade (96%) Ethanol
GRO-37-MGE	grogu	4/15/23	SA		12	3	800	Molecular Grade (96%) Ethanol
MAR-37-MGE	marshmallow	4/15/23	SA		12	3	800	Molecular Grade (96%) Ethanol
BUD-37-MGE	buddy	4/15/23	SA		12	3	800	Molecular Grade (96%) Ethanol
JOA-37-MGE	joans	4/15/23	SA		12	2	800	Molecular Grade (96%) Ethanol
HEN-37-MGE	henry	4/15/23	SA		12	3	800	Molecular Grade (96%) Ethanol
GIN-37-MGE	ginger	4/15/23	SA		12	2	800	Molecular Grade (96%) Ethanol
HAM-38-MGE	hamlet	4/16/23	SA		12	2	730	Molecular Grade (96%) Ethanol
HER-38-MGE	hera	4/16/23	SA		12	2	730	Molecular Grade (96%) Ethanol
JAR-38-MGE	jarjarbinks	4/16/23	SA		12	2	730	Molecular Grade (96%) Ethanol
OPH-38-MGE	ophelia	4/16/23	SA		12	1	730	Molecular Grade (96%) Ethanol
KUB-38-MGE	kubo	4/16/23	SA		12	2	730	Molecular Grade (96%) Ethanol
KOR-38-MGE	korra	4/16/23	SA		12	2	730	Molecular Grade (96%) Ethanol
WOL-38-MGE	wolverine	4/16/23	SA		12	2	730	Molecular Grade (96%) Ethanol
IRI-38-MGE	iris	4/16/23	SA		12	3	730	Molecular Grade (96%) Ethanol
GOO-38-MGE	goose	4/16/23	SA		12	2	800	Molecular Grade (96%) Ethanol
LAM-38-MGE	lambchop	4/16/23	SA		12	3	800	Molecular Grade (96%) Ethanol
FRA-38-MGE	franc	4/16/23	SA		12	2	800	Molecular Grade (96%) Ethanol
IVY-38-MGE	ivy	4/16/23	SA		12	3	800	Molecular Grade (96%) Ethanol
CHA-38-MGE	charles	4/16/23	SA		12	2	800	Molecular Grade (96%) Ethanol
GRO-38-MGE	grogu	4/16/23	SA		12	2	800	Molecular Grade (96%) Ethanol
MAR-38-MGE	marshmallow	4/16/23	SA		12	3	800	Molecular Grade (96%) Ethanol
BUD-38-MGE	buddy	4/16/23	SA		12	3	800	Molecular Grade (96%) Ethanol
JOA-38-MGE	joans	4/16/23	SA		12	2	800	Molecular Grade (96%) Ethanol
HEN-38-MGE	henry	4/16/23	SA		12	2	800	Molecular Grade (96%) Ethanol
GIN-38-MGE	ginger	4/16/23	SA		12	2	800	Molecular Grade (96%) Ethanol
HAM-39-MGE	hamlet	4/17/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
HER-39-MGE	hera	4/17/23	SA/GR		12	3	800	Molecular Grade (96%) Ethanol
JAR-39-MGE	jarjarbinks	4/17/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
OPH-39-MGE	ophelia	4/17/23	SA/GR		12	1	800	Molecular Grade (96%) Ethanol
KUB-39-MGE	kubo	4/17/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
KOR-39-MGE	korra	4/17/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
WOL-39-MGE	wolverine	4/17/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
IRI-39-MGE	iris	4/17/23	SA/GR		12	2	800	Molecular Grade (96%) Ethanol
GOO-39-MGE	goose	4/17/23	SA/GR		12	2	730	Molecular Grade (96%) Ethanol
LAM-39-MGE	lambchop	4/17/23	SA/GR		12	3	730	Molecular Grade (96%) Ethanol
FRA-39-MGE	franc	4/17/23	SA/GR		12	2	730	Molecular Grade (96%) Ethanol
IVY-39-MGE	ivy	4/17/23	SA/GR		12	3	730	Molecular Grade (96%) Ethanol
CHA-39-MGE	charles	4/17/23	SA/GR		12	1	730	Molecular Grade (96%) Ethanol
GRO-39-MGE	grogu	4/17/23	SA/GR		12	2	730	Molecular Grade (96%) Ethanol
MAR-39-MGE	marshmallow	4/17/23	SA/GR		12	2	730	Molecular Grade (96%) Ethanol
BUD-39-MGE	buddy	4/17/23	SA/GR		12	3	730	Molecular Grade (96%) Ethanol
JOA-39-MGE	joans	4/17/23	SA/GR		13	3	730	Molecular Grade (96%) Ethanol
HEN-39-MGE	henry	4/17/23	SA/GR		13	2	730	Molecular Grade (96%) Ethanol
GIN-39-MGE	ginger	4/17/23	SA/GR		13	2	730	Molecular Grade (96%) Ethanol
HAM-41-DRS	hamlet	4/19/23	SA		13	2	730	DNA/RNA Shield
HAM-41-MGE	hamlet	4/19/23	SA		13	2	730	Molecular Grade (96%) Ethanol
HER-41-DRS	hera	4/19/23	SA		13	2	730	DNA/RNA Shield
