Sequence_ID	Extract_ID	Sample_ID	Seq_ID	Library_Tube	Library_Tube_ID	Library_Barcode	F_Primer	R_Primer	Run_ID	Final_Lib_Conc_ng_uL	Vol_Added_Pool_uL	Full_Seq_ID	Kit	Sequencer	MinION_Position	Flow_Cell_Type	Flongle_Adapter	Flow_Cell_ID	Run_Date	Loaded_By	Pipeline	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day	Group	Room	Cage	Subject_Code	Sex	Housing	Origin	Subj_DOB	Age	Contraception	Previous_Exp	Subject_Notes
FRA-44-DRS-S35	DNA1-FRA-44-DRS	FRA-44-DRS	CM003	12	S35	barcode12	27F	1492R	MIN_16_2024-3-6	5.3	0.8	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-11	SA/SK	9.5	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-22	44	08:00:00	Franc	SA	3	DNA/RNA Shield	14		intervention_2	gum	Franc_44	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
IVY-45-MGE-S36	DNA1-IVY-45-MGE	IVY-45-MGE	CM003	13	S36	barcode13	27F	1492R	MIN_16_2024-3-6	6.4	0.6	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-11	SA/SK	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-23	45	08:00:00	Ivy	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Ivy_45	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
LAM-46-MGE-S37	DNA1-LAM-46-MGE	LAM-46-MGE	CM003	14	S37	barcode14	27F	1492R	MIN_16_2024-3-6	5.5	0.7	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-18	SA/SK	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-24	46	08:00:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	15		intervention_2	control	Lambchop_46	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
CHA-46-MGE-S38	DNA1-CHA-46-MGE	CHA-46-MGE	CM003	15	S38	barcode15	27F	1492R	MIN_16_2024-3-6	6.8	0.6	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-18	SA/SK	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-24	46	08:00:00	Charles	SA/GR	2	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Charles_46	Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23
IRI-48-MGE-S39	DNA1-IRI-48-MGE	IRI-48-MGE	CM003	16	S39	barcode16	27F	1492R	MIN_16_2024-3-6	6.7	0.6	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-18	SA/SK	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-26	48	07:30:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	control	Iris_48	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
MAR-48-MGE-S40	DNA1-MAR-48-MGE	MAR-48-MGE	CM003	17	S40	barcode17	27F	1492R	MIN_16_2024-3-6	5.6	0.7	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-25	SA/SK	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-26	48	08:00:00	Marshmallow	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Marshmallow_48	Group2	RoomF	F4	MAR	Female	Pair	Nebraska	2019-02-02	4.101369863	Estrumate		
KUB-50-MGE-S41	DNA1-KUB-50-MGE	KUB-50-MGE	CM003	18	S41	barcode18	27F	1492R	MIN_16_2024-3-6	7.4	0.5	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-25	SA/SK	5.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-28	50	07:30:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	17		intervention_2	control	Kubo_50	Group1	RoomB	B3	KUB	Male	Pair	Nebraska	2019-02-02	4.101369863			
GIN-58-MGE-S42	DNA1-GIN-58-MGE	GIN-58-MGE	CM003	19	S42	barcode19	27F	1492R	MIN_16_2024-3-6	6.2	0.6	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-25	SA/SK	16	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-06	58	08:00:00	Ginger	SA	3	Molecular Grade (96%) Ethanol	22		washout_2	gum-washout	Ginger_58	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
GOO-59-MGE-S43	DNA1-GOO-59-MGE	GOO-59-MGE	CM003	20	S43	barcode20	27F	1492R	MIN_16_2024-3-6	6.4	0.6	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-10-25	SA/SK	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-07	59	08:00:00	Goose	SA	2	Molecular Grade (96%) Ethanol	22		washout_2	control-washout	Goose_59	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
HAM-22-MGE-S44	DNA1-HAM-22-MGE	HAM-22-MGE	CM003	21	S44	barcode21	27F	1492R	MIN_16_2024-3-6	4.71	0.9	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-11-01	SA/SK	9.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-03-31	22	08:00:00	Hamlet	SA/GR	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Hamlet_22	Group1	RoomB	B1	HAM	Male	Pair	Nebraska	2017-03-05	6.016438356			
KUB-24-MGE-S45	DNA1-KUB-24-MGE	KUB-24-MGE	CM003	22	S45	barcode22	27F	1492R	MIN_16_2024-3-6	8.6	0.5	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-11-01	SA/SK	7.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-02	24	08:00:00	Kubo	SA	3	Molecular Grade (96%) Ethanol	5		intervention_1	gum	Kubo_24	Group1	RoomB	B3	KUB	Male	Pair	Nebraska	2019-02-02	4.101369863			
GRO-24-MGE-S46	DNA1-GRO-24-MGE	GRO-24-MGE	CM003	23	S46	barcode23	27F	1492R	MIN_16_2024-3-6	8.3	0.5	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	DNA	2023-11-01	SA/SK	6.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-02	24	07:30:00	Grogu	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	control	Grogu_24	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
CM-NTC-003	NTC	NTC3	CM003	24	CTRL	barcode24	27F	1492R	MIN_16_2024-3-6	NA	NA	16S_UNO-CM-003	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA	16S_RAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BUD-28-MGE-S47	DNA1-BUD-28-MGE	BUD-28-MGE	CM004	1	S47	barcode01	27F	1492R	MIN_16_2024-2-29	7.3	0.6	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-01	SA/MB	9.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-06	28	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	7		intervention_1	control	Buddy_28	Group2	RoomF	F5	BUD	Male	Family	Texas	2016-10-17	6.397260274			
HER-67-MGE-S48	DNA1-HER-67-MGE	HER-67-MGE	CM004	2	S48	barcode02	27F	1492R	MIN_16_2024-2-29	5.3	0.8	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-01	SA/MB	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-15	67	07:30:00	Hera	SA/GR	2	Molecular Grade (95%) Ethanol	25		washout_2	control-washout	Hera_67	Group1	RoomB	B1	HER	Female	Pair	Texas	2019-08-29	3.531506849	Estrumate		
IVY-67-MGE-S49	DNA1-IVY-67-MGE	IVY-67-MGE	CM004	3	S49	barcode03	27F	1492R	MIN_16_2024-2-29	5.5	0.7	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-01	SA/MB	7.8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-15	67	08:00:00	Ivy	SA/GR	2	Molecular Grade (95%) Ethanol	25		washout_2	gum-washout	Ivy_67	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
JAR-68-MGE-S50	DNA1-JAR-68-MGE	JAR-68-MGE	CM004	4	S50	barcode04	27F	1492R	MIN_16_2024-2-29	4.66	0.9	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-01	SA/MB	8	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-16	68	07:30:00	JarJarBinks	SA	2	Molecular Grade (95%) Ethanol	25		washout_2	control-washout	JarJarBinks_68	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
FRA-68-MGE-S51	DNA1-FRA-68-MGE	FRA-68-MGE	CM004	5	S51	barcode05	27F	1492R	MIN_16_2024-2-29	1.87	2.1	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-01	SA/MB	4.85	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-05-16	68	08:00:00	Franc	SA	3	Molecular Grade (95%) Ethanol	26		washout_2	gum-washout	Franc_68	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
JOA-36-MGE-S52	DNA1-JOA-36-MGE	JOA-36-MGE	CM004	6	S52	barcode06	27F	1492R	MIN_16_2024-2-29	6.8	0.6	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-08	SA/SK	16	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-14	36	08:00:00	Joans	SA/GR	2	Molecular Grade (96%) Ethanol	12		washout_1	control-washout	Joans_36	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
IVY-44-DRS-S53	DNA1-IVY-44-DRS	IVY-44-DRS	CM004	7	S53	barcode07	27F	1492R	MIN_16_2024-2-29	2.32	1.7	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-08	SA/SK	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-22	44	08:00:00	Ivy	SA	3	DNA/RNA Shield	14		intervention_2	gum	Ivy_44	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
IVY-44-MGE-S54	DNA1-IVY-44-MGE	IVY-44-MGE	CM004	8	S54	barcode08	27F	1492R	MIN_16_2024-2-29	2.58	1.6	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-08	SA/SK	15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-22	44	08:00:00	Ivy	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Ivy_44	Group2	RoomF	F2	IVY	Female	Pair	Nebraska	2018-12-27	4.202739726	Estrumate		
CHA-44-MGE-S55	DNA1-CHA-44-MGE	CHA-44-MGE	CM004	9	S55	barcode09	27F	1492R	MIN_16_2024-2-29	8.2	0.5	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-08	SA/SK	5.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		2023-04-22	44	08:00:00	Charles	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Charles_44	Group2	RoomF	F3	CHA	Male	Pair	Nebraska	2018-12-17	4.230136986			re-paired with bubblegum 3/31/23
JAR-45-MGE-S56	DNA1-JAR-45-MGE	JAR-45-MGE	CM004	10	S56	barcode10	27F	1492R	MIN_16_2024-2-29	5.4	0.7	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-08	SA/SK	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-23	45	07:30:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	15		intervention_2	control	JarJarBinks_45	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
FRA-45-DRS-S57	DNA1-FRA-45-DRS	FRA-45-DRS	CM004	11	S57	barcode11	27F	1492R	MIN_16_2024-2-29	5.7	0.7	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-08	SA/SK	4.15	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-23	45	08:00:00	Franc	SA	3	DNA/RNA Shield	15		intervention_2	gum	Franc_45	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
GOO-46-DRS-S58	DNA1-GOO-46-DRS	GOO-46-DRS	CM004	12	S58	barcode12	27F	1492R	MIN_16_2024-2-29	6.7	0.6	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-10	SA	17	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-24	46	08:00:00	Goose	SA/GR	3	DNA/RNA Shield	15		intervention_2	control	Goose_46	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
GRO-46-DRS-S59	DNA1-GRO-46-DRS	GRO-46-DRS	CM004	13	S59	barcode13	27F	1492R	MIN_16_2024-2-29	6.3	0.6	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-10	SA	8.5	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-24	46	08:00:00	Grogu	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Grogu_46	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
GRO-46-MGE-S60	DNA1-GRO-46-MGE	GRO-46-MGE	CM004	14	S60	barcode14	27F	1492R	MIN_16_2024-2-29	7.3	0.6	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-10	SA	6.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-24	46	08:00:00	Grogu	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Grogu_46	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
LAM-48-MGE-S61	DNA1-LAM-48-MGE	LAM-48-MGE	CM004	15	S61	barcode15	27F	1492R	MIN_16_2024-2-29	4.15	1	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-10	SA	3.48	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-26	48	08:00:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	control	Lambchop_48	Group1	RoomF	F1	LAM	Female	Family	Texas	2017-05-13	5.82739726	Estrumate		
HEN-36-MGE-S62	DNA1-HEN-36-MGE	HEN-36-MGE	CM004	16	S62	barcode16	27F	1492R	MIN_16_2024-2-29	3.12	1.3	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-15	SA	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-14	36	08:00:00	Henry	SA/GR	2	Molecular Grade (96%) Ethanol	12		washout_1	control-washout	Henry_36	Group2	RoomF	F6	HEN	Male	Pair	Nebraska	2018-12-25	4.208219178			
HAM-41-DRS-S63	DNA1-HAM-41-DRS	HAM-41-DRS	CM004	17	S63	barcode17	27F	1492R	MIN_16_2024-2-29	5.3	0.8	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-15	SA	17	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-19	41	07:30:00	Hamlet	SA	2	DNA/RNA Shield	13		washout_1	gum-washout	Hamlet_41	Group1	RoomB	B1	HAM	Male	Pair	Nebraska	2017-03-05	6.016438356			
HAM-41-MGE-S64	DNA1-HAM-41-MGE	HAM-41-MGE	CM004	18	S64	barcode18	27F	1492R	MIN_16_2024-2-29	6	0.7	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-15	SA	13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-19	41	07:30:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	13		washout_1	gum-washout	Hamlet_41	Group1	RoomB	B1	HAM	Male	Pair	Nebraska	2017-03-05	6.016438356			
JOA-41-DRS-S65	DNA1-JOA-41-DRS	JOA-41-DRS	CM004	19	S65	barcode19	27F	1492R	MIN_16_2024-2-29	4.7	0.9	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-15	SA	17	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-19	41	08:00:00	Joans	SA	2	DNA/RNA Shield	13		washout_1	control-washout	Joans_41	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
JOA-41-MGE-S66	DNA1-JOA-41-MGE	JOA-41-MGE	CM004	20	S66	barcode20	27F	1492R	MIN_16_2024-2-29	8.4	0.5	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-15	SA	7.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-19	41	08:00:00	Joans	SA	2	Molecular Grade (96%) Ethanol	13		washout_1	control-washout	Joans_41	Group2	RoomF	F5	JOA	Female	Family	Nebraska	2017-03-23	5.967123288	Estrumate		gave birth to 1 baby, given oxytocin to help induce contractions, given 1 non-bio baby from venus 5/11/23
IRI-44-MGE-S67	DNA1-IRI-44-MGE	IRI-44-MGE	CM004	21	S67	barcode21	27F	1492R	MIN_16_2024-2-29	4.68	0.9	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-15	SA	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-22	44	07:30:00	Iris	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Iris_44	Group1	RoomB	B4	IRI	Female	Pair	Texas	2016-05-10	6.835616438	Estrumate	ABX-CTRL	
GRO-44-DRS-S68	DNA1-GRO-44-DRS	GRO-44-DRS	CM004	22	S68	barcode22	27F	1492R	MIN_16_2024-2-29	7.8	0.5	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-15	SA	6.4	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-22	44	08:00:00	Grogu	SA	3	DNA/RNA Shield	14		intervention_2	gum	Grogu_44	Group2	RoomF	F4	GRO	Male	Pair	Texas	2018-08-10	4.583561644			
BUD-48-MGE-S69	DNA1-BUD-48-MGE	BUD-48-MGE	CM004	23	S69	barcode23	27F	1492R	MIN_16_2024-2-29	4.99	0.8	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	DNA	2023-11-15	SA	4.68	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-26	48	08:00:00	Buddy	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Buddy_48	Group2	RoomF	F5	BUD	Male	Family	Texas	2016-10-17	6.397260274			
CM-NTC-004	NTC	NTC4	CM004	24	CTRL	barcode24	27F	1492R	MIN_16_2024-2-29	NA	NA	16S_UNO-CM-004	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA	16S_RAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-49-DRS-S70	DNA1-JAR-49-DRS	JAR-49-DRS	CM005	1	S70	barcode01	27F	1492R	MIN_16_2024-3-1	5.8	0.7	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-11-15	SA	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-27	49	07:30:00	JarJarBinks	SA	3	DNA/RNA Shield	17		intervention_2	control	JarJarBinks_49	Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671			
FRA-9-MGE-S71	DNA1-FRA-9-MGE	FRA-9-MGE	CM005	2	S71	barcode02	27F	1492R	MIN_16_2024-3-1	4.56	0.9	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-12	SA	9.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-18	9	08:00:00	Franc	SA	2	Molecular Grade (96%) Ethanol	2		run-in	baseline	Franc_9	Group2	RoomF	F2	FRA	Male	Pair	Texas	2016-11-06	6.342465753		ABX	
HER-11-MGE-S72	DNA1-HER-11-MGE	HER-11-MGE	CM005	3	S72	barcode03	27F	1492R	MIN_16_2024-3-1	6.1	0.7	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-12	SA	12	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-20	11	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Hera_11	Group1	RoomB	B1	HER	Female	Pair	Texas	2019-08-29	3.531506849	Estrumate		
PAD-11-MGE-S73	DNA1-PAD-11-MGE	PAD-11-MGE	CM005	4	S73	barcode04	27F	1492R	MIN_16_2024-3-1	5.1	0.8	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-12	SA	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-20	11	08:00:00	Padme	SA	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Padme_11	Group2	RoomF	F3	PAD	Female	Pair	Texas	2018-08-02	4.657534247	Estrumate		euthanized 3/29/23 (renal failure)
KUB-14-MGE-S74	DNA1-KUB-14-MGE	KUB-14-MGE	CM005	5	S74	barcode05	27F	1492R	MIN_16_2024-3-1	2.87	1.4	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-12	SA	5.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-23	14	07:30:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	3		run-in	baseline	Kubo_14	Group1	RoomB	B3	KUB	Male	Pair	Nebraska	2019-02-02	4.101369863			
GIN-14-MGE-S75	DNA1-GIN-14-MGE	GIN-14-MGE	CM005	6	S75	barcode06	27F	1492R	MIN_16_2024-3-1	5.5	0.7	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-12	SA	5.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-03-23	14	08:00:00	Ginger	SA/GR	1	Molecular Grade (96%) Ethanol	3		run-in	baseline	Ginger_14	Group2	RoomF	F6	GIN	Female	Pair	Nebraska	2017-01-27	6.117808219	Estrumate	ABX	
GOO-42-MGE-S76	DNA1-GOO-42-MGE	GOO-42-MGE	CM005	7	S76	barcode07	27F	1492R	MIN_16_2024-3-1	2.49	1.6	16S_UNO-CM-005	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA	16S_RAP	DNA	2023-12-19	SA	6.3	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		2023-04-20	42	08:00:00	Goose	SA	3	Molecular Grade (96%) Ethanol	13	collected from bedding	washout_1	gum-washout	Goose_42	Group1	RoomF	F1	GOO	Male	Family	Texas	2016-06-24	6.712328767		ABX-CTRL	
