"","Sequence_ID","depth","mean_coverage","Extract_ID","Sample_ID","Seq_ID","Library_Tube","Library_Tube_ID","Library_Barcode","F_Primer","R_Primer","Run_ID","Final_Lib_Conc_ng_uL","Vol_Added_Pool_uL","Full_Seq_ID","Kit","Sequencer","MinION_Position","Flow_Cell_Type","Flongle_Adapter","Flow_Cell_ID","Run_Date","Loaded_By","Pipeline","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes","Date","Study_Day","Sample_Time","Subject","Sample_Collected_By","Bristol","Sample_Stabilizer","Sample_Box","Sample_Notes","Diet_Trial","Group_Phase","Subj_Day","Group","Room","Cage","Subject_Code","Sex","Housing","Origin","Subj_DOB","Age","Contraception","Previous_Exp","Subject_Notes"
"180","IRI-7-MGE-S86",14091,0.9589,"DNA1-IRI-7-MGE","IRI-7-MGE","CM005",17,"S86","barcode17","27F","1492R","MIN_16_2024-3-1",6.3,0.6,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2024-01-16,"SA","5.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-03-16,"7",08:00:00,"Iris","SA",2,"Molecular Grade (96%) Ethanol",2,"","baseline","run-in","Iris_7","Group1","RoomB","B4","IRI","Female","Pair","Texas",2016-05-10,6.835616438,"Estrumate","ABX-CTRL",""
"181","IVY-17-MGE-S208",8022,0.9666,"DNA1-IVY-17-MGE","IVY-17-MGE","CM011",1,"S208","barcode01","27F","1492R","MIN_16_2025-1-23",5.1,0.8,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-07,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-26,"17",08:00:00,"Ivy","SA",2,"Molecular Grade (96%) Ethanol",4,"","intervention_1","control","Ivy_17","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"182","IVY-18-MGE-S234",6368,0.9739,"DNA1-IVY-18-MGE","IVY-18-MGE","CM012",4,"S234","barcode04","27F","1492R","MIN_16_2025-2-21",7.8,0.5,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-05-28,"SA/TSP","2.72","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-27,"18",07:30:00,"Ivy","SA/GR",4,"Molecular Grade (96%) Ethanol",4,"","intervention_1","control","Ivy_18","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"183","IVY-19-MGE-S252",7872,0.9707,"DNA1-IVY-19-MGE","IVY-19-MGE","CM012",22,"S252","barcode22","27F","1492R","MIN_16_2025-2-21",4.51,0.9,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-08-07,"SA","4.32","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-28,"19",07:30:00,"Ivy","SA",4,"Molecular Grade (96%) Ethanol",4,"","intervention_1","control","Ivy_19","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"184","IVY-24-DRS-S92",15546,0.9656,"DNA1-IVY-24-DRS","IVY-24-DRS","CM005",23,"S92","barcode23","27F","1492R","MIN_16_2024-3-1",5.8,0.7,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2024-01-16,"SA","1.17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-02,"24",07:30:00,"Ivy","SA",2,"DNA/RNA Shield",5,"","intervention_1","control","Ivy_24","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"185","IVY-24-MGE-S90",14031,0.9651,"DNA1-IVY-24-MGE","IVY-24-MGE","CM005",21,"S90","barcode21","27F","1492R","MIN_16_2024-3-1",6.5,0.6,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2024-01-16,"SA","2.28","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-02,"24",07:30:00,"Ivy","SA",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","control","Ivy_24","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"186","IVY-29-MGE-S164",214,0.9618,"DNA1-IVY-29-MGE","IVY-29-MGE","CM009",3,"S164","barcode03","27F","1492R","MIN_16_2024-7-19",5.4,0.7,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-20,"SA","1.92","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",2023-04-07,"29",07:30:00,"Ivy","SA/GR",2,"Molecular Grade (96%) Ethanol",7,"","washout_1","control-washout","Ivy_29","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"187","IVY-36-MGE-L188",7,0.9202,"DNA1-IVY-36-MGE","IVY-36-MGE","CM001",29,"L188","barcode29","27F","1391R","MIN_16_2023-12-21",11,1.8,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-18,"SA","3.36","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-04-14,"36",08:00:00,"Ivy","SA/GR",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","control-washout","Ivy_36","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"188","IVY-42-MGE-S218",6092,0.9676,"DNA1-IVY-42-MGE","IVY-42-MGE","CM011",11,"S218","barcode11","27F","1492R","MIN_16_2025-1-23",8.2,0.5,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-21,"SA","17","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-20,"42",08:00:00,"Ivy","SA",4,"Molecular Grade (96%) Ethanol",13,"collected from bedding","washout_1","control-washout","Ivy_42","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"189","IVY-44-DRS-S53",11827,0.9602,"DNA1-IVY-44-DRS","IVY-44-DRS","CM004",7,"S53","barcode07","27F","1492R","MIN_16_2024-2-29",2.32,1.7,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-08,"SA/SK","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-22,"44",08:00:00,"Ivy","SA",3,"DNA/RNA Shield",14,"","intervention_2","gum","Ivy_44","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"190","IVY-44-MGE-S54",9562,0.9587,"DNA1-IVY-44-MGE","IVY-44-MGE","CM004",8,"S54","barcode08","27F","1492R","MIN_16_2024-2-29",2.58,1.6,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-08,"SA/SK","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-22,"44",08:00:00,"Ivy","SA",3,"Molecular Grade (96%) Ethanol",14,"","intervention_2","gum","Ivy_44","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"191","IVY-45-MGE-S36",6240,0.9593,"DNA1-IVY-45-MGE","IVY-45-MGE","CM003",13,"S36","barcode13","27F","1492R","MIN_16_2024-3-6",6.4,0.6,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-11,"SA/SK","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-23,"45",08:00:00,"Ivy","SA",3,"Molecular Grade (96%) Ethanol",15,"","intervention_2","gum","Ivy_45","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"192","IVY-46-MGE-S123",7957,0.9632,"DNA1-IVY-46-MGE","IVY-46-MGE","CM007",8,"S123","barcode08","27F","1492R","MIN_16_2024-5-21",3.63,1.1,"16S_UNO-CM-007","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG001","FA-08546","AQL192",2024-05-21,"SA","16S_RAP","DNA",2024-03-04,"SA","2.38","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-24,"46",08:00:00,"Ivy","SA/GR",3,"Molecular Grade (96%) Ethanol",15,"","intervention_2","gum","Ivy_46","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"193","IVY-47-MGE-S196",5408,0.9757,"DNA1-IVY-47-MGE","IVY-47-MGE","CM010",12,"S196","barcode12","27F","1492R","MIN_16_2024-7-21",2.44,1.6,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-04-30,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-04-25,"47",07:30:00,"Ivy","SA",2,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Ivy_47","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"194","IVY-48-MGE-S224",8893,0.9684,"DNA1-IVY-48-MGE","IVY-48-MGE","CM011",17,"S224","barcode17","27F","1492R","MIN_16_2025-1-23",8.4,0.5,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-21,"SA","19","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-26,"48",08:00:00,"Ivy","SA/GR",4,"Molecular Grade (96%) Ethanol",16,"","intervention_2","gum","Ivy_48","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"195","IVY-49-MGE-S294",14372,0.9653,"DNA1-IVY-49-MGE","IVY-49-MGE","CM014",18,"S294","barcode18","27F","1492R","MIN_16_2025-4-2",2.63,1.5,"16S_UNO-CM-014","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWG208",2025-04-02,"SA","16S_RAP","DNA",2024-06-17,"SA","27","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-27,"49",08:00:00,"Ivy","SA",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","gum","Ivy_49","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"196","IVY-50-MGE-S272",12263,0.9589,"DNA1-IVY-50-MGE","IVY-50-MGE","CM013",19,"S272","barcode19","27F","1492R","MIN_16_2025-4-1",8.6,0.5,"16S_UNO-CM-013","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWD252",2025-04-01,"SA/TSP","16S_RAP","DNA",2024-09-09,"SA","9.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-28,"50",08:00:00,"Ivy","SA/GR",3,"Molecular Grade (96%) Ethanol",18,"","intervention_2","gum","Ivy_50","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"197","IVY-55-MGE-S248",5580,0.9673,"DNA1-IVY-55-MGE","IVY-55-MGE","CM012",18,"S248","barcode18","27F","1492R","MIN_16_2025-2-21",1.75,2.3,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-06-17,"SA","21","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-05-03,"55",08:00:00,"Ivy","SA/GR",4,"Molecular Grade (96%) Ethanol",20,"","intervention_2","gum","Ivy_55","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"198","IVY-67-MGE-S49",4554,0.9673,"DNA1-IVY-67-MGE","IVY-67-MGE","CM004",3,"S49","barcode03","27F","1492R","MIN_16_2024-2-29",5.5,0.7,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-01,"SA/MB","7.8","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-05-15,"67",08:00:00,"Ivy","SA/GR",2,"Molecular Grade (95%) Ethanol",25,"","washout_2","gum-washout","Ivy_67","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"199","IVY-70-MGE-S183",245,0.9593,"DNA1-IVY-70-MGE","IVY-70-MGE","CM009",22,"S183","barcode22","27F","1492R","MIN_16_2024-7-19",3.13,1.3,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-28,"SA","1.44","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3","",2023-05-18,"70",07:30:00,"Ivy","SA",2,"Molecular Grade (95%) Ethanol",27,"","washout_2","gum-washout","Ivy_70","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"200","IVY-9-MGE-S103",10193,0.9605,"DNA1-IVY-9-MGE","IVY-9-MGE","CM006",11,"S103","barcode11","27F","1492R","MIN_16_2024-5-19",8.2,0.5,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-07,"SA","9.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-03-18,"9",08:00:00,"Ivy","SA",1,"Molecular Grade (96%) Ethanol",2,"","baseline","run-in","Ivy_9","Group2","RoomF","F2","IVY","Female","Pair","Nebraska",2018-12-27,4.202739726,"Estrumate","",""
"201","JAR-11-MGE-S230",7979,0.9699,"DNA1-JAR-11-MGE","JAR-11-MGE","CM011",23,"S230","barcode23","27F","1492R","MIN_16_2025-1-23",4.52,0.9,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-28,"SA/TSP","5.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-20,"11",07:30:00,"JarJarBinks","SA",1,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","JarJarBinks_11","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"202","JAR-14-MGE-S207",5297,0.9695,"DNA1-JAR-14-MGE","JAR-14-MGE","CM010",23,"S207","barcode23","27F","1492R","MIN_16_2024-7-21",2.85,1.4,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-05-07,"SA","13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-23,"14",07:30:00,"JarJarBinks","SA/GR",1,"Molecular Grade (96%) Ethanol",3,"","baseline","run-in","JarJarBinks_14","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"203","JAR-15-MGE-S176",7947,0.9732,"DNA1-JAR-15-MGE","JAR-15-MGE","CM009",15,"S176","barcode15","27F","1492R","MIN_16_2024-7-19",7.7,0.5,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-27,"SA","4.1","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",2023-03-24,"15",07:30:00,"JarJarBinks","SA",1,"Molecular Grade (96%) Ethanol",3,"","intervention_1","gum","JarJarBinks_15","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"204","JAR-18-MGE-S249",6311,0.9724,"DNA1-JAR-18-MGE","JAR-18-MGE","CM012",19,"S249","barcode19","27F","1492R","MIN_16_2025-2-21",3.28,1.2,"16S_UNO-CM-012","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA","16S_RAP","DNA",2024-08-07,"SA","5.5","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-03-27,"18",08:00:00,"JarJarBinks","SA/GR",3,"Molecular Grade (96%) Ethanol",4,"","intervention_1","gum","JarJarBinks_18","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"205","JAR-2-DRS-L159",21206,0.9224,"DNA1-JAR-2-DRS","JAR-2-DRS","CM001",19,"L159","barcode19","27F","1391R","MIN_16_2023-12-21",7.7,2.6,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-08,"SA","5.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-03-11,"2",08:00:00,"JarJarBinks","SA",3,"DNA/RNA Shield",1,"","baseline","run-in","JarJarBinks_2","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"206","JAR-2-MGE-L160",1,0.9129,"DNA1-JAR-2-MGE","JAR-2-MGE","CM001",20,"L160","barcode20","27F","1391R","MIN_16_2023-12-21",7.9,2.5,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-08,"SA","5.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-03-11,"2",08:00:00,"JarJarBinks","SA",3,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","JarJarBinks_2","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"207","JAR-2-MGE-S4",7,0.9481,"DNA1-JAR-2-MGE","JAR-2-MGE","CM002",4,"S4","barcode04","27F","1492R","MIN_16_2024-2-12",8.9,0.5,"16S_UNO-CM-002","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA","16S_RAP","DNA",2023-08-08,"SA","5.2","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-03-11,"2",08:00:00,"JarJarBinks","SA",3,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","JarJarBinks_2","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"208","JAR-21-MGE-S185",7500,0.9665,"DNA1-JAR-21-MGE","JAR-21-MGE","CM010",1,"S185","barcode01","27F","1492R","MIN_16_2024-7-21",7,0.6,"16S_UNO-CM-010","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI583",2024-07-21,"SA","16S_RAP","DNA",2024-04-23,"SA","3.13","Quick-DNA Fecal/Soil Microbe","DNA Extracts 10","",2023-03-30,"21",08:00:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",5,"","intervention_1","gum","JarJarBinks_21","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"209","JAR-29-MGE-S184",21189,0.9719,"DNA1-JAR-29-MGE","JAR-29-MGE","CM009",23,"S184","barcode23","27F","1492R","MIN_16_2024-7-19",4.38,0.9,"16S_UNO-CM-009","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AVI598",2024-07-19,"SA","16S_RAP","DNA",2023-06-29,"SA","1.25","Quick-DNA Fecal/Soil Microbe","DNA Extracts 3","",2023-04-07,"29",08:00:00,"JarJarBinks","SA/GR",3,"Molecular Grade (96%) Ethanol",7,"","washout_1","gum-washout","JarJarBinks_29","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"210","JAR-3-DRS-L220",3,0.9396,"DNA1-JAR-3-DRS","JAR-3-DRS","CM001",47,"L220","barcode47","27F","1391R","MIN_16_2023-12-21",4.14,4.7,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-09-22,"SA/MB","9.4","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-12,"3",08:00:00,"JarJarBinks","SA",1,"DNA/RNA Shield",1,"","baseline","run-in","JarJarBinks_3","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"211","JAR-3-MGE-L221",8,0.9014,"DNA1-JAR-3-MGE","JAR-3-MGE","CM001",48,"L221","barcode48","27F","1391R","MIN_16_2023-12-21",2.19,9,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-09-22,"SA/MB","7.4","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-12,"3",08:00:00,"JarJarBinks","SA",1,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","JarJarBinks_3","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"212","JAR-3-MGE-S19",28010,0.9669,"DNA1-JAR-3-MGE","JAR-3-MGE","CM002",19,"S19","barcode19","27F","1492R","MIN_16_2024-2-12",4.96,0.8,"16S_UNO-CM-002","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA","16S_RAP","DNA",2023-09-22,"SA/MB","7.4","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-03-12,"3",08:00:00,"JarJarBinks","SA",1,"Molecular Grade (96%) Ethanol",1,"","baseline","run-in","JarJarBinks_3","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"213","JAR-32-DRS-S33",8305,0.9586,"DNA1-JAR-32-DRS","JAR-32-DRS","CM003",10,"S33","barcode10","27F","1492R","MIN_16_2024-3-6",5.2,0.8,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-11,"SA/SK","5.7","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-10,"32",08:00:00,"JarJarBinks","SA/GR",2,"DNA/RNA Shield",9,"","washout_1","gum-washout","JarJarBinks_32","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"214","JAR-32-MGE-S34",6358,0.9551,"DNA1-JAR-32-MGE","JAR-32-MGE","CM003",11,"S34","barcode11","27F","1492R","MIN_16_2024-3-6",5.5,0.7,"16S_UNO-CM-003","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM773",2024-03-06,"SA","16S_RAP","DNA",2023-10-11,"SA/SK","5.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 7","",2023-04-10,"32",08:00:00,"JarJarBinks","SA/GR",2,"Molecular Grade (96%) Ethanol",9,"","washout_1","gum-washout","JarJarBinks_32","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"215","JAR-44-DRS-L203",13269,0.9241,"DNA1-JAR-44-DRS","JAR-44-DRS","CM001",35,"L203","barcode35","27F","1391R","MIN_16_2023-12-21",8.8,2.2,"LSK_UNO-CM-001","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA","16S_LSK","DNA",2023-08-29,"SA","56","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","",2023-04-22,"44",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",14,"","intervention_2","control","JarJarBinks_44","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"216","JAR-45-MGE-S56",5684,0.9615,"DNA1-JAR-45-MGE","JAR-45-MGE","CM004",10,"S56","barcode10","27F","1492R","MIN_16_2024-2-29",5.4,0.7,"16S_UNO-CM-004","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA","16S_RAP","DNA",2023-11-08,"SA/SK","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-23,"45",07:30:00,"JarJarBinks","SA",1,"Molecular Grade (96%) Ethanol",15,"","intervention_2","control","JarJarBinks_45","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"217","JAR-48-MGE-S223",4788,0.9637,"DNA1-JAR-48-MGE","JAR-48-MGE","CM011",16,"S223","barcode16","27F","1492R","MIN_16_2025-1-23",1.79,2.2,"16S_UNO-CM-011","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA","16S_RAP","DNA",2024-05-21,"SA","5.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","",2023-04-26,"48",07:30:00,"JarJarBinks","SA/GR",2,"Molecular Grade (96%) Ethanol",16,"","intervention_2","control","JarJarBinks_48","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"218","JAR-49-DRS-S70",17059,0.9607,"DNA1-JAR-49-DRS","JAR-49-DRS","CM005",1,"S70","barcode01","27F","1492R","MIN_16_2024-3-1",5.8,0.7,"16S_UNO-CM-005","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA","16S_RAP","DNA",2023-11-15,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",2023-04-27,"49",07:30:00,"JarJarBinks","SA",3,"DNA/RNA Shield",17,"","intervention_2","control","JarJarBinks_49","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
"219","JAR-50-MGE-S109",5998,0.9516,"DNA1-JAR-50-MGE","JAR-50-MGE","CM006",17,"S109","barcode17","27F","1492R","MIN_16_2024-5-19",3.88,1,"16S_UNO-CM-006","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA","16S_RAP","DNA",2024-02-07,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",2023-04-28,"50",07:30:00,"JarJarBinks","SA/GR",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","JarJarBinks_50","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","",""
