Sample_ID	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day	Known_Repro	Group	Room	Cage	Subject_Code	Sex	Housing	Origin	Subj_DOB	Age	Contraception	Previous_Exp	Subject_Notes	Extract_ID	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes	Sequence_ID	Seq_ID	Library_Tube	Library_Tube_ID	Library_Barcode	F_Primer	R_Primer	Run_ID	Final_Lib_Conc_ng_uL	Vol_Added_Pool_uL	Full_Seq_ID	Pipeline	Kit	Sequencer	MinION_Position	Flow_Cell_Type	Flongle_Adapter	Flow_Cell_ID	Run_Date	Loaded_By
JAR-20-DRS	2023-03-29	20	07:30:00	JarJarBinks	SA	1	DNA/RNA Shield	4		intervention_1	gum	JarJarBinks_20		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-20-MGE	2023-03-29	20	07:30:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	4		intervention_1	gum	JarJarBinks_20		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-21-DRS	2023-03-30	21	08:00:00	JarJarBinks	SA	2	DNA/RNA Shield	5		intervention_1	gum	JarJarBinks_21		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-21-MGE	2023-03-30	21	08:00:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	JarJarBinks_21		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-21-MGE	DNA	2024-04-23	SA	3.13	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		JAR-21-MGE-S185	CM010	1	S185	barcode01	27F	1492R	MIN_16_2024-7-21	7	0.6	16S_UNO-CM-010	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI583	2024-07-21	SA
JAR-22-DRS	2023-03-31	22	08:00:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	5		intervention_1	gum	JarJarBinks_22		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-22-MGE	2023-03-31	22	08:00:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	JarJarBinks_22		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-22-MGE	DNA	2024-03-21	SA	2.39	Quick-DNA Fecal/Soil Microbe	DNA Extracts 10		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-23-DRS	2023-04-01	23	08:00:00	JarJarBinks	SA	2	DNA/RNA Shield	5		intervention_1	gum	JarJarBinks_23		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-23-MGE	2023-04-01	23	08:00:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	5		intervention_1	gum	JarJarBinks_23		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-24-DRS	2023-04-02	24	08:00:00	JarJarBinks	SA	3	DNA/RNA Shield	5		intervention_1	gum	JarJarBinks_24		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-24-MGE	2023-04-02	24	08:00:00	JarJarBinks	SA	3	Molecular Grade (96%) Ethanol	5		intervention_1	gum	JarJarBinks_24		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-25-DRS	2023-04-03	25	08:00:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	6		intervention_1	gum	JarJarBinks_25		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-25-MGE	2023-04-03	25	08:00:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	6		intervention_1	gum	JarJarBinks_25		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-27-DRS	2023-04-05	27	08:00:00	JarJarBinks	SA/GR	3	DNA/RNA Shield	6		intervention_1	gum	JarJarBinks_27		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-27-MGE	2023-04-05	27	08:00:00	JarJarBinks	SA/GR	3	Molecular Grade (96%) Ethanol	6		intervention_1	gum	JarJarBinks_27		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-28-DRS	2023-04-06	28	07:30:00	JarJarBinks	SA	3	DNA/RNA Shield	7		intervention_1	gum	JarJarBinks_28		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-28-MGE	2023-04-06	28	07:30:00	JarJarBinks	SA	3	Molecular Grade (96%) Ethanol	7		intervention_1	gum	JarJarBinks_28		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-29-DRS	2023-04-07	29	08:00:00	JarJarBinks	SA/GR	3	DNA/RNA Shield	7		washout_1	gum-washout	JarJarBinks_29		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-29-DRS	DNA	2023-06-29	SA	1.14	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-29-MGE	2023-04-07	29	08:00:00	JarJarBinks	SA/GR	3	Molecular Grade (96%) Ethanol	7		washout_1	gum-washout	JarJarBinks_29		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-29-MGE	DNA	2023-06-29	SA	1.25	Quick-DNA Fecal/Soil Microbe	DNA Extracts 3		JAR-29-MGE-S184	CM009	23	S184	barcode23	27F	1492R	MIN_16_2024-7-19	4.38	0.9	16S_UNO-CM-009	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AVI598	2024-07-19	SA
JAR-30-DRS	2023-04-08	30	07:30:00	JarJarBinks	SA	3	DNA/RNA Shield	8		washout_1	gum-washout	JarJarBinks_30		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-30-MGE	2023-04-08	30	07:30:00	JarJarBinks	SA	3	Molecular Grade (96%) Ethanol	8		washout_1	gum-washout	JarJarBinks_30		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-31-DRS	2023-04-09	31	07:00:00	JarJarBinks	SA	2	DNA/RNA Shield	9		washout_1	gum-washout	JarJarBinks_31		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-31-MGE	2023-04-09	31	07:00:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	JarJarBinks_31		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-32-DRS	2023-04-10	32	08:00:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	9		washout_1	gum-washout	JarJarBinks_32		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-32-DRS	DNA	2023-10-11	SA/SK	5.7	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		JAR-32-DRS-S33	CM003	10	S33	barcode10	27F	1492R	MIN_16_2024-3-6	5.2	0.8	16S_UNO-CM-003	16S_RAP	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA
JAR-32-DRS	2023-04-10	32	08:00:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	9		washout_1	gum-washout	JarJarBinks_32		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				RNA1-JAR-32-DRS	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-32-MGE	2023-04-10	32	08:00:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	JarJarBinks_32		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-32-MGE	DNA	2023-10-11	SA/SK	5.6	Quick-DNA Fecal/Soil Microbe	DNA Extracts 7		JAR-32-MGE-S34	CM003	11	S34	barcode11	27F	1492R	MIN_16_2024-3-6	5.5	0.7	16S_UNO-CM-003	16S_RAP	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM773	2024-03-06	SA
JAR-32-MGE	2023-04-10	32	08:00:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	9		washout_1	gum-washout	JarJarBinks_32		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				RNA1-JAR-32-MGE	RNA	2023-11-01	SA		Quick-DNA/RNA MagBead	RNA Extracts 4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-33-DRS	2023-04-11	33	08:00:00	JarJarBinks	SA	2	DNA/RNA Shield	10		washout_1	gum-washout	JarJarBinks_33		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-33-MGE	2023-04-11	33	08:00:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	10		washout_1	gum-washout	JarJarBinks_33		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-34-DRS	2023-04-12	34	08:00:00	JarJarBinks	SA/GR	3	DNA/RNA Shield	10		washout_1	gum-washout	JarJarBinks_34		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-34-MGE	2023-04-12	34	08:00:00	JarJarBinks	SA/GR	3	Molecular Grade (96%) Ethanol	10		washout_1	gum-washout	JarJarBinks_34		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-35-DRS	2023-04-13	35	07:30:00	JarJarBinks	SA	2	DNA/RNA Shield	11		washout_1	gum-washout	JarJarBinks_35		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-35-MGE	2023-04-13	35	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	11		washout_1	gum-washout	JarJarBinks_35		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-36-MGE	2023-04-14	36	07:30:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	12		washout_1	gum-washout	JarJarBinks_36		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-36-MGE	DNA	2023-07-21	SA	7.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-36-MGE	2023-04-14	36	07:30:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	12		washout_1	gum-washout	JarJarBinks_36		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				RNA1-JAR-36-MGE	RNA	2023-07-20	SA	11	Quick-DNA/RNA MagBead	RNA Extracts 2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-37-MGE	2023-04-15	37	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	12		washout_1	gum-washout	JarJarBinks_37		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-38-MGE	2023-04-16	38	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	12		washout_1	gum-washout	JarJarBinks_38		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-39-MGE	2023-04-17	39	08:00:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	12		washout_1	gum-washout	JarJarBinks_39		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-41-DRS	2023-04-19	41	07:30:00	JarJarBinks	SA	2	DNA/RNA Shield	13		washout_1	gum-washout	JarJarBinks_41		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-41-DRS	DNA	2023-07-18	SA	60	Quick-DNA Fecal/Soil Microbe	DNA Extracts 4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-41-DRS	2023-04-19	41	07:30:00	JarJarBinks	SA	2	DNA/RNA Shield	13		washout_1	gum-washout	JarJarBinks_41		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				RNA1-JAR-41-DRS	RNA	2023-07-20	SA	>100	Quick-DNA/RNA MagBead	RNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-41-MGE	2023-04-19	41	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	13		washout_1	gum-washout	JarJarBinks_41		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-41-MGE	DNA	2023-07-18	SA	22	Quick-DNA Fecal/Soil Microbe	DNA Extracts 4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-41-MGE	2023-04-19	41	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	13		washout_1	gum-washout	JarJarBinks_41		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				RNA1-JAR-41-MGE	RNA	2023-07-20	SA	6	Quick-DNA/RNA MagBead	RNA Extracts 1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-43-DRS	2023-04-21	43	07:00:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	13		intervention_2	control	JarJarBinks_43		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-43-DRS	DNA	2023-06-26	SA	3.98	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-43-MGE	2023-04-21	43	07:00:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	13		intervention_2	control	JarJarBinks_43		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-43-MGE	DNA	2023-06-26	SA	3.84	Quick-DNA Fecal/Soil Microbe	DNA Extracts 2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-44-DRS	2023-04-22	44	07:30:00	JarJarBinks	SA	2	DNA/RNA Shield	14		intervention_2	control	JarJarBinks_44		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-44-DRS	DNA	2023-08-29	SA	56	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		JAR-44-DRS-L203	CM001	35	L203	barcode35	27F	1391R	MIN_16_2023-12-21	8.8	2.2	LSK_UNO-CM-001	16S_LSK	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA
JAR-44-DRS	2023-04-22	44	07:30:00	JarJarBinks	SA	2	DNA/RNA Shield	14		intervention_2	control	JarJarBinks_44		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				RNA1-JAR-44-DRS	RNA	2023-09-15	SA/SK	>100	Quick-DNA/RNA MagBead	RNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-44-MGE	2023-04-22	44	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	JarJarBinks_44		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-44-MGE	DNA	2023-08-29	SA	18	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		JAR-44-MGE-L204	CM001	36	L204	barcode36	27F	1391R	MIN_16_2023-12-21	1.97	10	LSK_UNO-CM-001	16S_LSK	SQK-LSK114 EXP-PBC096	Angel-MinION	MN43747	FLO-MIN114		FAW97410	2023-12-21	SA
JAR-44-MGE	2023-04-22	44	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	JarJarBinks_44		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-44-MGE	DNA	2023-08-29	SA	18	Quick-DNA Fecal/Soil Microbe	DNA Extracts 6		JAR-44-MGE-S10	CM002	10	S10	barcode10	27F	1492R	MIN_16_2024-2-12	2.21	1.8	16S_UNO-CM-002	16S_RAP	SQK-16S024	Angel-MinION	MN43747	FLO-MIN114		FAX08980	2024-02-12	SA
JAR-44-MGE	2023-04-22	44	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	JarJarBinks_44		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				RNA1-JAR-44-MGE	RNA	2023-09-15	SA/SK	15	Quick-DNA/RNA MagBead	RNA Extracts 3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-45-DRS	2023-04-23	45	07:30:00	JarJarBinks	SA	1	DNA/RNA Shield	15		intervention_2	control	JarJarBinks_45		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-45-DRS	DNA	2023-11-08	SA/SK	27	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-45-DRS	2023-04-23	45	07:30:00	JarJarBinks	SA	1	DNA/RNA Shield	15		intervention_2	control	JarJarBinks_45		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				RNA1-JAR-45-DRS	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-45-MGE	2023-04-23	45	07:30:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	15		intervention_2	control	JarJarBinks_45		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-45-MGE	DNA	2023-11-08	SA/SK	11	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		JAR-45-MGE-S56	CM004	10	S56	barcode10	27F	1492R	MIN_16_2024-2-29	5.4	0.7	16S_UNO-CM-004	16S_RAP	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARL498	2024-02-29	SA
JAR-45-MGE	2023-04-23	45	07:30:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	15		intervention_2	control	JarJarBinks_45		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				RNA1-JAR-45-MGE	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-46-DRS	2023-04-24	46	07:30:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	15		intervention_2	control	JarJarBinks_46		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-46-MGE	2023-04-24	46	07:30:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	JarJarBinks_46		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-48-DRS	2023-04-26	48	07:30:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	16		intervention_2	control	JarJarBinks_48		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-48-MGE	2023-04-26	48	07:30:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	16		intervention_2	control	JarJarBinks_48		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-48-MGE	DNA	2024-05-21	SA	5.9	Quick-DNA Fecal/Soil Microbe	DNA Extracts 11		JAR-48-MGE-S223	CM011	16	S223	barcode16	27F	1492R	MIN_16_2025-1-23	1.79	2.2	16S_UNO-CM-011	16S_RAP	SQK-16S114-24	Angel-MinION	MN43747	FLO-FLG114	FA-08546	AWE108	2025-01-23	SA
JAR-49-DRS	2023-04-27	49	07:30:00	JarJarBinks	SA	3	DNA/RNA Shield	17		intervention_2	control	JarJarBinks_49		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-49-DRS	DNA	2023-11-15	SA	10	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		JAR-49-DRS-S70	CM005	1	S70	barcode01	27F	1492R	MIN_16_2024-3-1	5.8	0.7	16S_UNO-CM-005	16S_RAP	SQK-16S024	Angel-MinION	MN43747	FLO-FLG001	FA-08546	ARM042	2024-03-01	SA
JAR-49-DRS	2023-04-27	49	07:30:00	JarJarBinks	SA	3	DNA/RNA Shield	17		intervention_2	control	JarJarBinks_49		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				RNA1-JAR-49-DRS	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JAR-49-MGE	2023-04-27	49	07:30:00	JarJarBinks	SA	3	Molecular Grade (96%) Ethanol	17		intervention_2	control	JarJarBinks_49		Group1	RoomB	B2	JAR	Male	Pair	Texas	2020-01-25	3.123287671				DNA1-JAR-49-MGE	DNA	2023-11-15	SA	2.53	Quick-DNA Fecal/Soil Microbe	DNA Extracts 8		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
