Sample_ID	Date	Study_Day	Sample_Time	Subject	Sample_Collected_By	Bristol	Sample_Stabilizer	Sample_Box	Sample_Notes	Diet_Trial	Group_Phase	Subj_Day
HEN-42-MGE	2023-04-20	42	08:00:00	Henry	SA	2	Molecular Grade (96%) Ethanol	13	collected from bedding	washout_1	control-washout	Henry_42
GIN-42-DRS	2023-04-20	42	08:00:00	Ginger	SA	2	DNA/RNA Shield	13	collected from bedding	washout_1	control-washout	Ginger_42
GIN-42-MGE	2023-04-20	42	08:00:00	Ginger	SA	2	Molecular Grade (96%) Ethanol	13	collected from bedding	washout_1	control-washout	Ginger_42
HAM-43-DRS	2023-04-21	43	07:00:00	Hamlet	SA/GR	2	DNA/RNA Shield	13		intervention_2	control	Hamlet_43
HAM-43-MGE	2023-04-21	43	07:00:00	Hamlet	SA/GR	2	Molecular Grade (96%) Ethanol	13		intervention_2	control	Hamlet_43
HER-43-DRS	2023-04-21	43	07:00:00	Hera	SA/GR	2	DNA/RNA Shield	13		intervention_2	control	Hera_43
HER-43-MGE	2023-04-21	43	07:00:00	Hera	SA/GR	2	Molecular Grade (96%) Ethanol	13		intervention_2	control	Hera_43
JAR-43-DRS	2023-04-21	43	07:00:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	13		intervention_2	control	JarJarBinks_43
JAR-43-MGE	2023-04-21	43	07:00:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	13		intervention_2	control	JarJarBinks_43
OPH-43-DRS	2023-04-21	43	07:00:00	Ophelia	SA/GR	2	DNA/RNA Shield	14		intervention_2	control	Ophelia_43
OPH-43-MGE	2023-04-21	43	07:00:00	Ophelia	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Ophelia_43
KUB-43-DRS	2023-04-21	43	07:00:00	Kubo	SA/GR	2	DNA/RNA Shield	14		intervention_2	control	Kubo_43
KUB-43-MGE	2023-04-21	43	07:00:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Kubo_43
KOR-43-DRS	2023-04-21	43	07:00:00	Korra	SA/GR	3	DNA/RNA Shield	14		intervention_2	control	Korra_43
KOR-43-MGE	2023-04-21	43	07:00:00	Korra	SA/GR	3	Molecular Grade (96%) Ethanol	14		intervention_2	control	Korra_43
WOL-43-DRS	2023-04-21	43	07:00:00	Wolverine	SA/GR	2	DNA/RNA Shield	14		intervention_2	control	Wolverine_43
WOL-43-MGE	2023-04-21	43	07:00:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Wolverine_43
IRI-43-DRS	2023-04-21	43	07:00:00	Iris	SA/GR	2	DNA/RNA Shield	14		intervention_2	control	Iris_43
IRI-43-MGE	2023-04-21	43	07:00:00	Iris	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Iris_43
GOO-43-DRS	2023-04-21	43	07:30:00	Goose	SA/GR	2	DNA/RNA Shield	14		intervention_2	control	Goose_43
GOO-43-MGE	2023-04-21	43	07:30:00	Goose	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Goose_43
LAM-43-DRS	2023-04-21	43	07:30:00	Lambchop	SA/GR	3	DNA/RNA Shield	14		intervention_2	control	Lambchop_43
LAM-43-MGE	2023-04-21	43	07:30:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	14		intervention_2	control	Lambchop_43
FRA-43-DRS	2023-04-21	43	07:30:00	Franc	SA/GR	2	DNA/RNA Shield	14		intervention_2	gum	Franc_43
FRA-43-MGE	2023-04-21	43	07:30:00	Franc	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Franc_43
IVY-43-DRS	2023-04-21	43	07:30:00	Ivy	SA/GR	3	DNA/RNA Shield	14		intervention_2	gum	Ivy_43
IVY-43-MGE	2023-04-21	43	07:30:00	Ivy	SA/GR	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Ivy_43
CHA-43-DRS	2023-04-21	43	07:30:00	Charles	SA/GR	3	DNA/RNA Shield	14		intervention_2	gum	Charles_43
CHA-43-MGE	2023-04-21	43	07:30:00	Charles	SA/GR	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Charles_43
GRO-43-DRS	2023-04-21	43	07:30:00	Grogu	SA/GR	2	DNA/RNA Shield	14		intervention_2	gum	Grogu_43
GRO-43-MGE	2023-04-21	43	07:30:00	Grogu	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Grogu_43
MAR-43-DRS	2023-04-21	43	07:30:00	Marshmallow	SA/GR	3	DNA/RNA Shield	14		intervention_2	gum	Marshmallow_43
MAR-43-MGE	2023-04-21	43	07:30:00	Marshmallow	SA/GR	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Marshmallow_43
BUD-43-DRS	2023-04-21	43	07:30:00	Buddy	SA/GR	3	DNA/RNA Shield	14		intervention_2	gum	Buddy_43
BUD-43-MGE	2023-04-21	43	07:30:00	Buddy	SA/GR	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Buddy_43
JOA-43-DRS	2023-04-21	43	07:30:00	Joans	SA/GR	2	DNA/RNA Shield	14		intervention_2	gum	Joans_43
JOA-43-MGE	2023-04-21	43	07:30:00	Joans	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Joans_43
HEN-43-DRS	2023-04-21	43	07:30:00	Henry	SA/GR	2	DNA/RNA Shield	14		intervention_2	gum	Henry_43
HEN-43-MGE	2023-04-21	43	07:30:00	Henry	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Henry_43
GIN-43-DRS	2023-04-21	43	07:30:00	Ginger	SA/GR	2	DNA/RNA Shield	14		intervention_2	gum	Ginger_43
GIN-43-MGE	2023-04-21	43	07:30:00	Ginger	SA/GR	2	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Ginger_43
HAM-44-DRS	2023-04-22	44	07:30:00	Hamlet	SA	2	DNA/RNA Shield	14		intervention_2	control	Hamlet_44
HAM-44-MGE	2023-04-22	44	07:30:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Hamlet_44
HER-44-DRS	2023-04-22	44	07:30:00	Hera	SA	2	DNA/RNA Shield	14		intervention_2	control	Hera_44
HER-44-MGE	2023-04-22	44	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Hera_44
JAR-44-DRS	2023-04-22	44	07:30:00	JarJarBinks	SA	2	DNA/RNA Shield	14		intervention_2	control	JarJarBinks_44
JAR-44-MGE	2023-04-22	44	07:30:00	JarJarBinks	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	JarJarBinks_44
OPH-44-DRS	2023-04-22	44	07:30:00	Ophelia	SA	2	DNA/RNA Shield	14		intervention_2	control	Ophelia_44
OPH-44-MGE	2023-04-22	44	07:30:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Ophelia_44
KUB-44-DRS	2023-04-22	44	07:30:00	Kubo	SA	3	DNA/RNA Shield	14		intervention_2	control	Kubo_44
KUB-44-MGE	2023-04-22	44	07:30:00	Kubo	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	control	Kubo_44
KOR-44-DRS	2023-04-22	44	07:30:00	Korra	SA	3	DNA/RNA Shield	14		intervention_2	control	Korra_44
KOR-44-MGE	2023-04-22	44	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	control	Korra_44
WOL-44-DRS	2023-04-22	44	07:30:00	Wolverine	SA	2	DNA/RNA Shield	14		intervention_2	control	Wolverine_44
WOL-44-MGE	2023-04-22	44	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Wolverine_44
IRI-44-DRS	2023-04-22	44	07:30:00	Iris	SA	2	DNA/RNA Shield	14		intervention_2	control	Iris_44
IRI-44-MGE	2023-04-22	44	07:30:00	Iris	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	control	Iris_44
GOO-44-DRS	2023-04-22	44	08:00:00	Goose	SA	3	DNA/RNA Shield	14		intervention_2	control	Goose_44
GOO-44-MGE	2023-04-22	44	08:00:00	Goose	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	control	Goose_44
LAM-44-DRS	2023-04-22	44	08:00:00	Lambchop	SA	3	DNA/RNA Shield	14		intervention_2	control	Lambchop_44
LAM-44-MGE	2023-04-22	44	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	control	Lambchop_44
FRA-44-DRS	2023-04-22	44	08:00:00	Franc	SA	3	DNA/RNA Shield	14		intervention_2	gum	Franc_44
FRA-44-MGE	2023-04-22	44	08:00:00	Franc	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Franc_44
IVY-44-DRS	2023-04-22	44	08:00:00	Ivy	SA	3	DNA/RNA Shield	14		intervention_2	gum	Ivy_44
IVY-44-MGE	2023-04-22	44	08:00:00	Ivy	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Ivy_44
CHA-44-DRS	2023-04-22	44	08:00:00	Charles	SA	2	DNA/RNA Shield	14		intervention_2	gum	Charles_44
CHA-44-MGE	2023-04-22	44	08:00:00	Charles	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Charles_44
GRO-44-DRS	2023-04-22	44	08:00:00	Grogu	SA	3	DNA/RNA Shield	14		intervention_2	gum	Grogu_44
GRO-44-MGE	2023-04-22	44	08:00:00	Grogu	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Grogu_44
MAR-44-DRS	2023-04-22	44	08:00:00	Marshmallow	SA	3	DNA/RNA Shield	14		intervention_2	gum	Marshmallow_44
MAR-44-MGE	2023-04-22	44	08:00:00	Marshmallow	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Marshmallow_44
BUD-44-DRS	2023-04-22	44	08:00:00	Buddy	SA	3	DNA/RNA Shield	14		intervention_2	gum	Buddy_44
BUD-44-MGE	2023-04-22	44	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Buddy_44
JOA-44-DRS	2023-04-22	44	08:00:00	Joans	SA	2	DNA/RNA Shield	14		intervention_2	gum	Joans_44
JOA-44-MGE	2023-04-22	44	08:00:00	Joans	SA	2	Molecular Grade (96%) Ethanol	14		intervention_2	gum	Joans_44
HEN-44-DRS	2023-04-22	44	08:00:00	Henry	SA	3	DNA/RNA Shield	15		intervention_2	gum	Henry_44
HEN-44-MGE	2023-04-22	44	08:00:00	Henry	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Henry_44
GIN-44-DRS	2023-04-22	44	08:00:00	Ginger	SA	3	DNA/RNA Shield	15		intervention_2	gum	Ginger_44
GIN-44-MGE	2023-04-22	44	08:00:00	Ginger	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Ginger_44
HAM-45-DRS	2023-04-23	45	07:30:00	Hamlet	SA	2	DNA/RNA Shield	15		intervention_2	control	Hamlet_45
HAM-45-MGE	2023-04-23	45	07:30:00	Hamlet	SA	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Hamlet_45
HER-45-DRS	2023-04-23	45	07:30:00	Hera	SA	2	DNA/RNA Shield	15		intervention_2	control	Hera_45
HER-45-MGE	2023-04-23	45	07:30:00	Hera	SA	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Hera_45
JAR-45-DRS	2023-04-23	45	07:30:00	JarJarBinks	SA	1	DNA/RNA Shield	15		intervention_2	control	JarJarBinks_45
JAR-45-MGE	2023-04-23	45	07:30:00	JarJarBinks	SA	1	Molecular Grade (96%) Ethanol	15		intervention_2	control	JarJarBinks_45
OPH-45-DRS	2023-04-23	45	07:30:00	Ophelia	SA	2	DNA/RNA Shield	15		intervention_2	control	Ophelia_45
OPH-45-MGE	2023-04-23	45	07:30:00	Ophelia	SA	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Ophelia_45
KUB-45-DRS	2023-04-23	45	07:30:00	Kubo	SA	1	DNA/RNA Shield	15		intervention_2	control	Kubo_45
KUB-45-MGE	2023-04-23	45	07:30:00	Kubo	SA	1	Molecular Grade (96%) Ethanol	15		intervention_2	control	Kubo_45
KOR-45-DRS	2023-04-23	45	07:30:00	Korra	SA	3	DNA/RNA Shield	15		intervention_2	control	Korra_45
KOR-45-MGE	2023-04-23	45	07:30:00	Korra	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	control	Korra_45
WOL-45-DRS	2023-04-23	45	07:30:00	Wolverine	SA	2	DNA/RNA Shield	15		intervention_2	control	Wolverine_45
WOL-45-MGE	2023-04-23	45	07:30:00	Wolverine	SA	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Wolverine_45
IRI-45-DRS	2023-04-23	45	07:30:00	Iris	SA	2	DNA/RNA Shield	15		intervention_2	control	Iris_45
IRI-45-MGE	2023-04-23	45	07:30:00	Iris	SA	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Iris_45
GOO-45-DRS	2023-04-23	45	08:00:00	Goose	SA	3	DNA/RNA Shield	15		intervention_2	control	Goose_45
GOO-45-MGE	2023-04-23	45	08:00:00	Goose	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	control	Goose_45
LAM-45-DRS	2023-04-23	45	08:00:00	Lambchop	SA	3	DNA/RNA Shield	15		intervention_2	control	Lambchop_45
LAM-45-MGE	2023-04-23	45	08:00:00	Lambchop	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	control	Lambchop_45
FRA-45-DRS	2023-04-23	45	08:00:00	Franc	SA	3	DNA/RNA Shield	15		intervention_2	gum	Franc_45
FRA-45-MGE	2023-04-23	45	08:00:00	Franc	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Franc_45
IVY-45-DRS	2023-04-23	45	08:00:00	Ivy	SA	3	DNA/RNA Shield	15		intervention_2	gum	Ivy_45
IVY-45-MGE	2023-04-23	45	08:00:00	Ivy	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Ivy_45
CHA-45-DRS	2023-04-23	45	08:00:00	Charles	SA	3	DNA/RNA Shield	15		intervention_2	gum	Charles_45
CHA-45-MGE	2023-04-23	45	08:00:00	Charles	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Charles_45
GRO-45-DRS	2023-04-23	45	08:00:00	Grogu	SA	3	DNA/RNA Shield	15		intervention_2	gum	Grogu_45
GRO-45-MGE	2023-04-23	45	08:00:00	Grogu	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Grogu_45
MAR-45-DRS	2023-04-23	45	08:00:00	Marshmallow	SA	3	DNA/RNA Shield	15		intervention_2	gum	Marshmallow_45
MAR-45-MGE	2023-04-23	45	08:00:00	Marshmallow	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Marshmallow_45
BUD-45-DRS	2023-04-23	45	08:00:00	Buddy	SA	3	DNA/RNA Shield	15		intervention_2	gum	Buddy_45
BUD-45-MGE	2023-04-23	45	08:00:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Buddy_45
JOA-45-DRS	2023-04-23	45	08:00:00	Joans	SA	3	DNA/RNA Shield	15		intervention_2	gum	Joans_45
JOA-45-MGE	2023-04-23	45	08:00:00	Joans	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Joans_45
HEN-45-DRS	2023-04-23	45	08:00:00	Henry	SA	3	DNA/RNA Shield	15		intervention_2	gum	Henry_45
HEN-45-MGE	2023-04-23	45	08:00:00	Henry	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Henry_45
GIN-45-DRS	2023-04-23	45	08:00:00	Ginger	SA	3	DNA/RNA Shield	15		intervention_2	gum	Ginger_45
GIN-45-MGE	2023-04-23	45	08:00:00	Ginger	SA	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Ginger_45
HAM-46-DRS	2023-04-24	46	07:30:00	Hamlet	SA/GR	2	DNA/RNA Shield	15		intervention_2	control	Hamlet_46
HAM-46-MGE	2023-04-24	46	07:30:00	Hamlet	SA/GR	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Hamlet_46
HER-46-DRS	2023-04-24	46	07:30:00	Hera	SA/GR	2	DNA/RNA Shield	15		intervention_2	control	Hera_46
HER-46-MGE	2023-04-24	46	07:30:00	Hera	SA/GR	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Hera_46
JAR-46-DRS	2023-04-24	46	07:30:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	15		intervention_2	control	JarJarBinks_46
JAR-46-MGE	2023-04-24	46	07:30:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	JarJarBinks_46
OPH-46-DRS	2023-04-24	46	07:30:00	Ophelia	SA/GR	1	DNA/RNA Shield	15		intervention_2	control	Ophelia_46
OPH-46-MGE	2023-04-24	46	07:30:00	Ophelia	SA/GR	1	Molecular Grade (96%) Ethanol	15		intervention_2	control	Ophelia_46
KUB-46-DRS	2023-04-24	46	07:30:00	Kubo	SA/GR	2	DNA/RNA Shield	15		intervention_2	control	Kubo_46
KUB-46-MGE	2023-04-24	46	07:30:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Kubo_46
KOR-46-DRS	2023-04-24	46	07:30:00	Korra	SA/GR	3	DNA/RNA Shield	15		intervention_2	control	Korra_46
KOR-46-MGE	2023-04-24	46	07:30:00	Korra	SA/GR	3	Molecular Grade (96%) Ethanol	15		intervention_2	control	Korra_46
WOL-46-DRS	2023-04-24	46	07:30:00	Wolverine	SA/GR	2	DNA/RNA Shield	15		intervention_2	control	Wolverine_46
WOL-46-MGE	2023-04-24	46	07:30:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	15		intervention_2	control	Wolverine_46
IRI-46-DRS	2023-04-24	46	07:30:00	Iris	SA/GR	3	DNA/RNA Shield	15		intervention_2	control	Iris_46
IRI-46-MGE	2023-04-24	46	07:30:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	15		intervention_2	control	Iris_46
GOO-46-DRS	2023-04-24	46	08:00:00	Goose	SA/GR	3	DNA/RNA Shield	15		intervention_2	control	Goose_46
GOO-46-MGE	2023-04-24	46	08:00:00	Goose	SA/GR	3	Molecular Grade (96%) Ethanol	15		intervention_2	control	Goose_46
LAM-46-DRS	2023-04-24	46	08:00:00	Lambchop	SA/GR	3	DNA/RNA Shield	15		intervention_2	control	Lambchop_46
LAM-46-MGE	2023-04-24	46	08:00:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	15		intervention_2	control	Lambchop_46
FRA-46-DRS	2023-04-24	46	08:00:00	Franc	SA/GR	2	DNA/RNA Shield	15		intervention_2	gum	Franc_46
FRA-46-MGE	2023-04-24	46	08:00:00	Franc	SA/GR	2	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Franc_46
IVY-46-DRS	2023-04-24	46	08:00:00	Ivy	SA/GR	3	DNA/RNA Shield	15		intervention_2	gum	Ivy_46
IVY-46-MGE	2023-04-24	46	08:00:00	Ivy	SA/GR	3	Molecular Grade (96%) Ethanol	15		intervention_2	gum	Ivy_46
CHA-46-DRS	2023-04-24	46	08:00:00	Charles	SA/GR	2	DNA/RNA Shield	16		intervention_2	gum	Charles_46
CHA-46-MGE	2023-04-24	46	08:00:00	Charles	SA/GR	2	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Charles_46
GRO-46-DRS	2023-04-24	46	08:00:00	Grogu	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Grogu_46
GRO-46-MGE	2023-04-24	46	08:00:00	Grogu	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Grogu_46
MAR-46-DRS	2023-04-24	46	08:00:00	Marshmallow	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Marshmallow_46
MAR-46-MGE	2023-04-24	46	08:00:00	Marshmallow	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Marshmallow_46
BUD-46-DRS	2023-04-24	46	08:00:00	Buddy	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Buddy_46
BUD-46-MGE	2023-04-24	46	08:00:00	Buddy	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Buddy_46
JOA-46-DRS	2023-04-24	46	08:00:00	Joans	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Joans_46
JOA-46-MGE	2023-04-24	46	08:00:00	Joans	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Joans_46
HEN-46-DRS	2023-04-24	46	08:00:00	Henry	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Henry_46
HEN-46-MGE	2023-04-24	46	08:00:00	Henry	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Henry_46
GIN-46-DRS	2023-04-24	46	08:00:00	Ginger	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Ginger_46
GIN-46-MGE	2023-04-24	46	08:00:00	Ginger	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Ginger_46
FRA-47-DRS	2023-04-25	47	07:30:00	Franc	SA	3	DNA/RNA Shield	16		intervention_2	gum	Franc_47
FRA-47-MGE	2023-04-25	47	07:30:00	Franc	SA	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Franc_47
IVY-47-DRS	2023-04-25	47	07:30:00	Ivy	SA	2	DNA/RNA Shield	16		intervention_2	gum	Ivy_47
IVY-47-MGE	2023-04-25	47	07:30:00	Ivy	SA	2	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Ivy_47
CHA-47-DRS	2023-04-25	47	07:30:00	Charles	SA	3	DNA/RNA Shield	16		intervention_2	gum	Charles_47
CHA-47-MGE	2023-04-25	47	07:30:00	Charles	SA	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Charles_47
GRO-47-DRS	2023-04-25	47	07:30:00	Grogu	SA	3	DNA/RNA Shield	16		intervention_2	gum	Grogu_47
GRO-47-MGE	2023-04-25	47	07:30:00	Grogu	SA	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Grogu_47
MAR-47-DRS	2023-04-25	47	07:30:00	Marshmallow	SA	2	DNA/RNA Shield	16		intervention_2	gum	Marshmallow_47
MAR-47-MGE	2023-04-25	47	07:30:00	Marshmallow	SA	2	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Marshmallow_47
BUD-47-DRS	2023-04-25	47	07:30:00	Buddy	SA	3	DNA/RNA Shield	16		intervention_2	gum	Buddy_47
BUD-47-MGE	2023-04-25	47	07:30:00	Buddy	SA	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Buddy_47
JOA-47-DRS	2023-04-25	47	07:30:00	Joans	SA	3	DNA/RNA Shield	16		intervention_2	gum	Joans_47
JOA-47-MGE	2023-04-25	47	07:30:00	Joans	SA	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Joans_47
HEN-47-DRS	2023-04-25	47	07:30:00	Henry	SA	3	DNA/RNA Shield	16		intervention_2	gum	Henry_47
HEN-47-MGE	2023-04-25	47	07:30:00	Henry	SA	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Henry_47
GIN-47-DRS	2023-04-25	47	07:30:00	Ginger	SA	2	DNA/RNA Shield	16		intervention_2	gum	Ginger_47
GIN-47-MGE	2023-04-25	47	07:30:00	Ginger	SA	2	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Ginger_47
HAM-48-DRS	2023-04-26	48	07:30:00	Hamlet	SA/GR	2	DNA/RNA Shield	16		intervention_2	control	Hamlet_48
HAM-48-MGE	2023-04-26	48	07:30:00	Hamlet	SA/GR	2	Molecular Grade (96%) Ethanol	16		intervention_2	control	Hamlet_48
HER-48-DRS	2023-04-26	48	07:30:00	Hera	SA/GR	2	DNA/RNA Shield	16		intervention_2	control	Hera_48
HER-48-MGE	2023-04-26	48	07:30:00	Hera	SA/GR	2	Molecular Grade (96%) Ethanol	16		intervention_2	control	Hera_48
JAR-48-DRS	2023-04-26	48	07:30:00	JarJarBinks	SA/GR	2	DNA/RNA Shield	16		intervention_2	control	JarJarBinks_48
JAR-48-MGE	2023-04-26	48	07:30:00	JarJarBinks	SA/GR	2	Molecular Grade (96%) Ethanol	16		intervention_2	control	JarJarBinks_48
OPH-48-DRS	2023-04-26	48	07:30:00	Ophelia	SA/GR	1	DNA/RNA Shield	16		intervention_2	control	Ophelia_48
OPH-48-MGE	2023-04-26	48	07:30:00	Ophelia	SA/GR	1	Molecular Grade (96%) Ethanol	16		intervention_2	control	Ophelia_48
KUB-48-DRS	2023-04-26	48	07:30:00	Kubo	SA/GR	2	DNA/RNA Shield	16		intervention_2	control	Kubo_48
KUB-48-MGE	2023-04-26	48	07:30:00	Kubo	SA/GR	2	Molecular Grade (96%) Ethanol	16		intervention_2	control	Kubo_48
KOR-48-DRS	2023-04-26	48	07:30:00	Korra	SA/GR	3	DNA/RNA Shield	16		intervention_2	control	Korra_48
KOR-48-MGE	2023-04-26	48	07:30:00	Korra	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	control	Korra_48
WOL-48-DRS	2023-04-26	48	07:30:00	Wolverine	SA/GR	2	DNA/RNA Shield	16		intervention_2	control	Wolverine_48
WOL-48-MGE	2023-04-26	48	07:30:00	Wolverine	SA/GR	2	Molecular Grade (96%) Ethanol	16		intervention_2	control	Wolverine_48
IRI-48-DRS	2023-04-26	48	07:30:00	Iris	SA/GR	3	DNA/RNA Shield	16		intervention_2	control	Iris_48
IRI-48-MGE	2023-04-26	48	07:30:00	Iris	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	control	Iris_48
GOO-48-DRS	2023-04-26	48	08:00:00	Goose	SA/GR	3	DNA/RNA Shield	16		intervention_2	control	Goose_48
GOO-48-MGE	2023-04-26	48	08:00:00	Goose	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	control	Goose_48
LAM-48-DRS	2023-04-26	48	08:00:00	Lambchop	SA/GR	3	DNA/RNA Shield	16		intervention_2	control	Lambchop_48
LAM-48-MGE	2023-04-26	48	08:00:00	Lambchop	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	control	Lambchop_48
FRA-48-DRS	2023-04-26	48	08:00:00	Franc	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Franc_48
FRA-48-MGE	2023-04-26	48	08:00:00	Franc	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Franc_48
IVY-48-DRS	2023-04-26	48	08:00:00	Ivy	SA/GR	4	DNA/RNA Shield	16		intervention_2	gum	Ivy_48
IVY-48-MGE	2023-04-26	48	08:00:00	Ivy	SA/GR	4	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Ivy_48
CHA-48-DRS	2023-04-26	48	08:00:00	Charles	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Charles_48
CHA-48-MGE	2023-04-26	48	08:00:00	Charles	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Charles_48
GRO-48-DRS	2023-04-26	48	08:00:00	Grogu	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Grogu_48
GRO-48-MGE	2023-04-26	48	08:00:00	Grogu	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Grogu_48
MAR-48-DRS	2023-04-26	48	08:00:00	Marshmallow	SA/GR	3	DNA/RNA Shield	16		intervention_2	gum	Marshmallow_48
MAR-48-MGE	2023-04-26	48	08:00:00	Marshmallow	SA/GR	3	Molecular Grade (96%) Ethanol	16		intervention_2	gum	Marshmallow_48
