Sample_ID	Subject	Sample_Date	Sample_Collected_By	Group_Phase	Diet_Trial	Sample_Notes	Sample_Box	Bristol	Sample_Time	Sample_Stabilizer
IRI-25-DRS	Iris	4/3/23	SA/GR	gum	intervention_1		6	3	800	DNA/RNA Shield
IRI-25-MGE	Iris	4/3/23	SA/GR	gum	intervention_1		6	3	800	Molecular Grade (96%) Ethanol
GOO-25-DRS	Goose	4/3/23	SA/GR	gum	intervention_1		6	3	730	DNA/RNA Shield
GOO-25-MGE	Goose	4/3/23	SA/GR	gum	intervention_1		6	3	730	Molecular Grade (96%) Ethanol
LAM-25-DRS	Lambchop	4/3/23	SA/GR	gum	intervention_1		6	3	730	DNA/RNA Shield
LAM-25-MGE	Lambchop	4/3/23	SA/GR	gum	intervention_1		6	3	730	Molecular Grade (96%) Ethanol
FRA-25-DRS	Franc	4/3/23	SA/GR	control	intervention_1		6	1	730	DNA/RNA Shield
FRA-25-MGE	Franc	4/3/23	SA/GR	control	intervention_1		6	1	730	Molecular Grade (96%) Ethanol
IVY-25-DRS	Ivy	4/3/23	SA/GR	control	intervention_1		6	2	730	DNA/RNA Shield
IVY-25-MGE	Ivy	4/3/23	SA/GR	control	intervention_1		6	2	730	Molecular Grade (96%) Ethanol
GRO-25-DRS	Grogu	4/3/23	SA/GR	control	intervention_1		6	2	730	DNA/RNA Shield
GRO-25-MGE	Grogu	4/3/23	SA/GR	control	intervention_1		6	2	730	Molecular Grade (96%) Ethanol
MAR-25-DRS	Marshmallow	4/3/23	SA/GR	control	intervention_1		6	2	730	DNA/RNA Shield
MAR-25-MGE	Marshmallow	4/3/23	SA/GR	control	intervention_1		6	2	730	Molecular Grade (96%) Ethanol
BUD-25-DRS	Buddy	4/3/23	SA/GR	control	intervention_1		6	3	730	DNA/RNA Shield
BUD-25-MGE	Buddy	4/3/23	SA/GR	control	intervention_1		6	3	730	Molecular Grade (96%) Ethanol
JOA-25-DRS	Joans	4/3/23	SA/GR	control	intervention_1		6	3	730	DNA/RNA Shield
JOA-25-MGE	Joans	4/3/23	SA/GR	control	intervention_1		6	3	730	Molecular Grade (96%) Ethanol
HEN-25-DRS	Henry	4/3/23	SA/GR	control	intervention_1		6	2	730	DNA/RNA Shield
HEN-25-MGE	Henry	4/3/23	SA/GR	control	intervention_1		6	2	730	Molecular Grade (96%) Ethanol
GIN-25-DRS	Ginger	4/3/23	SA/GR	control	intervention_1		6	2	730	DNA/RNA Shield
GIN-25-MGE	Ginger	4/3/23	SA/GR	control	intervention_1		6	2	730	Molecular Grade (96%) Ethanol
HAM-27-DRS	Hamlet	4/5/23	SA/GR	gum	intervention_1		6	1	800	DNA/RNA Shield
HAM-27-MGE	Hamlet	4/5/23	SA/GR	gum	intervention_1		6	1	800	Molecular Grade (96%) Ethanol
HER-27-DRS	Hera	4/5/23	SA/GR	gum	intervention_1		6	1	800	DNA/RNA Shield
HER-27-MGE	Hera	4/5/23	SA/GR	gum	intervention_1		6	1	800	Molecular Grade (96%) Ethanol
JAR-27-DRS	JarJarBinks	4/5/23	SA/GR	gum	intervention_1		6	3	800	DNA/RNA Shield
JAR-27-MGE	JarJarBinks	4/5/23	SA/GR	gum	intervention_1		6	3	800	Molecular Grade (96%) Ethanol
OPH-27-DRS	Ophelia	4/5/23	SA/GR	gum	intervention_1		6	3	800	DNA/RNA Shield
OPH-27-MGE	Ophelia	4/5/23	SA/GR	gum	intervention_1		6	3	800	Molecular Grade (96%) Ethanol
KUB-27-DRS	Kubo	4/5/23	SA/GR	gum	intervention_1		6	3	800	DNA/RNA Shield
KUB-27-MGE	Kubo	4/5/23	SA/GR	gum	intervention_1		6	3	800	Molecular Grade (96%) Ethanol
KOR-27-DRS	Korra	4/5/23	SA/GR	gum	intervention_1		6	2	800	DNA/RNA Shield
KOR-27-MGE	Korra	4/5/23	SA/GR	gum	intervention_1		6	2	800	Molecular Grade (96%) Ethanol
WOL-27-DRS	Wolverine	4/5/23	SA/GR	gum	intervention_1		6	1	800	DNA/RNA Shield
WOL-27-MGE	Wolverine	4/5/23	SA/GR	gum	intervention_1		6	1	800	Molecular Grade (96%) Ethanol
IRI-27-DRS	Iris	4/5/23	SA/GR	gum	intervention_1		6	3	800	DNA/RNA Shield
IRI-27-MGE	Iris	4/5/23	SA/GR	gum	intervention_1		6	3	800	Molecular Grade (96%) Ethanol
GOO-27-DRS	Goose	4/5/23	SA/GR	gum	intervention_1		6	3	730	DNA/RNA Shield
GOO-27-MGE	Goose	4/5/23	SA/GR	gum	intervention_1		6	3	730	Molecular Grade (96%) Ethanol
LAM-27-DRS	Lambchop	4/5/23	SA/GR	gum	intervention_1		6	2	730	DNA/RNA Shield
LAM-27-MGE	Lambchop	4/5/23	SA/GR	gum	intervention_1		6	2	730	Molecular Grade (96%) Ethanol
FRA-27-DRS	Franc	4/5/23	SA/GR	control	intervention_1		7	2	730	DNA/RNA Shield
FRA-27-MGE	Franc	4/5/23	SA/GR	control	intervention_1		7	2	730	Molecular Grade (96%) Ethanol
IVY-27-DRS	Ivy	4/5/23	SA/GR	control	intervention_1		7	1	730	DNA/RNA Shield
IVY-27-MGE	Ivy	4/5/23	SA/GR	control	intervention_1		7	1	730	Molecular Grade (96%) Ethanol
GRO-27-DRS	Grogu	4/5/23	SA/GR	control	intervention_1		7	2	730	DNA/RNA Shield
GRO-27-MGE	Grogu	4/5/23	SA/GR	control	intervention_1		7	2	730	Molecular Grade (96%) Ethanol
MAR-27-DRS	Marshmallow	4/5/23	SA/GR	control	intervention_1		7	2	730	DNA/RNA Shield
MAR-27-MGE	Marshmallow	4/5/23	SA/GR	control	intervention_1		7	2	730	Molecular Grade (96%) Ethanol
BUD-27-DRS	Buddy	4/5/23	SA/GR	control	intervention_1		7	2	730	DNA/RNA Shield
BUD-27-MGE	Buddy	4/5/23	SA/GR	control	intervention_1		7	2	730	Molecular Grade (96%) Ethanol
JOA-27-DRS	Joans	4/5/23	SA/GR	control	intervention_1		7	2	730	DNA/RNA Shield
JOA-27-MGE	Joans	4/5/23	SA/GR	control	intervention_1		7	2	730	Molecular Grade (96%) Ethanol
HEN-27-DRS	Henry	4/5/23	SA/GR	control	intervention_1		7	2	730	DNA/RNA Shield
HEN-27-MGE	Henry	4/5/23	SA/GR	control	intervention_1		7	2	730	Molecular Grade (96%) Ethanol
GIN-27-DRS	Ginger	4/5/23	SA/GR	control	intervention_1		7	1	730	DNA/RNA Shield
GIN-27-MGE	Ginger	4/5/23	SA/GR	control	intervention_1		7	1	730	Molecular Grade (96%) Ethanol
HAM-28-DRS	Hamlet	4/6/23	SA	gum	intervention_1		7	2	730	DNA/RNA Shield
HAM-28-MGE	Hamlet	4/6/23	SA	gum	intervention_1		7	2	730	Molecular Grade (96%) Ethanol
HER-28-DRS	Hera	4/6/23	SA	gum	intervention_1		7	2	730	DNA/RNA Shield
HER-28-MGE	Hera	4/6/23	SA	gum	intervention_1		7	2	730	Molecular Grade (96%) Ethanol
JAR-28-DRS	JarJarBinks	4/6/23	SA	gum	intervention_1		7	3	730	DNA/RNA Shield
JAR-28-MGE	JarJarBinks	4/6/23	SA	gum	intervention_1		7	3	730	Molecular Grade (96%) Ethanol
OPH-28-DRS	Ophelia	4/6/23	SA	gum	intervention_1		7	2	730	DNA/RNA Shield
OPH-28-MGE	Ophelia	4/6/23	SA	gum	intervention_1		7	2	730	Molecular Grade (96%) Ethanol
KUB-28-DRS	Kubo	4/6/23	SA	gum	intervention_1		7	1	730	DNA/RNA Shield
KUB-28-MGE	Kubo	4/6/23	SA	gum	intervention_1		7	1	730	Molecular Grade (96%) Ethanol
KOR-28-DRS	Korra	4/6/23	SA	gum	intervention_1		7	3	730	DNA/RNA Shield
KOR-28-MGE	Korra	4/6/23	SA	gum	intervention_1		7	3	730	Molecular Grade (96%) Ethanol
WOL-28-DRS	Wolverine	4/6/23	SA	gum	intervention_1		7	1	730	DNA/RNA Shield
WOL-28-MGE	Wolverine	4/6/23	SA	gum	intervention_1		7	1	730	Molecular Grade (96%) Ethanol
IRI-28-DRS	Iris	4/6/23	SA	gum	intervention_1		7	3	730	DNA/RNA Shield
IRI-28-MGE	Iris	4/6/23	SA	gum	intervention_1		7	3	730	Molecular Grade (96%) Ethanol
GRO-28-DRS	Grogu	4/6/23	SA	control	intervention_1		7	2	800	DNA/RNA Shield
GRO-28-MGE	Grogu	4/6/23	SA	control	intervention_1		7	2	800	Molecular Grade (96%) Ethanol
MAR-28-DRS	Marshmallow	4/6/23	SA	control	intervention_1		7	3	800	DNA/RNA Shield
MAR-28-MGE	Marshmallow	4/6/23	SA	control	intervention_1		7	3	800	Molecular Grade (96%) Ethanol
BUD-28-DRS	Buddy	4/6/23	SA	control	intervention_1		7	3	800	DNA/RNA Shield
BUD-28-MGE	Buddy	4/6/23	SA	control	intervention_1		7	3	800	Molecular Grade (96%) Ethanol
JOA-28-DRS	Joans	4/6/23	SA	control	intervention_1		7	3	800	DNA/RNA Shield
JOA-28-MGE	Joans	4/6/23	SA	control	intervention_1		7	3	800	Molecular Grade (96%) Ethanol
HAM-29-DRS	Hamlet	4/7/23	SA/GR	gum-washout	washout_1		7	1	800	DNA/RNA Shield
HAM-29-MGE	Hamlet	4/7/23	SA/GR	gum-washout	washout_1		7	1	800	Molecular Grade (96%) Ethanol
HER-29-DRS	Hera	4/7/23	SA/GR	gum-washout	washout_1		7	3	800	DNA/RNA Shield
HER-29-MGE	Hera	4/7/23	SA/GR	gum-washout	washout_1		7	3	800	Molecular Grade (96%) Ethanol
JAR-29-DRS	JarJarBinks	4/7/23	SA/GR	gum-washout	washout_1		7	3	800	DNA/RNA Shield
JAR-29-MGE	JarJarBinks	4/7/23	SA/GR	gum-washout	washout_1		7	3	800	Molecular Grade (96%) Ethanol
OPH-29-DRS	Ophelia	4/7/23	SA/GR	gum-washout	washout_1		7	1	800	DNA/RNA Shield
OPH-29-MGE	Ophelia	4/7/23	SA/GR	gum-washout	washout_1		7	1	800	Molecular Grade (96%) Ethanol
KUB-29-DRS	Kubo	4/7/23	SA/GR	gum-washout	washout_1		7	2	800	DNA/RNA Shield
KUB-29-MGE	Kubo	4/7/23	SA/GR	gum-washout	washout_1		7	2	800	Molecular Grade (96%) Ethanol
KOR-29-DRS	Korra	4/7/23	SA/GR	gum-washout	washout_1		7	3	800	DNA/RNA Shield
KOR-29-MGE	Korra	4/7/23	SA/GR	gum-washout	washout_1		7	3	800	Molecular Grade (96%) Ethanol
WOL-29-DRS	Wolverine	4/7/23	SA/GR	gum-washout	washout_1		7	1	800	DNA/RNA Shield
WOL-29-MGE	Wolverine	4/7/23	SA/GR	gum-washout	washout_1		7	1	800	Molecular Grade (96%) Ethanol
IRI-29-DRS	Iris	4/7/23	SA/GR	gum-washout	washout_1		7	3	800	DNA/RNA Shield
IRI-29-MGE	Iris	4/7/23	SA/GR	gum-washout	washout_1		7	3	800	Molecular Grade (96%) Ethanol
GOO-29-DRS	Goose	4/7/23	SA/GR	gum-washout	washout_1		7	2	730	DNA/RNA Shield
GOO-29-MGE	Goose	4/7/23	SA/GR	gum-washout	washout_1		7	2	730	Molecular Grade (96%) Ethanol
LAM-29-DRS	Lambchop	4/7/23	SA/GR	gum-washout	washout_1		7	3	730	DNA/RNA Shield
LAM-29-MGE	Lambchop	4/7/23	SA/GR	gum-washout	washout_1		7	3	730	Molecular Grade (96%) Ethanol
FRA-29-DRS	Franc	4/7/23	SA/GR	control-washout	washout_1		7	2	730	DNA/RNA Shield
FRA-29-MGE	Franc	4/7/23	SA/GR	control-washout	washout_1		7	2	730	Molecular Grade (96%) Ethanol
IVY-29-DRS	Ivy	4/7/23	SA/GR	control-washout	washout_1		7	2	730	DNA/RNA Shield
IVY-29-MGE	Ivy	4/7/23	SA/GR	control-washout	washout_1		7	2	730	Molecular Grade (96%) Ethanol
GRO-29-DRS	Grogu	4/7/23	SA/GR	control-washout	washout_1		8	2	730	DNA/RNA Shield
GRO-29-MGE	Grogu	4/7/23	SA/GR	control-washout	washout_1		8	2	730	Molecular Grade (96%) Ethanol
MAR-29-DRS	Marshmallow	4/7/23	SA/GR	control-washout	washout_1		8	2	730	DNA/RNA Shield
MAR-29-MGE	Marshmallow	4/7/23	SA/GR	control-washout	washout_1		8	2	730	Molecular Grade (96%) Ethanol
BUD-29-DRS	Buddy	4/7/23	SA/GR	control-washout	washout_1		8	2	730	DNA/RNA Shield
BUD-29-MGE	Buddy	4/7/23	SA/GR	control-washout	washout_1		8	2	730	Molecular Grade (96%) Ethanol
JOA-29-DRS	Joans	4/7/23	SA/GR	control-washout	washout_1		8	3	730	DNA/RNA Shield
JOA-29-MGE	Joans	4/7/23	SA/GR	control-washout	washout_1		8	3	730	Molecular Grade (96%) Ethanol
HEN-29-DRS	Henry	4/7/23	SA/GR	control-washout	washout_1		8	3	730	DNA/RNA Shield
HEN-29-MGE	Henry	4/7/23	SA/GR	control-washout	washout_1		8	3	730	Molecular Grade (96%) Ethanol
GIN-29-DRS	Ginger	4/7/23	SA/GR	control-washout	washout_1		8	2	730	DNA/RNA Shield
GIN-29-MGE	Ginger	4/7/23	SA/GR	control-washout	washout_1		8	2	730	Molecular Grade (96%) Ethanol
HAM-30-DRS	Hamlet	4/8/23	SA	gum-washout	washout_1		8	1	730	DNA/RNA Shield
HAM-30-MGE	Hamlet	4/8/23	SA	gum-washout	washout_1		8	1	730	Molecular Grade (96%) Ethanol
HER-30-DRS	Hera	4/8/23	SA	gum-washout	washout_1		8	1	730	DNA/RNA Shield
HER-30-MGE	Hera	4/8/23	SA	gum-washout	washout_1		8	1	730	Molecular Grade (96%) Ethanol
JAR-30-DRS	JarJarBinks	4/8/23	SA	gum-washout	washout_1		8	3	730	DNA/RNA Shield
JAR-30-MGE	JarJarBinks	4/8/23	SA	gum-washout	washout_1		8	3	730	Molecular Grade (96%) Ethanol
OPH-30-DRS	Ophelia	4/8/23	SA	gum-washout	washout_1		8	1	730	DNA/RNA Shield
OPH-30-MGE	Ophelia	4/8/23	SA	gum-washout	washout_1		8	1	730	Molecular Grade (96%) Ethanol
KUB-30-DRS	Kubo	4/8/23	SA	gum-washout	washout_1		8	2	730	DNA/RNA Shield
KUB-30-MGE	Kubo	4/8/23	SA	gum-washout	washout_1		8	2	730	Molecular Grade (96%) Ethanol
KOR-30-DRS	Korra	4/8/23	SA	gum-washout	washout_1		8	3	730	DNA/RNA Shield
KOR-30-MGE	Korra	4/8/23	SA	gum-washout	washout_1		8	3	730	Molecular Grade (96%) Ethanol
WOL-30-DRS	Wolverine	4/8/23	SA	gum-washout	washout_1		8	1	730	DNA/RNA Shield
WOL-30-MGE	Wolverine	4/8/23	SA	gum-washout	washout_1		8	1	730	Molecular Grade (96%) Ethanol
IRI-30-DRS	Iris	4/8/23	SA	gum-washout	washout_1		8	3	730	DNA/RNA Shield
IRI-30-MGE	Iris	4/8/23	SA	gum-washout	washout_1		8	3	730	Molecular Grade (96%) Ethanol
GOO-30-DRS	Goose	4/8/23	SA	gum-washout	washout_1		8	2	800	DNA/RNA Shield
GOO-30-MGE	Goose	4/8/23	SA	gum-washout	washout_1		8	2	800	Molecular Grade (96%) Ethanol
LAM-30-DRS	Lambchop	4/8/23	SA	gum-washout	washout_1		8	3	800	DNA/RNA Shield
LAM-30-MGE	Lambchop	4/8/23	SA	gum-washout	washout_1		8	3	800	Molecular Grade (96%) Ethanol
FRA-30-DRS	Franc	4/8/23	SA	control-washout	washout_1		8	2	800	DNA/RNA Shield
FRA-30-MGE	Franc	4/8/23	SA	control-washout	washout_1		8	2	800	Molecular Grade (96%) Ethanol
IVY-30-DRS	Ivy	4/8/23	SA	control-washout	washout_1		8	4	800	DNA/RNA Shield
IVY-30-MGE	Ivy	4/8/23	SA	control-washout	washout_1		8	4	800	Molecular Grade (96%) Ethanol
CHA-30-DRS	Charles	4/8/23	SA	control-washout	washout_1		8	2	800	DNA/RNA Shield
CHA-30-MGE	Charles	4/8/23	SA	control-washout	washout_1		8	2	800	Molecular Grade (96%) Ethanol
BUB-30-DRS	Bubblegum	4/8/23	SA	control-washout	washout_1		8	1	800	DNA/RNA Shield
BUB-30-MGE	Bubblegum	4/8/23	SA	control-washout	washout_1		8	1	800	Molecular Grade (96%) Ethanol
GRO-30-DRS	Grogu	4/8/23	SA	control-washout	washout_1		8	3	800	DNA/RNA Shield
GRO-30-MGE	Grogu	4/8/23	SA	control-washout	washout_1		8	3	800	Molecular Grade (96%) Ethanol
MAR-30-DRS	Marshmallow	4/8/23	SA	control-washout	washout_1		8	2	800	DNA/RNA Shield
MAR-30-MGE	Marshmallow	4/8/23	SA	control-washout	washout_1		8	2	800	Molecular Grade (96%) Ethanol
BUD-30-DRS	Buddy	4/8/23	SA	control-washout	washout_1		8	3	800	DNA/RNA Shield
BUD-30-MGE	Buddy	4/8/23	SA	control-washout	washout_1		8	3	800	Molecular Grade (96%) Ethanol
JOA-30-DRS	Joans	4/8/23	SA	control-washout	washout_1		8	2	800	DNA/RNA Shield
JOA-30-MGE	Joans	4/8/23	SA	control-washout	washout_1		8	2	800	Molecular Grade (96%) Ethanol
HEN-30-DRS	Henry	4/8/23	SA	control-washout	washout_1		8	2	800	DNA/RNA Shield
HEN-30-MGE	Henry	4/8/23	SA	control-washout	washout_1		8	2	800	Molecular Grade (96%) Ethanol
GIN-30-DRS	Ginger	4/8/23	SA	control-washout	washout_1		9	3	800	DNA/RNA Shield
GIN-30-MGE	Ginger	4/8/23	SA	control-washout	washout_1		9	3	800	Molecular Grade (96%) Ethanol
HAM-31-DRS	Hamlet	4/9/23	SA	gum-washout	washout_1		9	2	700	DNA/RNA Shield
HAM-31-MGE	Hamlet	4/9/23	SA	gum-washout	washout_1		9	2	700	Molecular Grade (96%) Ethanol
HER-31-DRS	Hera	4/9/23	SA	gum-washout	washout_1		9	2	700	DNA/RNA Shield
HER-31-MGE	Hera	4/9/23	SA	gum-washout	washout_1		9	2	700	Molecular Grade (96%) Ethanol
JAR-31-DRS	JarJarBinks	4/9/23	SA	gum-washout	washout_1		9	2	700	DNA/RNA Shield
JAR-31-MGE	JarJarBinks	4/9/23	SA	gum-washout	washout_1		9	2	700	Molecular Grade (96%) Ethanol
OPH-31-DRS	Ophelia	4/9/23	SA	gum-washout	washout_1		9	1	700	DNA/RNA Shield
OPH-31-MGE	Ophelia	4/9/23	SA	gum-washout	washout_1		9	1	700	Molecular Grade (96%) Ethanol
KUB-31-DRS	Kubo	4/9/23	SA	gum-washout	washout_1		9	2	700	DNA/RNA Shield
KUB-31-MGE	Kubo	4/9/23	SA	gum-washout	washout_1		9	2	700	Molecular Grade (96%) Ethanol
KOR-31-DRS	Korra	4/9/23	SA	gum-washout	washout_1		9	3	700	DNA/RNA Shield
KOR-31-MGE	Korra	4/9/23	SA	gum-washout	washout_1		9	3	700	Molecular Grade (96%) Ethanol
WOL-31-DRS	Wolverine	4/9/23	SA	gum-washout	washout_1		9	2	700	DNA/RNA Shield
WOL-31-MGE	Wolverine	4/9/23	SA	gum-washout	washout_1		9	2	700	Molecular Grade (96%) Ethanol
IRI-31-DRS	Iris	4/9/23	SA	gum-washout	washout_1		9	2	700	DNA/RNA Shield
IRI-31-MGE	Iris	4/9/23	SA	gum-washout	washout_1		9	2	700	Molecular Grade (96%) Ethanol
GOO-31-DRS	Goose	4/9/23	SA	gum-washout	washout_1	collected from bedding	9	3	730	DNA/RNA Shield
GOO-31-MGE	Goose	4/9/23	SA	gum-washout	washout_1	collected from bedding	9	3	730	Molecular Grade (96%) Ethanol
LAM-31-DRS	Lambchop	4/9/23	SA	gum-washout	washout_1	collected from bedding	9	3	730	DNA/RNA Shield
LAM-31-MGE	Lambchop	4/9/23	SA	gum-washout	washout_1	collected from bedding	9	3	730	Molecular Grade (96%) Ethanol
FRA-31-DRS	Franc	4/9/23	SA	control-washout	washout_1	collected from bedding	9	2	730	DNA/RNA Shield
FRA-31-MGE	Franc	4/9/23	SA	control-washout	washout_1	collected from bedding	9	2	730	Molecular Grade (96%) Ethanol
IVY-31-DRS	Ivy	4/9/23	SA	control-washout	washout_1	collected from bedding	9	4	730	DNA/RNA Shield
IVY-31-MGE	Ivy	4/9/23	SA	control-washout	washout_1	collected from bedding	9	4	730	Molecular Grade (96%) Ethanol
CHA-31-DRS	Charles	4/9/23	SA	control-washout	washout_1	collected from bedding	9	2	730	DNA/RNA Shield
CHA-31-MGE	Charles	4/9/23	SA	control-washout	washout_1	collected from bedding	9	2	730	Molecular Grade (96%) Ethanol
GRO-31-DRS	Grogu	4/9/23	SA	control-washout	washout_1	collected from bedding	9	3	730	DNA/RNA Shield
GRO-31-MGE	Grogu	4/9/23	SA	control-washout	washout_1	collected from bedding	9	3	730	Molecular Grade (96%) Ethanol
MAR-31-DRS	Marshmallow	4/9/23	SA	control-washout	washout_1	collected from bedding	9	2	730	DNA/RNA Shield
MAR-31-MGE	Marshmallow	4/9/23	SA	control-washout	washout_1	collected from bedding	9	2	730	Molecular Grade (96%) Ethanol
HEN-31-DRS	Henry	4/9/23	SA	control-washout	washout_1	collected from bedding	9	3	730	DNA/RNA Shield
HEN-31-MGE	Henry	4/9/23	SA	control-washout	washout_1	collected from bedding	9	3	730	Molecular Grade (96%) Ethanol
GIN-31-DRS	Ginger	4/9/23	SA	control-washout	washout_1	collected from bedding	9	2	730	DNA/RNA Shield
GIN-31-MGE	Ginger	4/9/23	SA	control-washout	washout_1	collected from bedding	9	2	730	Molecular Grade (96%) Ethanol
HAM-32-DRS	Hamlet	4/10/23	SA/GR	gum-washout	washout_1		9	2	800	DNA/RNA Shield
HAM-32-MGE	Hamlet	4/10/23	SA/GR	gum-washout	washout_1		9	2	800	Molecular Grade (96%) Ethanol
HER-32-DRS	Hera	4/10/23	SA/GR	gum-washout	washout_1		9	2	800	DNA/RNA Shield
HER-32-MGE	Hera	4/10/23	SA/GR	gum-washout	washout_1		9	2	800	Molecular Grade (96%) Ethanol
JAR-32-DRS	JarJarBinks	4/10/23	SA/GR	gum-washout	washout_1		9	2	800	DNA/RNA Shield
JAR-32-MGE	JarJarBinks	4/10/23	SA/GR	gum-washout	washout_1		9	2	800	Molecular Grade (96%) Ethanol
OPH-32-DRS	Ophelia	4/10/23	SA/GR	gum-washout	washout_1		9	1	800	DNA/RNA Shield
OPH-32-MGE	Ophelia	4/10/23	SA/GR	gum-washout	washout_1		9	1	800	Molecular Grade (96%) Ethanol
KUB-32-DRS	Kubo	4/10/23	SA/GR	gum-washout	washout_1		9	2	800	DNA/RNA Shield
KUB-32-MGE	Kubo	4/10/23	SA/GR	gum-washout	washout_1		9	2	800	Molecular Grade (96%) Ethanol
KOR-32-DRS	Korra	4/10/23	SA/GR	gum-washout	washout_1		9	3	800	DNA/RNA Shield
KOR-32-MGE	Korra	4/10/23	SA/GR	gum-washout	washout_1		9	3	800	Molecular Grade (96%) Ethanol
WOL-32-DRS	Wolverine	4/10/23	SA/GR	gum-washout	washout_1		10	1	800	DNA/RNA Shield
WOL-32-MGE	Wolverine	4/10/23	SA/GR	gum-washout	washout_1		10	1	800	Molecular Grade (96%) Ethanol
IRI-32-DRS	Iris	4/10/23	SA/GR	gum-washout	washout_1		10	2	800	DNA/RNA Shield
IRI-32-MGE	Iris	4/10/23	SA/GR	gum-washout	washout_1		10	2	730	Molecular Grade (96%) Ethanol
GOO-32-DRS	Goose	4/10/23	SA/GR	gum-washout	washout_1		10	2	730	DNA/RNA Shield
GOO-32-MGE	Goose	4/10/23	SA/GR	gum-washout	washout_1		10	2	730	Molecular Grade (96%) Ethanol
LAM-32-DRS	Lambchop	4/10/23	SA/GR	gum-washout	washout_1		10	3	730	DNA/RNA Shield
LAM-32-MGE	Lambchop	4/10/23	SA/GR	gum-washout	washout_1		10	3	730	Molecular Grade (96%) Ethanol
FRA-32-DRS	Franc	4/10/23	SA/GR	control-washout	washout_1		10	3	730	DNA/RNA Shield
FRA-32-MGE	Franc	4/10/23	SA/GR	control-washout	washout_1		10	3	730	Molecular Grade (96%) Ethanol
IVY-32-DRS	Ivy	4/10/23	SA/GR	control-washout	washout_1		10	2	730	DNA/RNA Shield
IVY-32-MGE	Ivy	4/10/23	SA/GR	control-washout	washout_1		10	2	730	Molecular Grade (96%) Ethanol
CHA-32-DRS	Charles	4/10/23	SA/GR	control-washout	washout_1		10	2	730	DNA/RNA Shield
CHA-32-MGE	Charles	4/10/23	SA/GR	control-washout	washout_1		10	2	730	Molecular Grade (96%) Ethanol
GRO-32-DRS	Grogu	4/10/23	SA/GR	control-washout	washout_1		10	2	730	DNA/RNA Shield
GRO-32-MGE	Grogu	4/10/23	SA/GR	control-washout	washout_1		10	2	730	Molecular Grade (96%) Ethanol
MAR-32-DRS	Marshmallow	4/10/23	SA/GR	control-washout	washout_1		10	2	730	DNA/RNA Shield
MAR-32-MGE	Marshmallow	4/10/23	SA/GR	control-washout	washout_1		10	2	730	Molecular Grade (96%) Ethanol
BUD-32-DRS	Buddy	4/10/23	SA/GR	control-washout	washout_1		10	3	730	DNA/RNA Shield
BUD-32-MGE	Buddy	4/10/23	SA/GR	control-washout	washout_1		10	3	730	Molecular Grade (96%) Ethanol
JOA-32-DRS	Joans	4/10/23	SA/GR	control-washout	washout_1		10	3	730	DNA/RNA Shield
JOA-32-MGE	Joans	4/10/23	SA/GR	control-washout	washout_1		10	3	730	Molecular Grade (96%) Ethanol
HEN-32-DRS	Henry	4/10/23	SA/GR	control-washout	washout_1		10	2	730	DNA/RNA Shield
HEN-32-MGE	Henry	4/10/23	SA/GR	control-washout	washout_1		10	2	730	Molecular Grade (96%) Ethanol
GIN-32-DRS	Ginger	4/10/23	SA/GR	control-washout	washout_1		10	2	730	DNA/RNA Shield
GIN-32-MGE	Ginger	4/10/23	SA/GR	control-washout	washout_1		10	2	730	Molecular Grade (96%) Ethanol
HAM-33-DRS	Hamlet	4/11/23	SA	gum-washout	washout_1		10	2	800	DNA/RNA Shield
HAM-33-MGE	Hamlet	4/11/23	SA	gum-washout	washout_1		10	2	800	Molecular Grade (96%) Ethanol
HER-33-DRS	Hera	4/11/23	SA	gum-washout	washout_1		10	2	800	DNA/RNA Shield
HER-33-MGE	Hera	4/11/23	SA	gum-washout	washout_1		10	2	800	Molecular Grade (96%) Ethanol
JAR-33-DRS	JarJarBinks	4/11/23	SA	gum-washout	washout_1		10	2	800	DNA/RNA Shield
JAR-33-MGE	JarJarBinks	4/11/23	SA	gum-washout	washout_1		10	2	800	Molecular Grade (96%) Ethanol
OPH-33-DRS	Ophelia	4/11/23	SA	gum-washout	washout_1		10	2	800	DNA/RNA Shield
OPH-33-MGE	Ophelia	4/11/23	SA	gum-washout	washout_1		10	2	800	Molecular Grade (96%) Ethanol
KUB-33-DRS	Kubo	4/11/23	SA	gum-washout	washout_1		10	3	800	DNA/RNA Shield
KUB-33-MGE	Kubo	4/11/23	SA	gum-washout	washout_1		10	3	800	Molecular Grade (96%) Ethanol
KOR-33-DRS	Korra	4/11/23	SA	gum-washout	washout_1		10	2	800	DNA/RNA Shield
KOR-33-MGE	Korra	4/11/23	SA	gum-washout	washout_1		10	2	800	Molecular Grade (96%) Ethanol
WOL-33-DRS	Wolverine	4/11/23	SA	gum-washout	washout_1		10	1	800	DNA/RNA Shield
WOL-33-MGE	Wolverine	4/11/23	SA	gum-washout	washout_1		10	1	800	Molecular Grade (96%) Ethanol
IRI-33-DRS	Iris	4/11/23	SA	gum-washout	washout_1		10	2	800	DNA/RNA Shield
IRI-33-MGE	Iris	4/11/23	SA	gum-washout	washout_1		10	2	800	Molecular Grade (96%) Ethanol
GOO-33-DRS	Goose	4/11/23	SA	gum-washout	washout_1		10	3	800	DNA/RNA Shield
GOO-33-MGE	Goose	4/11/23	SA	gum-washout	washout_1		10	3	800	Molecular Grade (96%) Ethanol
