Study_Day	Date	Subject	Diet_Trial	Group_Phase	Group	Bristol	Repro_Status
34	4/12/23	Ivy	washout_1	control-washout	Group2	2	
35	4/13/23	Ivy	washout_1	control-washout	Group2	3	
36	4/14/23	Ivy	washout_1	control-washout	Group2	2	
37	4/15/23	Ivy	washout_1	control-washout	Group2	3	
38	4/16/23	Ivy	washout_1	control-washout	Group2	3	
39	4/17/23	Ivy	washout_1	control-washout	Group2	3	
41	4/19/23	Ivy	washout_1	control-washout	Group2	3	
42	4/20/23	Ivy	washout_1	control-washout	Group2	4	
43	4/21/23	Ivy	intervention_2	gum	Group2	3	
44	4/22/23	Ivy	intervention_2	gum	Group2	3	
45	4/23/23	Ivy	intervention_2	gum	Group2	3	
46	4/24/23	Ivy	intervention_2	gum	Group2	3	
47	4/25/23	Ivy	intervention_2	gum	Group2	2	
48	4/26/23	Ivy	intervention_2	gum	Group2	4	
49	4/27/23	Ivy	intervention_2	gum	Group2	3	
50	4/28/23	Ivy	intervention_2	gum	Group2	3	
51	4/29/23	Ivy	intervention_2	gum	Group2	5	
52	4/30/23	Ivy	intervention_2	gum	Group2	3	
53	5/1/23	Ivy	intervention_2	gum	Group2	3	
54	5/2/23	Ivy	intervention_2	gum	Group2	2	
55	5/3/23	Ivy	intervention_2	gum	Group2	4	
56	5/4/23	Ivy	intervention_2	gum	Group2	3	
57	5/5/23	Ivy	washout_2	gum-washout	Group2	3	
58	5/6/23	Ivy	washout_2	gum-washout	Group2	3	
59	5/7/23	Ivy	washout_2	gum-washout	Group2	2	
60	5/8/23	Ivy	washout_2	gum-washout	Group2	2	
61	5/9/23	Ivy	washout_2	gum-washout	Group2	3	
62	5/10/23	Ivy	washout_2	gum-washout	Group2	4	
64	5/12/23	Ivy	washout_2	gum-washout	Group2	3	
65	5/13/23	Ivy	washout_2	gum-washout	Group2	3	
66	5/14/23	Ivy	washout_2	gum-washout	Group2	3	
67	5/15/23	Ivy	washout_2	gum-washout	Group2	2	
68	5/16/23	Ivy	washout_2	gum-washout	Group2	3	
69	5/17/23	Ivy	washout_2	gum-washout	Group2	2	
70	5/18/23	Ivy	washout_2	gum-washout	Group2	2	
3	3/12/2023	Marshmallow	run-in	baseline	Group2	3	
6	3/15/23	Marshmallow	run-in	baseline	Group2	4	
7	3/16/23	Marshmallow	run-in	baseline	Group2	3	
9	3/18/23	Marshmallow	run-in	baseline	Group2	2	
17	3/26/23	Marshmallow	intervention_1	control	Group2	2	
22	3/31/23	Marshmallow	intervention_1	control	Group2	2	
24	4/2/23	Marshmallow	intervention_1	control	Group2	2	
25	4/3/23	Marshmallow	intervention_1	control	Group2	2	
27	4/5/23	Marshmallow	intervention_1	control	Group2	2	
28	4/6/23	Marshmallow	intervention_1	control	Group2	3	
29	4/7/23	Marshmallow	washout_1	control-washout	Group2	2	
30	4/8/23	Marshmallow	washout_1	control-washout	Group2	2	
31	4/9/23	Marshmallow	washout_1	control-washout	Group2	2	
32	4/10/23	Marshmallow	washout_1	control-washout	Group2	2	
34	4/12/23	Marshmallow	washout_1	control-washout	Group2	2	
35	4/13/23	Marshmallow	washout_1	control-washout	Group2	3	
36	4/14/23	Marshmallow	washout_1	control-washout	Group2	2	
37	4/15/23	Marshmallow	washout_1	control-washout	Group2	3	
38	4/16/23	Marshmallow	washout_1	control-washout	Group2	3	
39	4/17/23	Marshmallow	washout_1	control-washout	Group2	2	
41	4/19/23	Marshmallow	washout_1	control-washout	Group2	3	
42	4/20/23	Marshmallow	washout_1	control-washout	Group2	3	
43	4/21/23	Marshmallow	intervention_2	gum	Group2	3	
44	4/22/23	Marshmallow	intervention_2	gum	Group2	3	
45	4/23/23	Marshmallow	intervention_2	gum	Group2	3	
46	4/24/23	Marshmallow	intervention_2	gum	Group2	3	
47	4/25/23	Marshmallow	intervention_2	gum	Group2	2	
48	4/26/23	Marshmallow	intervention_2	gum	Group2	3	
49	4/27/23	Marshmallow	intervention_2	gum	Group2	2	
50	4/28/23	Marshmallow	intervention_2	gum	Group2	3	
51	4/29/23	Marshmallow	intervention_2	gum	Group2	3	
52	4/30/23	Marshmallow	intervention_2	gum	Group2	3	
53	5/1/23	Marshmallow	intervention_2	gum	Group2	3	
54	5/2/23	Marshmallow	intervention_2	gum	Group2	3	
55	5/3/23	Marshmallow	intervention_2	gum	Group2	3	
56	5/4/23	Marshmallow	intervention_2	gum	Group2	3	
57	5/5/23	Marshmallow	washout_2	gum-washout	Group2	2	
58	5/6/23	Marshmallow	washout_2	gum-washout	Group2	2	
59	5/7/23	Marshmallow	washout_2	gum-washout	Group2	2	
60	5/8/23	Marshmallow	washout_2	gum-washout	Group2	3	
61	5/9/23	Marshmallow	washout_2	gum-washout	Group2	3	
62	5/10/23	Marshmallow	washout_2	gum-washout	Group2	3	
64	5/12/23	Marshmallow	washout_2	gum-washout	Group2	3	
65	5/13/23	Marshmallow	washout_2	gum-washout	Group2	4	
66	5/14/23	Marshmallow	washout_2	gum-washout	Group2	3	
67	5/15/23	Marshmallow	washout_2	gum-washout	Group2	2	
68	5/16/23	Marshmallow	washout_2	gum-washout	Group2	2	
69	5/17/23	Marshmallow	washout_2	gum-washout	Group2	2	
70	5/18/23	Marshmallow	washout_2	gum-washout	Group2	2	
1	3/10/2023	Padme	run-in	baseline	Group2	4	
3	3/12/2023	Padme	run-in	baseline	Group2	3	
5	3/14/23	Padme	run-in	baseline	Group2	4	
6	3/15/23	Padme	run-in	baseline	Group2	4	
7	3/16/23	Padme	run-in	baseline	Group2	4	
9	3/18/23	Padme	run-in	baseline	Group2	3	
11	3/20/23	Padme	run-in	baseline	Group2	1	
15	3/24/23	Padme	intervention_1	control	Group2	3	
17	3/26/23	Padme	intervention_1	control	Group2	5	
20	3/29/23	Padme	intervention_1	control	Group2	4	
