"","Sample_ID","Date","Study_Day","Sample_Time","Subject","Sample_Collected_By","Bristol","Sample_Stabilizer","Sample_Box","Sample_Notes","Diet_Trial","Group_Phase","Subj_Day","Known_Repro","Group","Room","Cage","Subject_Code","Sex","Housing","Origin","Subj_DOB","Age","Contraception","Previous_Exp","Subject_Notes","Extract_ID","Extract_Type","Extract_Date","Extracted_By","Extract_Conc_ng_uL","Extract_Kit","Extract_Box","Extract_Notes","Sequence_ID","Seq_ID","Library_Tube","Library_Tube_ID","Library_Barcode","F_Primer","R_Primer","Run_ID","Final_Lib_Conc_ng_uL","Vol_Added_Pool_uL","Full_Seq_ID","Pipeline","Kit","Sequencer","MinION_Position","Flow_Cell_Type","Flongle_Adapter","Flow_Cell_ID","Run_Date","Loaded_By"
"1470","JAR-34-DRS",2023-04-12,"34",08:00:00,"JarJarBinks","SA/GR",3,"DNA/RNA Shield",10,"","washout_1","gum-washout","JarJarBinks_34","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","JAR-34-MGE",2023-04-12,"34",08:00:00,"JarJarBinks","SA/GR",3,"Molecular Grade (96%) Ethanol",10,"","washout_1","gum-washout","JarJarBinks_34","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","JAR-35-DRS",2023-04-13,"35",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",11,"","washout_1","gum-washout","JarJarBinks_35","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","JAR-35-MGE",2023-04-13,"35",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",11,"","washout_1","gum-washout","JarJarBinks_35","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","JAR-36-MGE",2023-04-14,"36",07:30:00,"JarJarBinks","SA/GR",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","JarJarBinks_36","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-36-MGE","DNA",2023-07-21,"SA","7.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","JAR-36-MGE",2023-04-14,"36",07:30:00,"JarJarBinks","SA/GR",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","JarJarBinks_36","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-36-MGE","RNA",2023-07-20,"SA","11","Quick-DNA/RNA MagBead","RNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","JAR-37-MGE",2023-04-15,"37",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","JarJarBinks_37","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","JAR-38-MGE",2023-04-16,"38",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","JarJarBinks_38","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","JAR-39-MGE",2023-04-17,"39",08:00:00,"JarJarBinks","SA/GR",2,"Molecular Grade (96%) Ethanol",12,"","washout_1","gum-washout","JarJarBinks_39","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","JAR-41-DRS",2023-04-19,"41",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",13,"","washout_1","gum-washout","JarJarBinks_41","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-41-DRS","DNA",2023-07-18,"SA","60","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","JAR-41-DRS",2023-04-19,"41",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",13,"","washout_1","gum-washout","JarJarBinks_41","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-41-DRS","RNA",2023-07-20,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","JAR-41-MGE",2023-04-19,"41",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",13,"","washout_1","gum-washout","JarJarBinks_41","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-41-MGE","DNA",2023-07-18,"SA","22","Quick-DNA Fecal/Soil Microbe","DNA Extracts 4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","JAR-41-MGE",2023-04-19,"41",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",13,"","washout_1","gum-washout","JarJarBinks_41","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-41-MGE","RNA",2023-07-20,"SA","6","Quick-DNA/RNA MagBead","RNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","JAR-43-DRS",2023-04-21,"43",07:00:00,"JarJarBinks","SA/GR",2,"DNA/RNA Shield",13,"","intervention_2","control","JarJarBinks_43","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-43-DRS","DNA",2023-06-26,"SA","3.98","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","JAR-43-MGE",2023-04-21,"43",07:00:00,"JarJarBinks","SA/GR",2,"Molecular Grade (96%) Ethanol",13,"","intervention_2","control","JarJarBinks_43","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-43-MGE","DNA",2023-06-26,"SA","3.84","Quick-DNA Fecal/Soil Microbe","DNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","JAR-44-DRS",2023-04-22,"44",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",14,"","intervention_2","control","JarJarBinks_44","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-44-DRS","DNA",2023-08-29,"SA","56","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","","JAR-44-DRS-L203","CM001",35,"L203","barcode35","27F","1391R","MIN_16_2023-12-21",8.8,2.2,"LSK_UNO-CM-001","16S_LSK","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA"
"1486","JAR-44-DRS",2023-04-22,"44",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",14,"","intervention_2","control","JarJarBinks_44","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-44-DRS","RNA",2023-09-15,"SA/SK",">100","Quick-DNA/RNA MagBead","RNA Extracts 3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","JAR-44-MGE",2023-04-22,"44",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",14,"","intervention_2","control","JarJarBinks_44","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-44-MGE","DNA",2023-08-29,"SA","18","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","","JAR-44-MGE-L204","CM001",36,"L204","barcode36","27F","1391R","MIN_16_2023-12-21",1.97,10,"LSK_UNO-CM-001","16S_LSK","SQK-LSK114 EXP-PBC096","Angel-MinION","MN43747","FLO-MIN114","","FAW97410",2023-12-21,"SA"
"1488","JAR-44-MGE",2023-04-22,"44",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",14,"","intervention_2","control","JarJarBinks_44","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-44-MGE","DNA",2023-08-29,"SA","18","Quick-DNA Fecal/Soil Microbe","DNA Extracts 6","","JAR-44-MGE-S10","CM002",10,"S10","barcode10","27F","1492R","MIN_16_2024-2-12",2.21,1.8,"16S_UNO-CM-002","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-MIN114","","FAX08980",2024-02-12,"SA"
"1489","JAR-44-MGE",2023-04-22,"44",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",14,"","intervention_2","control","JarJarBinks_44","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-44-MGE","RNA",2023-09-15,"SA/SK","15","Quick-DNA/RNA MagBead","RNA Extracts 3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","JAR-45-DRS",2023-04-23,"45",07:30:00,"JarJarBinks","SA",1,"DNA/RNA Shield",15,"","intervention_2","control","JarJarBinks_45","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-45-DRS","DNA",2023-11-08,"SA/SK","27","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","JAR-45-DRS",2023-04-23,"45",07:30:00,"JarJarBinks","SA",1,"DNA/RNA Shield",15,"","intervention_2","control","JarJarBinks_45","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-45-DRS","RNA",2023-12-05,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","JAR-45-MGE",2023-04-23,"45",07:30:00,"JarJarBinks","SA",1,"Molecular Grade (96%) Ethanol",15,"","intervention_2","control","JarJarBinks_45","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-45-MGE","DNA",2023-11-08,"SA/SK","11","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","","JAR-45-MGE-S56","CM004",10,"S56","barcode10","27F","1492R","MIN_16_2024-2-29",5.4,0.7,"16S_UNO-CM-004","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARL498",2024-02-29,"SA"
"1493","JAR-45-MGE",2023-04-23,"45",07:30:00,"JarJarBinks","SA",1,"Molecular Grade (96%) Ethanol",15,"","intervention_2","control","JarJarBinks_45","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-45-MGE","RNA",2023-12-05,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","JAR-46-DRS",2023-04-24,"46",07:30:00,"JarJarBinks","SA/GR",2,"DNA/RNA Shield",15,"","intervention_2","control","JarJarBinks_46","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","JAR-46-MGE",2023-04-24,"46",07:30:00,"JarJarBinks","SA/GR",2,"Molecular Grade (96%) Ethanol",15,"","intervention_2","control","JarJarBinks_46","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","JAR-48-DRS",2023-04-26,"48",07:30:00,"JarJarBinks","SA/GR",2,"DNA/RNA Shield",16,"","intervention_2","control","JarJarBinks_48","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","JAR-48-MGE",2023-04-26,"48",07:30:00,"JarJarBinks","SA/GR",2,"Molecular Grade (96%) Ethanol",16,"","intervention_2","control","JarJarBinks_48","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-48-MGE","DNA",2024-05-21,"SA","5.9","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","","JAR-48-MGE-S223","CM011",16,"S223","barcode16","27F","1492R","MIN_16_2025-1-23",1.79,2.2,"16S_UNO-CM-011","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWE108",2025-01-23,"SA"
"1498","JAR-49-DRS",2023-04-27,"49",07:30:00,"JarJarBinks","SA",3,"DNA/RNA Shield",17,"","intervention_2","control","JarJarBinks_49","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-49-DRS","DNA",2023-11-15,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","","JAR-49-DRS-S70","CM005",1,"S70","barcode01","27F","1492R","MIN_16_2024-3-1",5.8,0.7,"16S_UNO-CM-005","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM042",2024-03-01,"SA"
"1499","JAR-49-DRS",2023-04-27,"49",07:30:00,"JarJarBinks","SA",3,"DNA/RNA Shield",17,"","intervention_2","control","JarJarBinks_49","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-49-DRS","RNA",2023-12-08,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","JAR-49-MGE",2023-04-27,"49",07:30:00,"JarJarBinks","SA",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","JarJarBinks_49","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-49-MGE","DNA",2023-11-15,"SA","2.53","Quick-DNA Fecal/Soil Microbe","DNA Extracts 8","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","JAR-49-MGE",2023-04-27,"49",07:30:00,"JarJarBinks","SA",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","JarJarBinks_49","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-49-MGE","RNA",2023-12-08,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","JAR-50-DRS",2023-04-28,"50",07:30:00,"JarJarBinks","SA/GR",3,"DNA/RNA Shield",17,"","intervention_2","control","JarJarBinks_50","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-50-DRS","DNA",2024-02-07,"SA","4.87","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","JAR-50-DRS",2023-04-28,"50",07:30:00,"JarJarBinks","SA/GR",3,"DNA/RNA Shield",17,"","intervention_2","control","JarJarBinks_50","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-50-DRS","RNA",2024-04-17,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 6","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","JAR-50-MGE",2023-04-28,"50",07:30:00,"JarJarBinks","SA/GR",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","JarJarBinks_50","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-50-MGE","DNA",2024-02-07,"SA","10","Quick-DNA Fecal/Soil Microbe","DNA Extracts 9","","JAR-50-MGE-S109","CM006",17,"S109","barcode17","27F","1492R","MIN_16_2024-5-19",3.88,1,"16S_UNO-CM-006","16S_RAP","SQK-16S024","Angel-MinION","MN43747","FLO-FLG001","FA-08546","ARM904",2024-05-19,"SA"
"1505","JAR-50-MGE",2023-04-28,"50",07:30:00,"JarJarBinks","SA/GR",3,"Molecular Grade (96%) Ethanol",17,"","intervention_2","control","JarJarBinks_50","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-50-MGE","RNA",2024-04-17,"SA","","Quick-DNA/RNA MagBead","RNA Extracts 6","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","JAR-52-DRS",2023-04-30,"52",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",18,"","intervention_2","control","JarJarBinks_52","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","JAR-52-MGE",2023-04-30,"52",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",18,"","intervention_2","control","JarJarBinks_52","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-52-MGE","DNA",2024-06-17,"SA","15","Quick-DNA Fecal/Soil Microbe","DNA Extracts 11","","JAR-52-MGE-S246","CM012",16,"S246","barcode16","27F","1492R","MIN_16_2025-2-21",3.02,1.3,"16S_UNO-CM-012","16S_RAP","SQK-16S114-24","Angel-MinION","MN43747","FLO-FLG114","FA-08546","AWI952",2025-02-21,"SA"
"1508","JAR-53-DRS",2023-05-01,"53",07:30:00,"JarJarBinks","SA/GR",3,"DNA/RNA Shield",19,"","intervention_2","control","JarJarBinks_53","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","JAR-53-MGE",2023-05-01,"53",07:30:00,"JarJarBinks","SA/GR",3,"Molecular Grade (96%) Ethanol",19,"","intervention_2","control","JarJarBinks_53","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","JAR-55-DRS",2023-05-03,"55",07:30:00,"JarJarBinks","SA/GR",2,"DNA/RNA Shield",20,"","intervention_2","control","JarJarBinks_55","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","JAR-55-MGE",2023-05-03,"55",07:30:00,"JarJarBinks","SA/GR",2,"Molecular Grade (96%) Ethanol",20,"","intervention_2","control","JarJarBinks_55","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","JAR-56-DRS",2023-05-04,"56",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",20,"","intervention_2","control","JarJarBinks_56","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","JAR-56-MGE",2023-05-04,"56",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",20,"","intervention_2","control","JarJarBinks_56","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","JAR-57-DRS",2023-05-05,"57",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",21,"","washout_2","control-washout","JarJarBinks_57","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-57-DRS","DNA",2023-05-16,"SA/AMR","0.159","Quick-DNA Fecal/Soil Microbe","DNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","JAR-57-DRS",2023-05-05,"57",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",21,"","washout_2","control-washout","JarJarBinks_57","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA2-JAR-57-DRS","DNA",2023-05-29,"SA","0.6","Quick-DNA Fecal/Soil Microbe","DNA Extracts 1","low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","JAR-57-DRS",2023-05-05,"57",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",21,"","washout_2","control-washout","JarJarBinks_57","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA3-JAR-57-DRS","DNA",2023-06-02,"SA","9.3","Quick-DNA Fecal/Soil Microbe","DNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","JAR-57-DRS",2023-05-05,"57",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",21,"","washout_2","control-washout","JarJarBinks_57","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-57-DRS","RNA",2023-05-18,"SA",">100","Quick-DNA/RNA MagBead","RNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518","JAR-57-DRS",2023-05-05,"57",07:30:00,"JarJarBinks","SA",2,"DNA/RNA Shield",21,"","washout_2","control-washout","JarJarBinks_57","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA2-JAR-57-DRS","RNA",2023-07-21,"SA","43","Quick-DNA/RNA MagBead","RNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","JAR-57-MGE",2023-05-05,"57",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","JarJarBinks_57","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA1-JAR-57-MGE","DNA",2023-05-16,"SA/AMR","0.00233","Quick-DNA Fecal/Soil Microbe","DNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","JAR-57-MGE",2023-05-05,"57",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","JarJarBinks_57","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA2-JAR-57-MGE","DNA",2023-05-29,"SA","0.187","Quick-DNA Fecal/Soil Microbe","DNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","JAR-57-MGE",2023-05-05,"57",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","JarJarBinks_57","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","DNA3-JAR-57-MGE","DNA",2023-06-02,"SA","0.0413","Quick-DNA Fecal/Soil Microbe","DNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","JAR-57-MGE",2023-05-05,"57",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","JarJarBinks_57","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA1-JAR-57-MGE","RNA",2023-05-18,"SA","1.39","Quick-DNA/RNA MagBead","RNA Extracts 1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","JAR-57-MGE",2023-05-05,"57",07:30:00,"JarJarBinks","SA",2,"Molecular Grade (96%) Ethanol",21,"","washout_2","control-washout","JarJarBinks_57","","Group1","RoomB","B2","JAR","Male","Pair","Texas",2020-01-25,3.123287671,"","","","RNA2-JAR-57-MGE","RNA",2023-07-21,"SA","18","Quick-DNA/RNA MagBead","RNA Extracts 2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
